# Plantilla oficial de Profesor/a de Orquesta, extraída por COORDENADAS del PDF
# con `pymupdf`: el número está a la izquierda de x=110 y la letra entre 110 y 220,
# y se emparejan por su coordenada vertical. El volcado de texto del mismo PDF sale
# en columnas y no se puede emparejar a ojo.
# 96 respuestas, sin huecos, sin duplicados y sin una sola anotación.
1	a
2	b
3	c
4	a
5	a
6	b
7	c
8	c
9	d
10	a
11	b
12	c
13	b
14	b
15	b
16	c
17	a
18	a
19	b
20	b
21	a
22	b
23	d
24	a
25	b
26	b
27	d
28	b
29	c
30	b
31	c
32	c
33	d
34	b
35	c
36	b
37	b
38	c
39	b
40	b
41	b
42	b
43	c
44	b
45	a
46	a
47	b
48	a
49	b
50	b
51	b
52	d
53	c
54	a
55	c
56	d
57	a
58	c
59	d
60	a
61	a
62	d
63	c
64	c
65	a
66	d
67	c
68	c
69	c
70	a
71	b
72	c
73	b
74	c
75	a
76	c
77	c
78	a
79	c
80	b
81	b
82	b
83	a
84	b
85	d
86	c
87	c
88	a
89	a
90	a
91	b
92	b
93	c
94	c
95	a
96	c
