# Respuestas leídas por coordenadas de 45_plantilla_de_respuestas_ing_sup_teleco.pdf
# El PDF sí lleva tabla de caracteres, pero la extracción lineal pierde la
# columna de letras: se leen las dos columnas por su posición horizontal
# —el número a la izquierda de x=110, la letra entre 110 y 220— y se emparejan
# por la coordenada vertical de la fila. Las 96 salen enteras, sin huecos, sin
# duplicados y sin una sola anotación al margen.
1	d
2	d
3	a
4	d
5	a
6	d
7	b
8	c
9	a
10	a
11	c
12	a
13	b
14	c
15	d
16	b
17	b
18	b
19	b
20	b
21	b
22	d
23	b
24	a
25	d
26	b
27	c
28	c
29	b
30	b
31	c
32	c
33	a
34	c
35	d
36	d
37	b
38	d
39	c
40	a
41	c
42	a
43	b
44	b
45	b
46	a
47	a
48	c
49	a
50	c
51	c
52	b
53	d
54	c
55	c
56	c
57	d
58	d
59	c
60	c
61	c
62	a
63	b
64	c
65	b
66	d
67	b
68	c
69	d
70	d
71	b
72	d
73	b
74	c
75	b
76	a
77	b
78	d
79	b
80	c
81	b
82	a
83	b
84	b
85	d
86	c
87	a
88	c
89	d
90	d
91	a
92	d
93	c
94	c
95	a
96	d
