bloque	titulo	redacciones	vigencia	publicacion	norma	aviso
preambulo		1	20141210	20131210	BOE-A-2013-12887	
tpreliminar	TÍTULO PRELIMINAR	1	20141210	20131210	BOE-A-2013-12887	
a1	Artículo 1	1	20141210	20131210	BOE-A-2013-12887	
ti	TÍTULO I	1	20141210	20131210	BOE-A-2013-12887	
ci	CAPÍTULO I	1	20141210	20131210	BOE-A-2013-12887	
a2	Artículo 2	1	20141210	20131210	BOE-A-2013-12887	
a3	Artículo 3	1	20141210	20131210	BOE-A-2013-12887	
a4	Artículo 4	1	20141210	20131210	BOE-A-2013-12887	
cii	CAPÍTULO II	1	20141210	20131210	BOE-A-2013-12887	
a5	Artículo 5	1	20141210	20131210	BOE-A-2013-12887	
a6	Artículo 6	1	20141210	20131210	BOE-A-2013-12887	
ab	Artículo 6 bis	1	20181207	20181206	BOE-A-2018-16673	
a7	Artículo 7	1	20141210	20131210	BOE-A-2013-12887	
a8	Artículo 8	2	20220729	20220709	BOE-A-2022-11392	
a9	Artículo 9	1	20141210	20131210	BOE-A-2013-12887	
a10	Artículo 10	1	20141210	20131210	BOE-A-2013-12887	
a11	Artículo 11	1	20141210	20131210	BOE-A-2013-12887	
ciii	CAPÍTULO III	1	20141210	20131210	BOE-A-2013-12887	
s1	Sección 1	1	20141210	20131210	BOE-A-2013-12887	
a12	Artículo 12	1	20141210	20131210	BOE-A-2013-12887	
a13	Artículo 13	1	20141210	20131210	BOE-A-2013-12887	
a14	Artículo 14	1	20141210	20131210	BOE-A-2013-12887	
a15	Artículo 15	2	20181207	20181206	BOE-A-2018-16673	
a16	Artículo 16	1	20141210	20131210	BOE-A-2013-12887	
s2	Sección 2	1	20141210	20131210	BOE-A-2013-12887	
a17	Artículo 17	1	20141210	20131210	BOE-A-2013-12887	
a18	Artículo 18	1	20141210	20131210	BOE-A-2013-12887	
a19	Artículo 19	1	20141210	20131210	BOE-A-2013-12887	
a20	Artículo 20	1	20141210	20131210	BOE-A-2013-12887	
a21	Artículo 21	1	20141210	20131210	BOE-A-2013-12887	
a22	Artículo 22	1	20141210	20131210	BOE-A-2013-12887	
s3	Sección 3	1	20141210	20131210	BOE-A-2013-12887	
a23	Artículo 23	1	20141210	20131210	BOE-A-2013-12887	
a24	Artículo 24	1	20141210	20131210	BOE-A-2013-12887	
tii	TÍTULO II	1	20131211	20131210	BOE-A-2013-12887	
a25	Artículo 25	1	20131211	20131210	BOE-A-2013-12887	
a26	Artículo 26	1	20131211	20131210	BOE-A-2013-12887	
a27	Artículo 27	1	20131211	20131210	BOE-A-2013-12887	
a28	Artículo 28	2	20131222	20131221	BOE-A-2013-13425	
a29	Artículo 29	1	20131211	20131210	BOE-A-2013-12887	
a30	Artículo 30	1	20131211	20131210	BOE-A-2013-12887	
a31	Artículo 31	1	20131211	20131210	BOE-A-2013-12887	
a32	Artículo 32	1	20131211	20131210	BOE-A-2013-12887	
tiii	TÍTULO III	1	20141210	20131210	BOE-A-2013-12887	
a33	Artículo 33	1	20141210	20131210	BOE-A-2013-12887	
a34	Artículo 34	1	20141210	20131210	BOE-A-2013-12887	
a35	Artículo 35	1	20141210	20131210	BOE-A-2013-12887	
a36	Artículo 36	1	20141210	20131210	BOE-A-2013-12887	
a37	Artículo 37	1	20141210	20131210	BOE-A-2013-12887	
a38	Artículo 38	1	20141210	20131210	BOE-A-2013-12887	
a39	Artículo 39	1	20141210	20131210	BOE-A-2013-12887	
a40	Artículo 40	1	20141210	20131210	BOE-A-2013-12887	
daprimera	Disposición adicional primera	1	20141210	20131210	BOE-A-2013-12887	
dasegunda	Disposición adicional segunda	1	20141210	20131210	BOE-A-2013-12887	
datercera	Disposición adicional tercera	1	20141210	20131210	BOE-A-2013-12887	
dacuaa	Disposición adicional cuarta	1	20141210	20131210	BOE-A-2013-12887	
daquinta	Disposición adicional quinta	1	20141210	20131210	BOE-A-2013-12887	
dasexta	Disposición adicional sexta	1	20141210	20131210	BOE-A-2013-12887	
daseptima	Disposición adicional séptima	1	20141210	20131210	BOE-A-2013-12887	
daoctava	Disposición adicional octava	1	20141210	20131210	BOE-A-2013-12887	
dfprimera	Disposición final primera	1	20141210	20131210	BOE-A-2013-12887	
dfsegunda	Disposición final segunda	1	20141210	20131210	BOE-A-2013-12887	
dftercera	Disposición final tercera	1	20141210	20131210	BOE-A-2013-12887	
dfcuaa	Disposición final cuarta	1	20141210	20131210	BOE-A-2013-12887	
dfquinta	Disposición final quinta	1	20141210	20131210	BOE-A-2013-12887	
dfsexta	Disposición final sexta	1	20141210	20131210	BOE-A-2013-12887	
dfseptima	Disposición final séptima	1	20141210	20131210	BOE-A-2013-12887	
dfoctava	Disposición final octava	1	20141210	20131210	BOE-A-2013-12887	
dfnovena	Disposición final novena	1	20141210	20131210	BOE-A-2013-12887	
firma		1	20141210	20131210	BOE-A-2013-12887	
