bloque	titulo	redacciones	vigencia	publicacion	norma	aviso
co		2	20231221	20231220	BOE-A-2023-25759	
preambulo		1	20151101	20151031	BOE-A-2015-11719	
aunico	Artículo único	1	20151101	20151031	BOE-A-2015-11719	
daunica	Disposición adicional única	1	20151101	20151031	BOE-A-2015-11719	
ddunica	Disposición derogatoria única	1	20151101	20151031	BOE-A-2015-11719	
dfunica	Disposición final única	1	20151101	20151031	BOE-A-2015-11719	
firma		1	20151101	20151031	BOE-A-2015-11719	
texto	TEXTO	1	20151101	20151031	BOE-A-2015-11719	
ti	TÍTULO I	1	20151101	20151031	BOE-A-2015-11719	
a1	Artículo 1	1	20151101	20151031	BOE-A-2015-11719	
a2	Artículo 2	2	20220907	20220906	BOE-A-2022-14581	
a3	Artículo 3	1	20151101	20151031	BOE-A-2015-11719	
a4	Artículo 4	1	20151101	20151031	BOE-A-2015-11719	
a5	Artículo 5	1	20151101	20151031	BOE-A-2015-11719	
a6	Artículo 6	1	20151101	20151031	BOE-A-2015-11719	
a7	Artículo 7	3	20250731	20250730	BOE-A-2025-15741	
tii	TÍTULO II	1	20151101	20151031	BOE-A-2015-11719	
ci	CAPÍTULO I	1	20151101	20151031	BOE-A-2015-11719	
a8	Artículo 8	1	20151101	20151031	BOE-A-2015-11719	
a9	Artículo 9	1	20151101	20151031	BOE-A-2015-11719	
a10	Artículo 10	3	20211230	20211229	BOE-A-2021-21651	
a11	Artículo 11	3	20211230	20211229	BOE-A-2021-21651	
a12	Artículo 12	1	20151101	20151031	BOE-A-2015-11719	
cii	CAPÍTULO II	1	20151101	20151031	BOE-A-2015-11719	
a13	Artículo 13	1	20151101	20151031	BOE-A-2015-11719	
tiii	TÍTULO III	1	20151101	20151031	BOE-A-2015-11719	
ci-2	CAPÍTULO I	1	20151101	20151031	BOE-A-2015-11719	
a14	Artículo 14	3	20230302	20230301	BOE-A-2023-5366	
a15	Artículo 15	1	20151101	20151031	BOE-A-2015-11719	
cii-2	CAPÍTULO II	1	20151101	20151031	BOE-A-2015-11719	
a16	Artículo 16	1	20151101	20151031	BOE-A-2015-11719	
a17	Artículo 17	1	20151101	20151031	BOE-A-2015-11719	
a18	Artículo 18	1	20151101	20151031	BOE-A-2015-11719	
a19	Artículo 19	1	20151101	20151031	BOE-A-2015-11719	
a20	Artículo 20	1	20151101	20151031	BOE-A-2015-11719	
ciii	CAPÍTULO III	1	20151101	20151031	BOE-A-2015-11719	
a21	Artículo 21	1	20151101	20151031	BOE-A-2015-11719	
a22	Artículo 22	1	20151101	20151031	BOE-A-2015-11719	
a23	Artículo 23	1	20151101	20151031	BOE-A-2015-11719	
a24	Artículo 24	1	20151101	20151031	BOE-A-2015-11719	
a25	Artículo 25	1	20151101	20151031	BOE-A-2015-11719	
a26	Artículo 26	1	20151101	20151031	BOE-A-2015-11719	
a27	Artículo 27	1	20151101	20151031	BOE-A-2015-11719	
a28	Artículo 28	1	20151101	20151031	BOE-A-2015-11719	
a29	Artículo 29	1	20151101	20151031	BOE-A-2015-11719	
a30	Artículo 30	1	20151101	20151031	BOE-A-2015-11719	
civ	CAPÍTULO IV	1	20151101	20151031	BOE-A-2015-11719	
a31	Artículo 31	1	20151101	20151031	BOE-A-2015-11719	
a32	Artículo 32	2	20230101	20221224	BOE-A-2022-22128	
a33	Artículo 33	1	20151101	20151031	BOE-A-2015-11719	
a34	Artículo 34	1	20151101	20151031	BOE-A-2015-11719	
a35	Artículo 35	1	20151101	20151031	BOE-A-2015-11719	
a36	Artículo 36	1	20151101	20151031	BOE-A-2015-11719	
a37	Artículo 37	1	20151101	20151031	BOE-A-2015-11719	
a38	Artículo 38	2	20230101	20221224	BOE-A-2022-22128	
a39	Artículo 39	1	20151101	20151031	BOE-A-2015-11719	
a40	Artículo 40	1	20151101	20151031	BOE-A-2015-11719	
a41	Artículo 41	1	20151101	20151031	BOE-A-2015-11719	
a42	Artículo 42	1	20151101	20151031	BOE-A-2015-11719	
a43	Artículo 43	1	20151101	20151031	BOE-A-2015-11719	
a44	Artículo 44	1	20151101	20151031	BOE-A-2015-11719	
a45	Artículo 45	1	20151101	20151031	BOE-A-2015-11719	
a46	Artículo 46	1	20151101	20151031	BOE-A-2015-11719	
cv	CAPÍTULO V	1	20151101	20151031	BOE-A-2015-11719	
a47	Artículo 47	4	20240523	20240522	BOE-A-2024-10235	
a4-2	Artículo 47 bis	1	20201001	20200930	BOE-A-2020-11415	
a48	Artículo 48	6	20250303	20241221	BOE-A-2024-26693	
a49	Artículo 49	11	20250731	20250730	BOE-A-2025-15741	
a50	Artículo 50	2	20210101	20201231	BOE-A-2020-17339	
a51	Artículo 51	1	20151101	20151031	BOE-A-2015-11719	
cvi	CAPÍTULO VI	1	20151101	20151031	BOE-A-2015-11719	
a52	Artículo 52	1	20151101	20151031	BOE-A-2015-11719	
a53	Artículo 53	2	20230302	20230301	BOE-A-2023-5366	
a54	Artículo 54	1	20151101	20151031	BOE-A-2015-11719	
tiv	TÍTULO IV	1	20151101	20151031	BOE-A-2015-11719	
ci-3	CAPÍTULO I	1	20151101	20151031	BOE-A-2015-11719	
a55	Artículo 55	1	20151101	20151031	BOE-A-2015-11719	
a56	Artículo 56	1	20151101	20151031	BOE-A-2015-11719	
a57	Artículo 57	1	20151101	20151031	BOE-A-2015-11719	
a58	Artículo 58	1	20151101	20151031	BOE-A-2015-11719	
a59	Artículo 59	1	20151101	20151031	BOE-A-2015-11719	
a60	Artículo 60	1	20151101	20151031	BOE-A-2015-11719	
a61	Artículo 61	1	20151101	20151031	BOE-A-2015-11719	
a62	Artículo 62	1	20151101	20151031	BOE-A-2015-11719	
cii-3	CAPÍTULO II	1	20151101	20151031	BOE-A-2015-11719	
a63	Artículo 63	1	20151101	20151031	BOE-A-2015-11719	
a64	Artículo 64	1	20151101	20151031	BOE-A-2015-11719	
a65	Artículo 65	1	20151101	20151031	BOE-A-2015-11719	
a66	Artículo 66	1	20151101	20151031	BOE-A-2015-11719	
a67	Artículo 67	1	20151101	20151031	BOE-A-2015-11719	
a68	Artículo 68	1	20151101	20151031	BOE-A-2015-11719	
tv	TÍTULO V	1	20151101	20151031	BOE-A-2015-11719	
ci-4	CAPÍTULO I	1	20151101	20151031	BOE-A-2015-11719	
a69	Artículo 69	1	20151101	20151031	BOE-A-2015-11719	
a70	Artículo 70	1	20151101	20151031	BOE-A-2015-11719	
a71	Artículo 71	1	20151101	20151031	BOE-A-2015-11719	
cii-4	CAPÍTULO II	1	20151101	20151031	BOE-A-2015-11719	
a72	Artículo 72	1	20151101	20151031	BOE-A-2015-11719	
a73	Artículo 73	1	20151101	20151031	BOE-A-2015-11719	
a74	Artículo 74	1	20151101	20151031	BOE-A-2015-11719	
a75	Artículo 75	1	20151101	20151031	BOE-A-2015-11719	
a76	Artículo 76	1	20151101	20151031	BOE-A-2015-11719	
a77	Artículo 77	1	20151101	20151031	BOE-A-2015-11719	
ciii-2	CAPÍTULO III	1	20151101	20151031	BOE-A-2015-11719	
a78	Artículo 78	1	20151101	20151031	BOE-A-2015-11719	
a79	Artículo 79	1	20151101	20151031	BOE-A-2015-11719	
a80	Artículo 80	1	20151101	20151031	BOE-A-2015-11719	
a81	Artículo 81	1	20151101	20151031	BOE-A-2015-11719	
a82	Artículo 82	4	20240822	20240802	BOE-A-2024-15936	
a83	Artículo 83	1	20151101	20151031	BOE-A-2015-11719	
a84	Artículo 84	1	20151101	20151031	BOE-A-2015-11719	
tvi	TÍTULO VI	1	20151101	20151031	BOE-A-2015-11719	
a85	Artículo 85	1	20151101	20151031	BOE-A-2015-11719	
a86	Artículo 86	1	20151101	20151031	BOE-A-2015-11719	
a87	Artículo 87	1	20151101	20151031	BOE-A-2015-11719	
a88	Artículo 88	1	20151101	20151031	BOE-A-2015-11719	
a89	Artículo 89	4	20240822	20240802	BOE-A-2024-15936	
a90	Artículo 90	1	20151101	20151031	BOE-A-2015-11719	
a91	Artículo 91	1	20151101	20151031	BOE-A-2015-11719	
a92	Artículo 92	1	20151101	20151031	BOE-A-2015-11719	
tvii	TÍTULO VII	1	20151101	20151031	BOE-A-2015-11719	
a93	Artículo 93	1	20151101	20151031	BOE-A-2015-11719	
a94	Artículo 94	1	20151101	20151031	BOE-A-2015-11719	
a95	Artículo 95	2	20230302	20230301	BOE-A-2023-5366	
a96	Artículo 96	1	20151101	20151031	BOE-A-2015-11719	
a97	Artículo 97	1	20151101	20151031	BOE-A-2015-11719	
a98	Artículo 98	1	20151101	20151031	BOE-A-2015-11719	
tviii	TÍTULO VIII	1	20151101	20151031	BOE-A-2015-11719	
