bloque	titulo	redacciones	vigencia	publicacion	norma	aviso
preambulo		1	20130606	20130605	BOE-A-2013-5940	
ci	CAPÍTULO I	1	20130606	20130605	BOE-A-2013-5940	
a1	Artículo 1	1	20130606	20130605	BOE-A-2013-5940	
a2	Artículo 2	1	20130606	20130605	BOE-A-2013-5940	
a3	Artículo 3	1	20130606	20130605	BOE-A-2013-5940	
a4	Artículo 4	1	20130606	20130605	BOE-A-2013-5940	
cii	CAPÍTULO II	1	20130606	20130605	BOE-A-2013-5940	
a5	Artículo 5	2	20210429	20210428	BOE-A-2021-6872	
a6	Artículo 6	1	20130606	20130605	BOE-A-2013-5940	
a7	Artículo 7	0				NO SERVIDO POR EL BOE
a8	Artículo 8	1	20130606	20130605	BOE-A-2013-5940	
a9	Artículo 9	2	20220709	20220708	BOE-A-2022-11311	
a9-2	Artículo 9 bis	2	20250123	20250123	BOE-A-2025-1136	
a10	Artículo 10	3	20141017	20141017	BOE-A-2014-10517	
a11	Artículo 11	4	20221221	20221220	BOE-A-2022-21574	
a12	Artículo 12	6	20220709	20220708	BOE-A-2022-11311	
ciii	CAPÍTULO III	1	20130606	20130605	BOE-A-2013-5940	
a13	Artículo 13	1	20130606	20130605	BOE-A-2013-5940	
a14	Artículo 14	1	20130606	20130605	BOE-A-2013-5940	
a15	Artículo 15	1	20130606	20130605	BOE-A-2013-5940	
a16	Artículo 16	1	20130606	20130605	BOE-A-2013-5940	
a17	Artículo 17	1	20130606	20130605	BOE-A-2013-5940	
a18	Artículo 18	1	20130606	20130605	BOE-A-2013-5940	
a19	Artículo 19	1	20130606	20130605	BOE-A-2013-5940	
a20	Artículo 20	1	20130606	20130605	BOE-A-2013-5940	
a21	Artículo 21	1	20130606	20130605	BOE-A-2013-5940	
a22	Artículo 22	1	20130606	20130605	BOE-A-2013-5940	
a23	Artículo 23	1	20130606	20130605	BOE-A-2013-5940	
a24	Artículo 24	1	20130606	20130605	BOE-A-2013-5940	
a25	Artículo 25	3	20250123	20250123	BOE-A-2025-1136	
a26	Artículo 26	1	20130606	20130605	BOE-A-2013-5940	
civ	CAPÍTULO IV	1	20130606	20130605	BOE-A-2013-5940	
a27	Artículo 27	1	20130606	20130605	BOE-A-2013-5940	
a28	Artículo 28	1	20130606	20130605	BOE-A-2013-5940	
a29	Artículo 29	5	20250123	20250123	BOE-A-2025-1136	
a30	Artículo 30	1	20130606	20130605	BOE-A-2013-5940	
a31	Artículo 31	1	20130606	20130605	BOE-A-2013-5940	
a32	Artículo 32	1	20130606	20130605	BOE-A-2013-5940	
a33	Artículo 33	1	20130606	20130605	BOE-A-2013-5940	
a34	Artículo 34	1	20130606	20130605	BOE-A-2013-5940	
a35	Artículo 35	1	20130606	20130605	BOE-A-2013-5940	
a36	Artículo 36	1	20130606	20130605	BOE-A-2013-5940	
cv	CAPÍTULO V	1	20130606	20130605	BOE-A-2013-5940	
a37	Artículo 37	2	20210429	20210428	BOE-A-2021-6872	
a38	Artículo 38	1	20130606	20130605	BOE-A-2013-5940	
a39	Artículo 39	1	20130606	20130605	BOE-A-2013-5940	
daprimera	Disposición adicional primera	1	20130606	20130605	BOE-A-2013-5940	
dasegunda	Disposición adicional segunda	5	20210711	20210710	BOE-A-2021-11472	
datercera	Disposición adicional tercera	1	20130606	20130605	BOE-A-2013-5940	
dacuaa	Disposición adicional cuarta	1	20130606	20130605	BOE-A-2013-5940	
daquinta	Disposición adicional quinta	1	20130606	20130605	BOE-A-2013-5940	
dasexta	Disposición adicional sexta	1	20130606	20130605	BOE-A-2013-5940	
daseptima	Disposición adicional séptima	1	20130606	20130605	BOE-A-2013-5940	
daoctava	Disposición adicional octava	0				NO SERVIDO POR EL BOE
danovena	Disposición adicional novena	2	20210522	20210521	BOE-A-2021-8447	
dadecima	Disposición adicional décima	5	20210711	20210710	BOE-A-2021-11472	
daundecima	Disposición adicional undécima	1	20130606	20130605	BOE-A-2013-5940	
daduodecima	Disposición adicional duodécima	2	20220709	20220708	BOE-A-2022-11311	
dadecimotercera	Disposición adicional decimotercera	1	20130606	20130605	BOE-A-2013-5940	
dadecimocuaa	Disposición adicional decimocuarta	1	20130606	20130605	BOE-A-2013-5940	
dadecimoquinta	Disposición adicional decimoquinta	1	20130606	20130605	BOE-A-2013-5940	
dadecimosexta	Disposición adicional decimosexta	1	20130606	20130605	BOE-A-2013-5940	
dadecimoseptima	Disposición adicional decimoséptima	1	20130606	20130605	BOE-A-2013-5940	
dadecimoctava	Disposición adicional decimoctava	1	20130606	20130605	BOE-A-2013-5940	
da	Disposición adicional decimonovena	1	20210429	20210428	BOE-A-2021-6872	
dtprimera	Disposición transitoria primera	1	20130606	20130605	BOE-A-2013-5940	
dtsegunda	Disposición transitoria segunda	1	20130606	20130605	BOE-A-2013-5940	
dttercera	Disposición transitoria tercera	1	20130606	20130605	BOE-A-2013-5940	
dtcuaa	Disposición transitoria cuarta	1	20130606	20130605	BOE-A-2013-5940	
dtquinta	Disposición transitoria quinta	1	20130606	20130605	BOE-A-2013-5940	
dtsexta	Disposición transitoria sexta	1	20130606	20130605	BOE-A-2013-5940	
dtseptima	Disposición transitoria séptima	1	20130606	20130605	BOE-A-2013-5940	
dtoctava	Disposición transitoria octava	1	20130606	20130605	BOE-A-2013-5940	
dtnovena	Disposición transitoria novena	1	20130606	20130605	BOE-A-2013-5940	
dtdecima	Disposición transitoria décima	1	20130606	20130605	BOE-A-2013-5940	
dt	Disposición transitoria undécima	2	20260322	20260321	BOE-A-2026-6544	
dd	Disposición derogatoria	1	20130606	20130605	BOE-A-2013-5940	
dfprimera	Disposición final primera	1	20130606	20130605	BOE-A-2013-5940	
dfsegunda	Disposición final segunda	1	20130606	20130605	BOE-A-2013-5940	
