bloque	titulo	redacciones	vigencia	publicacion	norma	aviso
preambulo		1	20110101	20101231	BOE-A-2010-20139	
preambulo-2	PREÁMBULO	1	20110101	20101231	BOE-A-2010-20139	
ti	TÍTULO I	1	20110101	20101231	BOE-A-2010-20139	
a1	Artículo 1	1	20110101	20101231	BOE-A-2010-20139	
a2	Artículo 2	1	20110101	20101231	BOE-A-2010-20139	
a3	Artículo 3	1	20110101	20101231	BOE-A-2010-20139	
a4	Artículo 4	1	20110101	20101231	BOE-A-2010-20139	
tii	TÍTULO II	1	20110101	20101231	BOE-A-2010-20139	
a5	Artículo 5	1	20110101	20101231	BOE-A-2010-20139	
a6	Artículo 6	1	20110101	20101231	BOE-A-2010-20139	
a7	Artículo 7	1	20110101	20101231	BOE-A-2010-20139	
a8	Artículo 8	1	20110101	20101231	BOE-A-2010-20139	
a9	Artículo 9	1	20110101	20101231	BOE-A-2010-20139	
a10	Artículo 10	1	20110101	20101231	BOE-A-2010-20139	
a11	Artículo 11	1	20110101	20101231	BOE-A-2010-20139	
a12	Artículo 12	1	20110101	20101231	BOE-A-2010-20139	
a13	Artículo 13	1	20110101	20101231	BOE-A-2010-20139	
a14	Artículo 14	1	20110101	20101231	BOE-A-2010-20139	
a15	Artículo 15	1	20110101	20101231	BOE-A-2010-20139	
a16	Artículo 16	1	20110101	20101231	BOE-A-2010-20139	
a17	Artículo 17	1	20110101	20101231	BOE-A-2010-20139	
a18	Artículo 18	1	20110101	20101231	BOE-A-2010-20139	
a19	Artículo 19	1	20110101	20101231	BOE-A-2010-20139	
tiii	TÍTULO III	1	20110101	20101231	BOE-A-2010-20139	
ci	CAPÍTULO I	1	20110101	20101231	BOE-A-2010-20139	
a20	Artículo 20	1	20110101	20101231	BOE-A-2010-20139	
a21	Artículo 21	1	20110101	20101231	BOE-A-2010-20139	
cii	CAPÍTULO II	1	20110101	20101231	BOE-A-2010-20139	
a22	Artículo 22	2	20131102	20131102	BOE-A-2013-11495	
a23	Artículo 23	1	20110101	20101231	BOE-A-2010-20139	
a24	Artículo 24	1	20110101	20101231	BOE-A-2010-20139	
a25	Artículo 25	1	20110101	20101231	BOE-A-2010-20139	
ciii	CAPÍTULO III	1	20110101	20101231	BOE-A-2010-20139	
a26	Artículo 26	1	20110101	20101231	BOE-A-2010-20139	
a27	Artículo 27	1	20110101	20101231	BOE-A-2010-20139	
a28	Artículo 28	1	20110101	20101231	BOE-A-2010-20139	
a29	Artículo 29	1	20110101	20101231	BOE-A-2010-20139	
a30	Artículo 30	1	20110101	20101231	BOE-A-2010-20139	
a31	Artículo 31	1	20110101	20101231	BOE-A-2010-20139	
a32	Artículo 32	1	20110101	20101231	BOE-A-2010-20139	
a33	Artículo 33	1	20110101	20101231	BOE-A-2010-20139	
civ	CAPÍTULO IV	1	20110101	20101231	BOE-A-2010-20139	
a34	Artículo 34	1	20110101	20101231	BOE-A-2010-20139	
a35	Artículo 35	1	20110101	20101231	BOE-A-2010-20139	
a36	Artículo 36	1	20110101	20101231	BOE-A-2010-20139	
tiv	TÍTULO IV	1	20110101	20101231	BOE-A-2010-20139	
ci-2	CAPÍTULO I	1	20110101	20101231	BOE-A-2010-20139	
a37	Artículo 37	1	20110101	20101231	BOE-A-2010-20139	
a38	Artículo 38	1	20110101	20101231	BOE-A-2010-20139	
a39	Artículo 39	1	20110101	20101231	BOE-A-2010-20139	
cii-2	CAPÍTULO II	1	20110101	20101231	BOE-A-2010-20139	
a40	Artículo 40	1	20110101	20101231	BOE-A-2010-20139	
a41	Artículo 41	1	20110101	20101231	BOE-A-2010-20139	
ciii-2	CAPÍTULO III	1	20110101	20101231	BOE-A-2010-20139	
a42	Artículo 42	1	20110101	20101231	BOE-A-2010-20139	
a43	Artículo 43	1	20110101	20101231	BOE-A-2010-20139	
a44	Artículo 44	1	20110101	20101231	BOE-A-2010-20139	
tv	TÍTULO V	1	20110101	20101231	BOE-A-2010-20139	
ci-3	CAPÍTULO I	1	20110101	20101231	BOE-A-2010-20139	
a45	Artículo 45	1	20110101	20101231	BOE-A-2010-20139	
