bloque	titulo	redacciones	vigencia	publicacion	norma	aviso
co		1	20161002	20151002	BOE-A-2015-10566	
preambulo		1	20161002	20151002	BOE-A-2015-10566	
tpreliminar	TÍTULO PRELIMINAR	1	20161002	20151002	BOE-A-2015-10566	
ci	CAPÍTULO I	1	20161002	20151002	BOE-A-2015-10566	
a1	Artículo 1	1	20161002	20151002	BOE-A-2015-10566	
a2	Artículo 2	1	20161002	20151002	BOE-A-2015-10566	
a3	Artículo 3	1	20161002	20151002	BOE-A-2015-10566	
a4	Artículo 4	1	20161002	20151002	BOE-A-2015-10566	
cii	CAPÍTULO II	1	20161002	20151002	BOE-A-2015-10566	
s1	Sección 1	1	20161002	20151002	BOE-A-2015-10566	
a5	Artículo 5	1	20161002	20151002	BOE-A-2015-10566	
a6	Artículo 6	1	20161002	20151002	BOE-A-2015-10566	
a7	Artículo 7	1	20161002	20151002	BOE-A-2015-10566	
s2	Sección 2	1	20161002	20151002	BOE-A-2015-10566	
a8	Artículo 8	1	20161002	20151002	BOE-A-2015-10566	
a9	Artículo 9	1	20161002	20151002	BOE-A-2015-10566	
a10	Artículo 10	1	20161002	20151002	BOE-A-2015-10566	
a11	Artículo 11	1	20161002	20151002	BOE-A-2015-10566	
a12	Artículo 12	1	20161002	20151002	BOE-A-2015-10566	
a13	Artículo 13	1	20161002	20151002	BOE-A-2015-10566	
a14	Artículo 14	1	20161002	20151002	BOE-A-2015-10566	
s3	Sección 3	1	20161002	20151002	BOE-A-2015-10566	
ss1	Subsección 1	1	20161002	20151002	BOE-A-2015-10566	
a15	Artículo 15	1	20161002	20151002	BOE-A-2015-10566	
a16	Artículo 16	1	20161002	20151002	BOE-A-2015-10566	
a17	Artículo 17	1	20161002	20151002	BOE-A-2015-10566	
a18	Artículo 18	1	20161002	20151002	BOE-A-2015-10566	
ss2	Subsección 2	1	20161002	20151002	BOE-A-2015-10566	
a19	Artículo 19	1	20161002	20151002	BOE-A-2015-10566	
a20	Artículo 20	1	20161002	20151002	BOE-A-2015-10566	
a21	Artículo 21	1	20161002	20151002	BOE-A-2015-10566	
a22	Artículo 22	1	20161002	20151002	BOE-A-2015-10566	
s4	Sección 4	1	20161002	20151002	BOE-A-2015-10566	
a23	Artículo 23	1	20161002	20151002	BOE-A-2015-10566	
a24	Artículo 24	1	20161002	20151002	BOE-A-2015-10566	
ciii	CAPÍTULO III	1	20161002	20151002	BOE-A-2015-10566	
a25	Artículo 25	1	20161002	20151002	BOE-A-2015-10566	
a26	Artículo 26	1	20161002	20151002	BOE-A-2015-10566	
a27	Artículo 27	1	20161002	20151002	BOE-A-2015-10566	
a28	Artículo 28	1	20161002	20151002	BOE-A-2015-10566	
a29	Artículo 29	1	20161002	20151002	BOE-A-2015-10566	
a30	Artículo 30	1	20161002	20151002	BOE-A-2015-10566	
a31	Artículo 31	1	20161002	20151002	BOE-A-2015-10566	
civ	CAPÍTULO IV	1	20161002	20151002	BOE-A-2015-10566	
s1-2	Sección 1	1	20161002	20151002	BOE-A-2015-10566	
a32	Artículo 32	1	20161002	20151002	BOE-A-2015-10566	
a33	Artículo 33	1	20161002	20151002	BOE-A-2015-10566	
a34	Artículo 34	1	20161002	20151002	BOE-A-2015-10566	
a35	Artículo 35	1	20161002	20151002	BOE-A-2015-10566	
s2-2	Sección 2	1	20161002	20151002	BOE-A-2015-10566	
a36	Artículo 36	1	20161002	20151002	BOE-A-2015-10566	
a37	Artículo 37	1	20161002	20151002	BOE-A-2015-10566	
cv	CAPÍTULO V	1	20161002	20151002	BOE-A-2015-10566	
a38	Artículo 38	1	20161002	20151002	BOE-A-2015-10566	
a39	Artículo 39	1	20161002	20151002	BOE-A-2015-10566	
a40	Artículo 40	1	20161002	20151002	BOE-A-2015-10566	
a41	Artículo 41	1	20161002	20151002	BOE-A-2015-10566	
a42	Artículo 42	1	20161002	20151002	BOE-A-2015-10566	
a43	Artículo 43	1	20161002	20151002	BOE-A-2015-10566	
a44	Artículo 44	1	20161002	20151002	BOE-A-2015-10566	
a45	Artículo 45	1	20161002	20151002	BOE-A-2015-10566	
a46	Artículo 46	1	20161002	20151002	BOE-A-2015-10566	
a4-2	Artículo 46 bis	1	20191106	20191105	BOE-A-2019-15790	
cvi	CAPÍTULO VI	1	20161002	20151002	BOE-A-2015-10566	
a47	Artículo 47	1	20161002	20151002	BOE-A-2015-10566	
a48	Artículo 48	2	20210101	20201231	BOE-A-2020-17340	
a49	Artículo 49	1	20161002	20151002	BOE-A-2015-10566	
a50	Artículo 50	3	20220101	20211229	BOE-A-2021-21653	
a51	Artículo 51	1	20161002	20151002	BOE-A-2015-10566	
a52	Artículo 52	2	20190115	20190115	BOE-A-2019-457	
a53	Artículo 53	1	20161002	20151002	BOE-A-2015-10566	
ti	TÍTULO I	1	20161002	20151002	BOE-A-2015-10566	
ci-2	CAPÍTULO I	1	20161002	20151002	BOE-A-2015-10566	
a54	Artículo 54	2	20240822	20240802	BOE-A-2024-15936	
a55	Artículo 55	1	20161002	20151002	BOE-A-2015-10566	
a5-2	Artículo 55 bis	1	20240822	20240802	BOE-A-2024-15936	
a56	Artículo 56	1	20161002	20151002	BOE-A-2015-10566	
cii-2	CAPÍTULO II	1	20161002	20151002	BOE-A-2015-10566	
a57	Artículo 57	1	20161002	20151002	BOE-A-2015-10566	
a58	Artículo 58	1	20161002	20151002	BOE-A-2015-10566	
a59	Artículo 59	1	20161002	20151002	BOE-A-2015-10566	
a60	Artículo 60	1	20161002	20151002	BOE-A-2015-10566	
a61	Artículo 61	1	20161002	20151002	BOE-A-2015-10566	
a62	Artículo 62	1	20161002	20151002	BOE-A-2015-10566	
a63	Artículo 63	2	20231221	20231220	BOE-A-2023-25758	
a64	Artículo 64	1	20161002	20151002	BOE-A-2015-10566	
a65	Artículo 65	1	20161002	20151002	BOE-A-2015-10566	
a66	Artículo 66	2	20231221	20231220	BOE-A-2023-25758	
a67	Artículo 67	1	20161002	20151002	BOE-A-2015-10566	
a68	Artículo 68	1	20161002	20151002	BOE-A-2015-10566	
ciii-2	CAPÍTULO III	1	20161002	20151002	BOE-A-2015-10566	
s1-3	Sección 1	1	20161002	20151002	BOE-A-2015-10566	
a69	Artículo 69	1	20161002	20151002	BOE-A-2015-10566	
a70	Artículo 70	1	20161002	20151002	BOE-A-2015-10566	
a71	Artículo 71	1	20161002	20151002	BOE-A-2015-10566	
s2-3	Sección 2	1	20161002	20151002	BOE-A-2015-10566	
a72	Artículo 72	1	20161002	20151002	BOE-A-2015-10566	
a73	Artículo 73	1	20161002	20151002	BOE-A-2015-10566	
s3-2	Sección 3	1	20161002	20151002	BOE-A-2015-10566	
a74	Artículo 74	1	20161002	20151002	BOE-A-2015-10566	
a75	Artículo 75	1	20161002	20151002	BOE-A-2015-10566	
s4-2	Sección 4	1	20161002	20151002	BOE-A-2015-10566	
a76	Artículo 76	1	20161002	20151002	BOE-A-2015-10566	
a77	Artículo 77	1	20161002	20151002	BOE-A-2015-10566	
s5	Sección 5	1	20161002	20151002	BOE-A-2015-10566	
a78	Artículo 78	1	20161002	20151002	BOE-A-2015-10566	
a79	Artículo 79	1	20161002	20151002	BOE-A-2015-10566	
civ-2	CAPÍTULO IV	1	20161002	20151002	BOE-A-2015-10566	
a80	Artículo 80	1	20161002	20151002	BOE-A-2015-10566	
tii	TÍTULO II	1	20161002	20151002	BOE-A-2015-10566	
ci-3	CAPÍTULO I	1	20161002	20151002	BOE-A-2015-10566	
a81	Artículo 81	1	20161002	20151002	BOE-A-2015-10566	
a82	Artículo 82	2	20180309	20171109	BOE-A-2017-12902	
a83	Artículo 83	1	20161002	20151002	BOE-A-2015-10566	
cii-3	CAPÍTULO II	1	20161002	20151002	BOE-A-2015-10566	
a84	Artículo 84	3	20210101	20201231	BOE-A-2020-17339	
a8-2	Artículo 84 bis	1	20240822	20240802	BOE-A-2024-15936	
a85	Artículo 85	1	20161002	20151002	BOE-A-2015-10566	
a86	Artículo 86	2	20210101	20201231	BOE-A-2020-17339	
a87	Artículo 87	2	20210101	20201231	BOE-A-2020-17339	
ciii-3	CAPÍTULO III	1	20161002	20151002	BOE-A-2015-10566	
s1-4	Sección 1	1	20161002	20151002	BOE-A-2015-10566	
a88	Artículo 88	1	20161002	20151002	BOE-A-2015-10566	
a89	Artículo 89	1	20161002	20151002	BOE-A-2015-10566	
a90	Artículo 90	1	20161002	20151002	BOE-A-2015-10566	
a91	Artículo 91	1	20161002	20151002	BOE-A-2015-10566	
a92	Artículo 92	1	20161002	20151002	BOE-A-2015-10566	
a93	Artículo 93	1	20161002	20151002	BOE-A-2015-10566	
a94	Artículo 94	1	20161002	20151002	BOE-A-2015-10566	
a95	Artículo 95	1	20161002	20151002	BOE-A-2015-10566	
a96	Artículo 96	4	20210101	20201231	BOE-A-2020-17339	
a97	Artículo 97	1	20161002	20151002	BOE-A-2015-10566	
s2-4	Sección 2	1	20161002	20151002	BOE-A-2015-10566	
a98	Artículo 98	1	20161002	20151002	BOE-A-2015-10566	
a99	Artículo 99	1	20161002	20151002	BOE-A-2015-10566	
a100	Artículo 100	1	20161002	20151002	BOE-A-2015-10566	
a101	Artículo 101	1	20161002	20151002	BOE-A-2015-10566	
a102	Artículo 102	1	20161002	20151002	BOE-A-2015-10566	
s3-3	Sección 3	1	20161002	20151002	BOE-A-2015-10566	
a103	Artículo 103	2	20210101	20201231	BOE-A-2020-17339	
a104	Artículo 104	1	20161002	20151002	BOE-A-2015-10566	
a105	Artículo 105	1	20161002	20151002	BOE-A-2015-10566	
a106	Artículo 106	2	20210101	20201231	BOE-A-2020-17339	
a107	Artículo 107	2	20210101	20201231	BOE-A-2020-17339	
a108	Artículo 108	1	20161002	20151002	BOE-A-2015-10566	
s4-3	Sección 4	1	20210101	20201231	BOE-A-2020-17339	
a1-2	Artículo 108 bis	1	20210101	20201231	BOE-A-2020-17339	
a1-3	Artículo 108 ter	1	20210101	20201231	BOE-A-2020-17339	
a1-4	Artículo 108 quater	1	20210101	20201231	BOE-A-2020-17339	
a1-5	Artículo 108 quinquies	1	20210101	20201231	BOE-A-2020-17339	
a1-6	Artículo 108 sexies	1	20210101	20201231	BOE-A-2020-17339	
civ-3	CAPÍTULO IV	1	20161002	20151002	BOE-A-2015-10566	
a109	Artículo 109	1	20161002	20151002	BOE-A-2015-10566	
a110	Artículo 110	1	20161002	20151002	BOE-A-2015-10566	
cv-2	CAPÍTULO V	1	20161002	20151002	BOE-A-2015-10566	
a111	Artículo 111	1	20161002	20151002	BOE-A-2015-10566	
a112	Artículo 112	1	20161002	20151002	BOE-A-2015-10566	
a113	Artículo 113	1	20161002	20151002	BOE-A-2015-10566	
