bloque	titulo	redacciones	vigencia	publicacion	norma	aviso
preambulo		1	20020601	20020530	BOE-A-2002-10337	
ci	CAPÍTULO I	1	20020601	20020530	BOE-A-2002-10337	
a1	Artículo 1	1	20020601	20020530	BOE-A-2002-10337	
a2	Artículo 2	1	20020601	20020530	BOE-A-2002-10337	
cii	CAPÍTULO II	1	20020601	20020530	BOE-A-2002-10337	
s1	Sección 1	1	20020601	20020530	BOE-A-2002-10337	
a3	Artículo 3	1	20020601	20020530	BOE-A-2002-10337	
a4	Artículo 4	1	20020601	20020530	BOE-A-2002-10337	
a5	Artículo 5	1	20020601	20020530	BOE-A-2002-10337	
a6	Artículo 6	1	20020601	20020530	BOE-A-2002-10337	
a7	Artículo 7	1	20020601	20020530	BOE-A-2002-10337	
a8	Artículo 8	1	20020601	20020530	BOE-A-2002-10337	
s2	Sección 2	1	20020601	20020530	BOE-A-2002-10337	
a9	Artículo 9	1	20020601	20020530	BOE-A-2002-10337	
s3	Sección 3	1	20020601	20020530	BOE-A-2002-10337	
a10	Artículo 10	1	20020601	20020530	BOE-A-2002-10337	
a11	Artículo 11	1	20020601	20020530	BOE-A-2002-10337	
a12	Artículo 12	1	20020601	20020530	BOE-A-2002-10337	
a13	Artículo 13	1	20020601	20020530	BOE-A-2002-10337	
a14	Artículo 14	1	20020601	20020530	BOE-A-2002-10337	
a15	Artículo 15	1	20020601	20020530	BOE-A-2002-10337	
a16	Artículo 16	1	20020601	20020530	BOE-A-2002-10337	
a17	Artículo 17	1	20020601	20020530	BOE-A-2002-10337	
a18	Artículo 18	1	20020601	20020530	BOE-A-2002-10337	
s4	Sección 4	1	20020601	20020530	BOE-A-2002-10337	
a19	Artículo 19	1	20020601	20020530	BOE-A-2002-10337	
ciii	CAPÍTULO III	1	20020601	20020530	BOE-A-2002-10337	
a20	Artículo 20	1	20020601	20020530	BOE-A-2002-10337	
a21	Artículo 21	1	20020601	20020530	BOE-A-2002-10337	
civ	CAPÍTULO IV	1	20020601	20020530	BOE-A-2002-10337	
s1-2	Sección 1	1	20020601	20020530	BOE-A-2002-10337	
a22	Artículo 22	1	20020601	20020530	BOE-A-2002-10337	
s2-2	Sección 2	1	20020601	20020530	BOE-A-2002-10337	
a23	Artículo 23	1	20020601	20020530	BOE-A-2002-10337	
s3-2	Sección 3	1	20020601	20020530	BOE-A-2002-10337	
a24	Artículo 24	1	20020601	20020530	BOE-A-2002-10337	
a25	Artículo 25	1	20020601	20020530	BOE-A-2002-10337	
a26	Artículo 26	10	20230101	20221224	BOE-A-2022-22128	
cv	CAPÍTULO V	1	20020601	20020530	BOE-A-2002-10337	
a27	Artículo 27	2	20140411	20140410	BOE-A-2014-3821	
a28	Artículo 28	2	20140411	20140410	BOE-A-2014-3821	
a29	Artículo 29	1	20020601	20020530	BOE-A-2002-10337	
a30	Artículo 30	1	20020601	20020530	BOE-A-2002-10337	
a31	Artículo 31	1	20020601	20020530	BOE-A-2002-10337	
a32	Artículo 32	1	20020601	20020530	BOE-A-2002-10337	
a33	Artículo 33	1	20020601	20020530	BOE-A-2002-10337	
daprimera	Disposición adicional primera	1	20020601	20020530	BOE-A-2002-10337	
dasegunda	Disposición adicional segunda	1	20020601	20020530	BOE-A-2002-10337	
datercera	Disposición adicional tercera	1	20020601	20020530	BOE-A-2002-10337	
dacuarta	Disposición adicional cuarta	1	20020601	20020530	BOE-A-2002-10337	
daquinta	Disposición adicional quinta	1	20020601	20020530	BOE-A-2002-10337	
dasexta	Disposición adicional sexta	1	20020601	20020530	BOE-A-2002-10337	
daseptima	Disposición adicional séptima	1	20020601	20020530	BOE-A-2002-10337	
daoctava	Disposición adicional octava	1	20020601	20020530	BOE-A-2002-10337	
danovena	Disposición adicional novena	1	20020601	20020530	BOE-A-2002-10337	
dadecima	Disposición adicional décima	1	20020601	20020530	BOE-A-2002-10337	
daundecima	Disposición adicional undécima	1	20020601	20020530	BOE-A-2002-10337	
daduodecima	Disposición adicional duodécima	1	20020601	20020530	BOE-A-2002-10337	
ddprimera	Disposición derogatoria primera	1	20020601	20020530	BOE-A-2002-10337	
ddsegunda	Disposición derogatoria segunda	1	20020601	20020530	BOE-A-2002-10337	
dfprimera	Disposición final primera	1	20020601	20020530	BOE-A-2002-10337	
dfsegunda	Disposición final segunda	1	20020601	20020530	BOE-A-2002-10337	
dftercera	Disposición final tercera	1	20020601	20020530	BOE-A-2002-10337	
dfcuarta	Disposición final cuarta	1	20020601	20020530	BOE-A-2002-10337	
dfquinta	Disposición final quinta	1	20020601	20020530	BOE-A-2002-10337	
dfsexta	Disposición final sexta	1	20020601	20020530	BOE-A-2002-10337	
firma		1	20020601	20020530	BOE-A-2002-10337	
ani	ANEXO I	1	20020601	20020530	BOE-A-2002-10337	
anii	ANEXO II	2	20051223	20051203	BOE-A-2005-19988	
aniii	ANEXO III	1	20020601	20020530	BOE-A-2002-10337	
aniv	ANEXO IV	1	20020601	20020530	BOE-A-2002-10337	
informacionrelacionada	[Información relacionada]	1	20020601	20020530	BOE-A-2002-10337	
