bloque	titulo	redacciones	vigencia	publicacion	norma	aviso
preambulo		1	19840823	19840803	BOE-A-1984-17387	
pr		1	19840823	19840803	BOE-A-1984-17387	
auno	Artículo uno	4	20050128	20041229	BOE-A-2004-21760	
ados	Artículo dos	1	19840823	19840803	BOE-A-1984-17387	
ci	CAPÍTULO I	1	19840823	19840803	BOE-A-1984-17387	
atres	Artículo tres	3	20151101	20151031	BOE-A-2015-11719	
acuatro	Artículo cuatro	1	19840823	19840803	BOE-A-1984-17387	
acinco	Artículo cinco	1	19840823	19840803	BOE-A-1984-17387	
aseis	Artículo seis	3	20151101	20151031	BOE-A-2015-11719	
asiete	Artículo siete	3	20151101	20151031	BOE-A-2015-11719	
aocho	Artículo ocho	3	20151101	20151031	BOE-A-2015-11719	
anueve	Artículo nueve	1	19840823	19840803	BOE-A-1984-17387	
adiez	Artículo diez	1	19840823	19840803	BOE-A-1984-17387	
cii	CAPÍTULO II	1	19840823	19840803	BOE-A-1984-17387	
aonce	Artículo once	3	20151101	20151031	BOE-A-2015-11719	
adoce	Artículo doce	3	20151101	20151031	BOE-A-2015-11719	
ciii	CAPÍTULO III	1	19840823	19840803	BOE-A-1984-17387	
atrece	Artículo trece	3	20151101	20151031	BOE-A-2015-11719	
acatorce	Artículo catorce	3	20151101	20151031	BOE-A-2015-11719	
aquince	Artículo quince	5	20040101	20031231	BOE-A-2003-23936	
adieciseis	Artículo dieciséis	4	20151101	20151031	BOE-A-2015-11719	
adiecisiete	Artículo diecisiete	5	20151101	20151031	BOE-A-2015-11719	
adieciocho	Artículo dieciocho	7	20151101	20151031	BOE-A-2015-11719	
civ	CAPÍTULO IV	1	19840823	19840803	BOE-A-1984-17387	
adiecinueve	Artículo diecinueve	3	20151101	20151031	BOE-A-2015-11719	
aveinte	Artículo veinte	9	20151101	20151031	BOE-A-2015-11719	
aveintiuno	Artículo veintiuno	5	20151101	20151031	BOE-A-2015-11719	
aveintidos	Artículo veintidós	9	20151101	20151031	BOE-A-2015-11719	
cv	CAPÍTULO V	1	19840823	19840803	BOE-A-1984-17387	
aveintitres	Artículo veintitrés	4	20151101	20151031	BOE-A-2015-11719	
aveinticuatro	Artículo veinticuatro	6	20160101	20151030	BOE-A-2015-11644	POSIBLE REFORMA CRUZADA
cvi	CAPÍTULO VI	1	19840823	19840803	BOE-A-1984-17387	
aveinticinco	Artículo veinticinco	3	20151101	20151031	BOE-A-2015-11719	
aveintiseis	Artículo veintiséis	3	20151101	20151031	BOE-A-2015-11719	
aveintisiete	Artículo veintisiete	3	19880730	19880729	BOE-A-1988-18763	
aveintiocho	Artículo veintiocho	1	19840823	19840803	BOE-A-1984-17387	
cvii	CAPÍTULO VII	1	19840823	19840803	BOE-A-1984-17387	
aveintinueve	Artículo veintinueve	19	20151101	20151031	BOE-A-2015-11644	
aveintinuevebis	Artículo veintinueve bis	2	19940101	19931231	BOE-A-1993-31153	
atreinta	Artículo treinta	16	20170101	20091007	BOE-A-2009-15958	POSIBLE REFORMA CRUZADA
atreintayuno	Artículo treinta y uno	6	20151101	20151031	BOE-A-2015-11719	
atreintaydos	Artículo treinta y dos	6	20151101	20151031	BOE-A-2015-11719	
atreintaytres	Artículo treinta y tres	4	20151101	20151031	BOE-A-2015-11719	
atreintaycuatro	Artículo treinta y cuatro	1	19940101	19931231	BOE-A-1993-31153	
daprimera	Disposición adicional primera	1	19840823	19840803	BOE-A-1984-17387	
dasegunda	Disposición adicional segunda	1	19840823	19840803	BOE-A-1984-17387	
datercera	Disposición adicional tercera	5	20151101	20151031	BOE-A-2015-11644	
dacuarta	Disposición adicional cuarta	3	20151101	20151031	BOE-A-2015-11719	
daquinta	Disposición adicional quinta	1	19840823	19840803	BOE-A-1984-17387	
dasexta	Disposición adicional sexta	1	19840823	19840803	BOE-A-1984-17387	
daseptima	Disposición adicional séptima	1	19840823	19840803	BOE-A-1984-17387	
daoctava	Disposición adicional octava	1	19840823	19840803	BOE-A-1984-17387	
danovena	Disposición adicional novena	4	20040101	20031231	BOE-A-2003-23936	
dadecima	Disposición adicional décima	1	19840823	19840803	BOE-A-1984-17387	
dadecimoprimera	Disposición adicional decimoprimera	1	19840823	19840803	BOE-A-1984-17387	
dadecimosegunda	Disposición adicional decimosegunda	3	20151101	20151031	BOE-A-2015-11644	
dadecimotercera	Disposición adicional decimotercera	1	19840823	19840803	BOE-A-1984-17387	
dadecimocuarta	Disposición adicional decimocuarta	1	19840823	19840803	BOE-A-1984-17387	
dadecimoquinta	Disposición adicional decimoquinta	9	20151101	20151031	BOE-A-2015-11644	
dadecimosexta	Disposición adicional decimosexta	4	20141228	20141227	BOE-A-2014-13517	
dadecimoseptima	Disposición adicional decimoséptima	1	19880730	19880729	BOE-A-1988-18763	
dadecimoctava	Disposición adicional decimoctava	1	19880730	19880729	BOE-A-1988-18763	
dadecimonovena	Disposición adicional decimonovena	2	20031212	20031211	BOE-A-2003-22717	
davigesima	Disposición adicional vigésima	2	20020113	20011224	BOE-A-2001-24515	
davigesimaprimera	Disposición adicional vigésimaprimera	1	19940101	19931231	BOE-A-1993-31153	
davigesimasegunda	Disposición adicional vigésimasegunda	1	19950101	19941231	BOE-A-1994-28968	
davigesimatercera	Disposición adicional vigésimatercera	1	19950101	19941231	BOE-A-1994-28968	
davigesimacuarta	Disposición adicional vigésimacuarta	1	19980101	19971231	BOE-A-1997-28053	
davigesimaquinta	Disposición adicional vigésimaquinta	1	20030101	20021231	BOE-A-2002-25412	
davigesimasexta	Disposición adicional vigésimasexta	1	20050117	20041228	BOE-A-2004-21688	
dtprimera	Disposición transitoria primera	1	19840823	19840803	BOE-A-1984-17387	
dtsegunda	Disposición transitoria segunda	3	20151101	20151031	BOE-A-2015-11644	
dttercera	Disposición transitoria tercera	1	19840823	19840803	BOE-A-1984-17387	
dtcuarta	Disposición transitoria cuarta	1	19840823	19840803	BOE-A-1984-17387	
dtquinta	Disposición transitoria quinta	1	19840823	19840803	BOE-A-1984-17387	
dtsexta	Disposición transitoria sexta	1	19840823	19840803	BOE-A-1984-17387	
dtseptima	Disposición transitoria séptima	1	19840823	19840803	BOE-A-1984-17387	
dtoctava	Disposición transitoria octava	3	20151101	20151031	BOE-A-2015-11644	
dtnovena	Disposición transitoria novena	3	20151101	20151031	BOE-A-2015-11644	
dtdecima	Disposición transitoria décima	1	19840823	19840803	BOE-A-1984-17387	
dtdecimoprimera	Disposición transitoria decimoprimera	1	19840823	19840803	BOE-A-1984-17387	
dtdecimosegunda	Disposición transitoria decimosegunda	1	19840823	19840803	BOE-A-1984-17387	
dtdecimotercera	Disposición transitoria decimotercera	1	19840823	19840803	BOE-A-1984-17387	
dtdecimocuarta	Disposición transitoria decimocuarta	1	19840823	19840803	BOE-A-1984-17387	
dtdecimoquinta	Disposición transitoria decimoquinta	2	19970101	19961231	BOE-A-1996-29117	
dfprimera	Disposición final primera	1	19840823	19840803	BOE-A-1984-17387	
dfsegunda	Disposición final segunda	1	19840823	19840803	BOE-A-1984-17387	
dd	Disposición derogatoria	1	19840823	19840803	BOE-A-1984-17387	
firma		1	19840823	19840803	BOE-A-1984-17387	
