bloque	titulo	redacciones	vigencia	publicacion	norma	aviso
no		1	20050904	20050903	BOE-A-2005-14836	
preambulo		1	20050904	20050903	BOE-A-2005-14836	
ci	CAPÍTULO I	1	20050904	20050903	BOE-A-2005-14836	
a1	Artículo 1	1	20050904	20050903	BOE-A-2005-14836	
a2	Artículo 2	1	20050904	20050903	BOE-A-2005-14836	
a3	Artículo 3	1	20050904	20050903	BOE-A-2005-14836	
a4	Artículo 4	1	20050904	20050903	BOE-A-2005-14836	
cii	CAPÍTULO II	1	20050904	20050903	BOE-A-2005-14836	
a5	Artículo 5	1	20050904	20050903	BOE-A-2005-14836	
a6	Artículo 6	1	20050904	20050903	BOE-A-2005-14836	
a7	Artículo 7	1	20050904	20050903	BOE-A-2005-14836	
ciii	CAPÍTULO III	1	20050904	20050903	BOE-A-2005-14836	
a8	Artículo 8	1	20050904	20050903	BOE-A-2005-14836	
a9	Artículo 9	1	20050904	20050903	BOE-A-2005-14836	
a10	Artículo 10	1	20050904	20050903	BOE-A-2005-14836	
a11	Artículo 11	1	20050904	20050903	BOE-A-2005-14836	
a12	Artículo 12	1	20050904	20050903	BOE-A-2005-14836	
a13	Artículo 13	1	20050904	20050903	BOE-A-2005-14836	
civ	CAPÍTULO IV	1	20050904	20050903	BOE-A-2005-14836	
a14	Artículo 14	1	20050904	20050903	BOE-A-2005-14836	
a15	Artículo 15	1	20050904	20050903	BOE-A-2005-14836	
a16	Artículo 16	1	20050904	20050903	BOE-A-2005-14836	
a17	Artículo 17	1	20050904	20050903	BOE-A-2005-14836	
a18	Artículo 18	1	20050904	20050903	BOE-A-2005-14836	
a19	Artículo 19	1	20050904	20050903	BOE-A-2005-14836	
cv	CAPÍTULO V	1	20050904	20050903	BOE-A-2005-14836	
a20	Artículo 20	1	20050904	20050903	BOE-A-2005-14836	
a21	Artículo 21	1	20050904	20050903	BOE-A-2005-14836	
cvi	CAPÍTULO VI	1	20050904	20050903	BOE-A-2005-14836	
a22	Artículo 22	1	20050904	20050903	BOE-A-2005-14836	
a23	Artículo 23	1	20050904	20050903	BOE-A-2005-14836	
a24	Artículo 24	1	20050904	20050903	BOE-A-2005-14836	
a25	Artículo 25	1	20050904	20050903	BOE-A-2005-14836	
cvii	CAPÍTULO VII	1	20050904	20050903	BOE-A-2005-14836	
a26	Artículo 26	1	20050904	20050903	BOE-A-2005-14836	
a27	Artículo 27	1	20050904	20050903	BOE-A-2005-14836	
a28	Artículo 28	1	20050904	20050903	BOE-A-2005-14836	
cviii	CAPÍTULO VIII	1	20050904	20050903	BOE-A-2005-14836	
a29	Artículo 29	1	20050904	20050903	BOE-A-2005-14836	
a30	Artículo 30	3	20090630	20090630	BOE-A-2009-10759	
cix	CAPÍTULO IX	1	20050904	20050903	BOE-A-2005-14836	
a31	Artículo 31	1	20050904	20050903	BOE-A-2005-14836	
daprimera	Disposición adicional primera	1	20050904	20050903	BOE-A-2005-14836	
dasegunda	Disposición adicional segunda	1	20050904	20050903	BOE-A-2005-14836	
datercera	Disposición adicional tercera	1	20050904	20050903	BOE-A-2005-14836	
dacuaa	Disposición adicional cuarta	1	20050904	20050903	BOE-A-2005-14836	
daquinta	Disposición adicional quinta	1	20050904	20050903	BOE-A-2005-14836	
dtunica	Disposición transitoria única	1	20050904	20050903	BOE-A-2005-14836	
ddunica	Disposición derogatoria única	1	20050904	20050903	BOE-A-2005-14836	
dfprimera	Disposición final primera	1	20050904	20050903	BOE-A-2005-14836	
dfsegunda	Disposición final segunda	1	20050904	20050903	BOE-A-2005-14836	
firma		1	20050904	20050903	BOE-A-2005-14836	
