bloque	titulo	redacciones	vigencia	publicacion	norma	aviso
preambulo		1	20070324	20070323	BOE-A-2007-6115	
tpreliminar	TÍTULO PRELIMINAR	1	20070324	20070323	BOE-A-2007-6115	
a1	Artículo 1	1	20070324	20070323	BOE-A-2007-6115	
a2	Artículo 2	1	20070324	20070323	BOE-A-2007-6115	
ti	TÍTULO I	1	20070324	20070323	BOE-A-2007-6115	
a3	Artículo 3	1	20070324	20070323	BOE-A-2007-6115	
a4	Artículo 4	1	20070324	20070323	BOE-A-2007-6115	
a5	Artículo 5	1	20070324	20070323	BOE-A-2007-6115	
a6	Artículo 6	1	20070324	20070323	BOE-A-2007-6115	
a7	Artículo 7	1	20070324	20070323	BOE-A-2007-6115	
a8	Artículo 8	1	20070324	20070323	BOE-A-2007-6115	
a9	Artículo 9	1	20070324	20070323	BOE-A-2007-6115	
a10	Artículo 10	1	20070324	20070323	BOE-A-2007-6115	
a11	Artículo 11	1	20070324	20070323	BOE-A-2007-6115	
a12	Artículo 12	1	20070324	20070323	BOE-A-2007-6115	
a13	Artículo 13	1	20070324	20070323	BOE-A-2007-6115	
tii	TÍTULO II	1	20070324	20070323	BOE-A-2007-6115	
ci	CAPÍTULO I	1	20070324	20070323	BOE-A-2007-6115	
a14	Artículo 14	1	20070324	20070323	BOE-A-2007-6115	
a15	Artículo 15	1	20070324	20070323	BOE-A-2007-6115	
a16	Artículo 16	1	20070324	20070323	BOE-A-2007-6115	
a17	Artículo 17	1	20070324	20070323	BOE-A-2007-6115	
a18	Artículo 18	1	20070324	20070323	BOE-A-2007-6115	
a19	Artículo 19	1	20070324	20070323	BOE-A-2007-6115	
a20	Artículo 20	1	20070324	20070323	BOE-A-2007-6115	
a21	Artículo 21	1	20070324	20070323	BOE-A-2007-6115	
a22	Artículo 22	1	20070324	20070323	BOE-A-2007-6115	
cii	CAPÍTULO II	1	20070324	20070323	BOE-A-2007-6115	
a23	Artículo 23	1	20070324	20070323	BOE-A-2007-6115	
a24	Artículo 24	1	20070324	20070323	BOE-A-2007-6115	
a25	Artículo 25	1	20070324	20070323	BOE-A-2007-6115	
a26	Artículo 26	1	20070324	20070323	BOE-A-2007-6115	
a27	Artículo 27	1	20070324	20070323	BOE-A-2007-6115	
a28	Artículo 28	1	20070324	20070323	BOE-A-2007-6115	
a29	Artículo 29	1	20070324	20070323	BOE-A-2007-6115	
a30	Artículo 30	1	20070324	20070323	BOE-A-2007-6115	
a31	Artículo 31	1	20070324	20070323	BOE-A-2007-6115	
a32	Artículo 32	1	20070324	20070323	BOE-A-2007-6115	
a33	Artículo 33	1	20070324	20070323	BOE-A-2007-6115	
a34	Artículo 34	1	20070324	20070323	BOE-A-2007-6115	
a35	Artículo 35	1	20070324	20070323	BOE-A-2007-6115	
tiii	TÍTULO III	1	20070324	20070323	BOE-A-2007-6115	
a36	Artículo 36	1	20070324	20070323	BOE-A-2007-6115	
a37	Artículo 37	2	20221007	20220907	BOE-A-2022-14630	
a38	Artículo 38	2	20221007	20220907	BOE-A-2022-14630	
a39	Artículo 39	1	20070324	20070323	BOE-A-2007-6115	
a40	Artículo 40	1	20070324	20070323	BOE-A-2007-6115	
a41	Artículo 41	1	20070324	20070323	BOE-A-2007-6115	
tiv	TÍTULO IV	1	20070324	20070323	BOE-A-2007-6115	
ci-2	CAPÍTULO I	1	20070324	20070323	BOE-A-2007-6115	
a42	Artículo 42	1	20070324	20070323	BOE-A-2007-6115	
a43	Artículo 43	1	20070324	20070323	BOE-A-2007-6115	
cii-2	CAPÍTULO II	1	20070324	20070323	BOE-A-2007-6115	
a44	Artículo 44	1	20070324	20070323	BOE-A-2007-6115	
ciii	CAPÍTULO III	1	20070324	20070323	BOE-A-2007-6115	
a45	Artículo 45	2	20190308	20190307	BOE-A-2019-3244	
a46	Artículo 46	2	20190308	20190307	BOE-A-2019-3244	
a47	Artículo 47	1	20070324	20070323	BOE-A-2007-6115	
a48	Artículo 48	2	20221007	20220907	BOE-A-2022-14630	
a49	Artículo 49	1	20070324	20070323	BOE-A-2007-6115	
civ	CAPÍTULO IV	1	20070324	20070323	BOE-A-2007-6115	
a50	Artículo 50	1	20070324	20070323	BOE-A-2007-6115	
tv	TÍTULO V	1	20070324	20070323	BOE-A-2007-6115	
ci-3	CAPÍTULO I	1	20070324	20070323	BOE-A-2007-6115	
a51	Artículo 51	1	20070324	20070323	BOE-A-2007-6115	
cii-3	CAPÍTULO II	1	20070324	20070323	BOE-A-2007-6115	
a52	Artículo 52	1	20070324	20070323	BOE-A-2007-6115	
a53	Artículo 53	1	20070324	20070323	BOE-A-2007-6115	
a54	Artículo 54	1	20070324	20070323	BOE-A-2007-6115	
ciii-2	CAPÍTULO III	1	20070324	20070323	BOE-A-2007-6115	
a55	Artículo 55	1	20070324	20070323	BOE-A-2007-6115	
a56	Artículo 56	1	20070324	20070323	BOE-A-2007-6115	
a57	Artículo 57	1	20070324	20070323	BOE-A-2007-6115	
a58	Artículo 58	1	20070324	20070323	BOE-A-2007-6115	
a59	Artículo 59	1	20070324	20070323	BOE-A-2007-6115	
a60	Artículo 60	1	20070324	20070323	BOE-A-2007-6115	
a61	Artículo 61	1	20070324	20070323	BOE-A-2007-6115	
a62	Artículo 62	1	20070324	20070323	BOE-A-2007-6115	
a63	Artículo 63	1	20070324	20070323	BOE-A-2007-6115	
a64	Artículo 64	1	20070324	20070323	BOE-A-2007-6115	
civ-2	CAPÍTULO IV	1	20070324	20070323	BOE-A-2007-6115	
a65	Artículo 65	1	20070324	20070323	BOE-A-2007-6115	
a66	Artículo 66	2	20221007	20220907	BOE-A-2022-14630	
cv	CAPÍTULO V	1	20070324	20070323	BOE-A-2007-6115	
a67	Artículo 67	1	20070324	20070323	BOE-A-2007-6115	
a68	Artículo 68	2	20221007	20220907	BOE-A-2022-14630	
tvi	TÍTULO VI	1	20070324	20070323	BOE-A-2007-6115	
a69	Artículo 69	1	20070324	20070323	BOE-A-2007-6115	
a70	Artículo 70	1	20070324	20070323	BOE-A-2007-6115	
a71	Artículo 71	2	20130728	20130727	BOE-A-2013-8187	
a72	Artículo 72	1	20070324	20070323	BOE-A-2007-6115	
