bloque	titulo	redacciones	vigencia	publicacion	norma	aviso
preambulo		1	19870610	19870521	BOE-A-1987-12158	
cprimero	CAPÍTULO I	1	19870610	19870521	BOE-A-1987-12158	
a1	Art 1	1	19870610	19870521	BOE-A-1987-12158	
a2	Art 2	2	19890625	19890624	BOE-A-1989-14441	
a3	Art 3	1	19870610	19870521	BOE-A-1987-12158	
a4	Art 4	1	19870610	19870521	BOE-A-1987-12158	
a5	Art 5	1	19870610	19870521	BOE-A-1987-12158	
cii	CAPÍTULO II	1	19870610	19870521	BOE-A-1987-12158	
a6	Art 6	1	19870610	19870521	BOE-A-1987-12158	
a7	Art 7	1	19870610	19870521	BOE-A-1987-12158	
ciii	CAPÍTULO III	1	19870610	19870521	BOE-A-1987-12158	
a8	Art 8	1	19870610	19870521	BOE-A-1987-12158	
a9	Art 9	1	19870610	19870521	BOE-A-1987-12158	
a10	Art 10	1	19870610	19870521	BOE-A-1987-12158	
a11	Art 11	2	19890625	19890624	BOE-A-1989-14441	
a12	Art 12	1	19870610	19870521	BOE-A-1987-12158	
dt	Disposición transitoria	1	19870610	19870521	BOE-A-1987-12158	
df	Disposición final	1	19870610	19870521	BOE-A-1987-12158	
dd	Disposición derogatoria	1	19870610	19870521	BOE-A-1987-12158	
firma		1	19870610	19870521	BOE-A-1987-12158	
