bloque	titulo	redacciones	vigencia	publicacion	norma	aviso
preambulo		1	19850124	19850104	BOE-A-1985-151	
ci	CAPÍTULO I	1	19850124	19850104	BOE-A-1985-151	
aprimero	Artículo primero	1	19850124	19850104	BOE-A-1985-151	
cii	CAPÍTULO II	1	19850124	19850104	BOE-A-1985-151	
asegundo	Artículo segundo	2	20070513	20070413	BOE-A-2007-7788	
ciii	CAPÍTULO III	1	19850124	19850104	BOE-A-1985-151	
atercero	Artículo tercero	1	19850124	19850104	BOE-A-1985-151	
acuarto	Artículo cuarto	5	20240628	20240608	BOE-A-2024-11613	
aquinto	Artículo quinto	2	20010101	20001230	BOE-A-2000-24357	
asexto	Artículo sexto	2	20111202	20110602	BOE-A-2011-9617	
aseptimo	Artículo séptimo	2	19940901	19940629	BOE-A-1994-14960	
aoctavo	Artículo octavo	1	19850124	19850104	BOE-A-1985-151	
anoveno	Artículo noveno	1	19850124	19850104	BOE-A-1985-151	
adiez	Artículo diez	1	19850124	19850104	BOE-A-1985-151	
civ	CAPÍTULO IV	1	19850124	19850104	BOE-A-1985-151	
aonce	Artículo once	1	19850124	19850104	BOE-A-1985-151	
adoce	Artículo doce	2	20070503	20070413	BOE-A-2007-7786	
atrece	Artículo trece	1	19850124	19850104	BOE-A-1985-151	
acatorce	Artículo catorce	1	19850124	19850104	BOE-A-1985-151	
aquince	Artículo quince	1	19850124	19850104	BOE-A-1985-151	
cv	CAPÍTULO V	1	19850124	19850104	BOE-A-1985-151	
adieciseis	Artículo dieciséis	4	20151101	20151031	BOE-A-2015-11719	
adiecisiete	Artículo diecisiete	1	19850124	19850104	BOE-A-1985-151	
adieciocho	Artículo dieciocho	1	19850124	19850104	BOE-A-1985-151	
adiecinueve	Artículo diecinueve	1	19850124	19850104	BOE-A-1985-151	
aveinte	Artículo veinte	1	19850124	19850104	BOE-A-1985-151	
primera	Disposición adicional primera	1	19850124	19850104	BOE-A-1985-151	
segunda	Disposición adicional segunda	1	19850124	19850104	BOE-A-1985-151	
tercera	Disposición adicional tercera	1	19850124	19850104	BOE-A-1985-151	
cuarta	Disposición adicional cuarta	1	19850124	19850104	BOE-A-1985-151	
quinta	Disposición adicional quinta	1	19850124	19850104	BOE-A-1985-151	
sexta	Disposición adicional sexta	1	19850124	19850104	BOE-A-1985-151	
septima	Disposición adicional séptima	1	19850124	19850104	BOE-A-1985-151	
octava	Disposición adicional octava	1	19850124	19850104	BOE-A-1985-151	
novena	Disposición adicional novena	1	19850124	19850104	BOE-A-1985-151	
primera-2	Disposición transitoria primera	1	19850124	19850104	BOE-A-1985-151	
segunda-2	Disposición transitoria segunda	2	19861020	19860930	BOE-A-1986-25803	
tercera-2	Disposición transitoria tercera	1	19850124	19850104	BOE-A-1985-151	
cuarta-2	Disposición transitoria cuarta	1	19850124	19850104	BOE-A-1985-151	
quinta-2	Disposición transitoria quinta	1	19850124	19850104	BOE-A-1985-151	
sexta-2	Disposición transitoria sexta	1	19850124	19850104	BOE-A-1985-151	
septima-2	Disposición transitoria séptima	2	19921122	19921121	BOE-A-1992-25817	
octava-2	Disposición transitoria octava	1	19850124	19850104	BOE-A-1985-151	
novena-2	Disposición transitoria novena	2	20080101	20071205	BOE-A-2007-20910	
dt	Disposición transitoria décima	1	20240628	20240608	BOE-A-2024-11613	
primera-3	Disposición final primera	1	19850124	19850104	BOE-A-1985-151	
segunda-3	Disposición final segunda	1	19850124	19850104	BOE-A-1985-151	
tercera-3	Disposición final tercera	1	19850124	19850104	BOE-A-1985-151	
dd	Disposición derogatoria	1	19850124	19850104	BOE-A-1985-151	
firma		1	19850124	19850104	BOE-A-1985-151	
