bloque	titulo	redacciones	vigencia	publicacion	norma	aviso
preambulo		1	20040218	20031118	BOE-A-2003-20977	
tpreliminar	TÍTULO PRELIMINAR	1	20040218	20031118	BOE-A-2003-20977	
ci	CAPÍTULO I	1	20040218	20031118	BOE-A-2003-20977	
a1	Artículo 1	1	20040218	20031118	BOE-A-2003-20977	
a2	Artículo 2	4	20240822	20240802	BOE-A-2024-15936	
a3	Artículo 3	2	20130702	20130702	BOE-A-2013-7211	
a4	Artículo 4	1	20040218	20031118	BOE-A-2003-20977	
a5	Artículo 5	1	20040218	20031118	BOE-A-2003-20977	
a6	Artículo 6	1	20040218	20031118	BOE-A-2003-20977	
a7	Artículo 7	4	20160520	20160520	BOE-A-2016-4854	
cii	CAPÍTULO II	1	20040218	20031118	BOE-A-2003-20977	
a8	Artículo 8	2	20230101	20221224	BOE-A-2022-22128	
a9	Artículo 9	1	20040218	20031118	BOE-A-2003-20977	
a10	Artículo 10	3	20210101	20201231	BOE-A-2020-17339	
a11	Artículo 11	1	20040218	20031118	BOE-A-2003-20977	
a12	Artículo 12	2	20130702	20130702	BOE-A-2013-7206	
a13	Artículo 13	7	20230630	20230629	BOE-A-2023-15135	
a14	Artículo 14	1	20040218	20031118	BOE-A-2003-20977	
a15	Artículo 15	2	20130702	20130702	BOE-A-2013-7206	
a16	Artículo 16	3	20140108	20140108	BOE-A-2014-223	
a17	Artículo 17	3	20180522	20180522	BOE-A-2018-6825	
a18	Artículo 18	2	20141217	20140917	BOE-A-2014-9467	
a19	Artículo 19	1	20040218	20031118	BOE-A-2003-20977	
a20	Artículo 20	4	20230101	20221224	BOE-A-2022-22128	
a21	Artículo 21	1	20040218	20031118	BOE-A-2003-20977	
ti	TÍTULO I	1	20040218	20031118	BOE-A-2003-20977	
ci-2	CAPÍTULO I	1	20040218	20031118	BOE-A-2003-20977	
a22	Artículo 22	2	20130101	20121228	BOE-A-2012-15651	
cii-2	CAPÍTULO II	1	20040218	20031118	BOE-A-2003-20977	
a23	Artículo 23	2	20141217	20140917	BOE-A-2014-9467	
a24	Artículo 24	1	20040218	20031118	BOE-A-2003-20977	
a25	Artículo 25	1	20040218	20031118	BOE-A-2003-20977	
a26	Artículo 26	1	20040218	20031118	BOE-A-2003-20977	
a27	Artículo 27	1	20040218	20031118	BOE-A-2003-20977	
ciii	CAPÍTULO III	1	20040218	20031118	BOE-A-2003-20977	
a28	Artículo 28	1	20040218	20031118	BOE-A-2003-20977	
civ	CAPÍTULO IV	1	20040218	20031118	BOE-A-2003-20977	
a29	Artículo 29	2	20170629	20170628	BOE-A-2017-7387	
a30	Artículo 30	1	20040218	20031118	BOE-A-2003-20977	
a31	Artículo 31	5	20221019	20220929	BOE-A-2022-15818	
a32	Artículo 32	1	20040218	20031118	BOE-A-2003-20977	
a33	Artículo 33	1	20040218	20031118	BOE-A-2003-20977	
cv	CAPÍTULO V	1	20040218	20031118	BOE-A-2003-20977	
a34	Artículo 34	2	20100414	20100413	BOE-A-2010-5879	
a35	Artículo 35	1	20040218	20031118	BOE-A-2003-20977	
tii	TÍTULO II	1	20040218	20031118	BOE-A-2003-20977	
ci-3	CAPÍTULO I	1	20040218	20031118	BOE-A-2003-20977	
a36	Artículo 36	1	20040218	20031118	BOE-A-2003-20977	
a37	Artículo 37	2	20170629	20170628	BOE-A-2017-7387	
a38	Artículo 38	4	20230101	20221224	BOE-A-2022-22128	
a39	Artículo 39	1	20040218	20031118	BOE-A-2003-20977	
a40	Artículo 40	1	20040218	20031118	BOE-A-2003-20977	
cii-3	CAPÍTULO II	1	20040218	20031118	BOE-A-2003-20977	
a41	Artículo 41	1	20040218	20031118	BOE-A-2003-20977	
a42	Artículo 42	1	20040218	20031118	BOE-A-2003-20977	
a43	Artículo 43	1	20040218	20031118	BOE-A-2003-20977	
tiii	TÍTULO III	1	20040218	20031118	BOE-A-2003-20977	
a44	Artículo 44	1	20040218	20031118	BOE-A-2003-20977	
a45	Artículo 45	3	20230102	20221224	BOE-A-2022-22127	
a46	Artículo 46	1	20040218	20031118	BOE-A-2003-20977	
a47	Artículo 47	2	20141217	20140917	BOE-A-2014-9467	
a48	Artículo 48	1	20040218	20031118	BOE-A-2003-20977	
a49	Artículo 49	3	20220101	20211229	BOE-A-2021-21653	
a50	Artículo 50	1	20040218	20031118	BOE-A-2003-20977	
a51	Artículo 51	3	20220101	20211229	BOE-A-2021-21653	
tiv	TÍTULO IV	1	20040218	20031118	BOE-A-2003-20977	
ci-4	CAPÍTULO I	1	20040218	20031118	BOE-A-2003-20977	
a52	Artículo 52	1	20040218	20031118	BOE-A-2003-20977	
a53	Artículo 53	1	20040218	20031118	BOE-A-2003-20977	
a54	Artículo 54	1	20040218	20031118	BOE-A-2003-20977	
a55	Artículo 55	1	20040218	20031118	BOE-A-2003-20977	
a56	Artículo 56	1	20040218	20031118	BOE-A-2003-20977	
a57	Artículo 57	2	20141217	20140917	BOE-A-2014-9467	
a58	Artículo 58	1	20040218	20031118	BOE-A-2003-20977	
cii-4	CAPÍTULO II	1	20040218	20031118	BOE-A-2003-20977	
a59	Artículo 59	1	20040218	20031118	BOE-A-2003-20977	
a60	Artículo 60	1	20040218	20031118	BOE-A-2003-20977	
a61	Artículo 61	1	20040218	20031118	BOE-A-2003-20977	
a62	Artículo 62	3	20180522	20180522	BOE-A-2018-6825	
a63	Artículo 63	2	20141217	20140917	BOE-A-2014-9467	
a64	Artículo 64	1	20040218	20031118	BOE-A-2003-20977	
a65	Artículo 65	1	20040218	20031118	BOE-A-2003-20977	
a66	Artículo 66	3	20180522	20180522	BOE-A-2018-6825	
a67	Artículo 67	1	20040218	20031118	BOE-A-2003-20977	
a68	Artículo 68	1	20040218	20031118	BOE-A-2003-20977	
a69	Artículo 69	1	20040218	20031118	BOE-A-2003-20977	
daprimera	Disposición adicional primera	1	20040218	20031118	BOE-A-2003-20977	
dasegunda	Disposición adicional segunda	2	20230102	20221224	BOE-A-2022-22127	
datercera	Disposición adicional tercera	1	20040218	20031118	BOE-A-2003-20977	
dacuarta	Disposición adicional cuarta	1	20040218	20031118	BOE-A-2003-20977	
daquinta	Disposición adicional quinta	1	20040218	20031118	BOE-A-2003-20977	
dasexta	Disposición adicional sexta	1	20040218	20031118	BOE-A-2003-20977	
daseptima	Disposición adicional séptima	1	20040218	20031118	BOE-A-2003-20977	
daoctava	Disposición adicional octava	2	20051120	20051119	BOE-A-2005-19005	
danovena	Disposición adicional novena	1	20040218	20031118	BOE-A-2003-20977	
dadecima	Disposición adicional décima	1	20040218	20031118	BOE-A-2003-20977	
daundecima	Disposición adicional undécima	1	20040218	20031118	BOE-A-2003-20977	
daduodecima	Disposición adicional duodécima	1	20040218	20031118	BOE-A-2003-20977	
dadecimotercera	Disposición adicional decimotercera	1	20040218	20031118	BOE-A-2003-20977	
dadecimocuarta	Disposición adicional decimocuarta	1	20040218	20031118	BOE-A-2003-20977	
dadecimoquinta	Disposición adicional decimoquinta	1	20040218	20031118	BOE-A-2003-20977	
dadecimosexta	Disposición adicional decimosexta	3	20230101	20221224	BOE-A-2022-22128	
dadecimoseptima	Disposición adicional decimoséptima	1	20040218	20031118	BOE-A-2003-20977	
dadecimoctava	Disposición adicional decimoctava	2	20230222	20230221	BOE-A-2023-4512	
dadecimonovena	Disposición adicional decimonovena	1	20040218	20031118	BOE-A-2003-20977	
davigesima	Disposición adicional vigésima	1	20040218	20031118	BOE-A-2003-20977	
davigesimaprimera	Disposición adicional vigésima primera	1	20040218	20031118	BOE-A-2003-20977	
davigesimasegunda	Disposición adicional vigésima segunda	1	20040218	20031118	BOE-A-2003-20977	
davigesimatercera	Disposición adicional vigésima tercera	1	20130628	20130627	BOE-A-2013-6938	
davigesimacuaa	Disposición adicional vigésima cuarta	1	20141217	20140917	BOE-A-2014-9467	
davigesimaquinta	Disposición adicional vigésima quinta	1	20151003	20151002	BOE-A-2015-10566	
da	Disposición adicional vigésima sexta	1	20180705	20180704	BOE-A-2018-9268	
da-2	Disposición adicional vigésima séptima	1	20210101	20201231	BOE-A-2020-17339	
dtprimera	Disposición transitoria primera	1	20040218	20031118	BOE-A-2003-20977	
dtsegunda	Disposición transitoria segunda	1	20040218	20031118	BOE-A-2003-20977	
dttercera	Disposición transitoria tercera	1	20151003	20151002	BOE-A-2015-10566	
dt	Disposición transitoria cuarta	1	20210101	20201231	BOE-A-2020-17339	
ddunica	Disposición derogatoria única	1	20040218	20031118	BOE-A-2003-20977	
dfprimera	Disposición final primera	1	20040218	20031118	BOE-A-2003-20977	
dfsegunda	Disposición final segunda	1	20040218	20031118	BOE-A-2003-20977	
dftercera	Disposición final tercera	1	20040218	20031118	BOE-A-2003-20977	
firma		1	20040218	20031118	BOE-A-2003-20977	
