bloque	titulo	redacciones	vigencia	publicacion	norma	aviso
preambulo		1	19971218	19971128	BOE-A-1997-25336	
ti	TÍTULO I	1	19971218	19971128	BOE-A-1997-25336	
ci	CAPÍTULO I	1	19971218	19971128	BOE-A-1997-25336	
a1	Artículo 1	1	19971218	19971128	BOE-A-1997-25336	
a2	Artículo 2	1	19971218	19971128	BOE-A-1997-25336	
a3	Artículo 3	1	19971218	19971128	BOE-A-1997-25336	
a4	Artículo 4	2	20161002	20151002	BOE-A-2015-10566	
a5	Artículo 5	3	20250403	20250103	BOE-A-2025-76	
a6	Artículo 6	2	20161002	20151002	BOE-A-2015-10566	
cii	CAPÍTULO II	1	19971218	19971128	BOE-A-1997-25336	
a7	Artículo 7	2	20161002	20151002	BOE-A-2015-10566	
a8	Artículo 8	3	20230630	20230629	BOE-A-2023-15135	
a9	Artículo 9	2	20161002	20151002	BOE-A-2015-10566	
a10	Artículo 10	2	20161002	20151002	BOE-A-2015-10566	
tii	TÍTULO II	1	19971218	19971128	BOE-A-1997-25336	
ci-2	CAPÍTULO I	1	19971218	19971128	BOE-A-1997-25336	
a11	Artículo 11	2	20161002	20151002	BOE-A-2015-10566	
a12	Artículo 12	3	20240822	20240802	BOE-A-2024-15936	
a13	Artículo 13	2	20161002	20151002	BOE-A-2015-10566	
a14	Artículo 14	1	19971218	19971128	BOE-A-1997-25336	
cii-2	CAPÍTULO II	1	19971218	19971128	BOE-A-1997-25336	
a15	Artículo 15	1	19971218	19971128	BOE-A-1997-25336	
ciii	CAPÍTULO III	1	19971218	19971128	BOE-A-1997-25336	
a16	Artículo 16	1	19971218	19971128	BOE-A-1997-25336	
tiii	TÍTULO III	1	19971218	19971128	BOE-A-1997-25336	
a17	Artículo 17	1	19971218	19971128	BOE-A-1997-25336	
a18	Artículo 18	1	19971218	19971128	BOE-A-1997-25336	
a19	Artículo 19	1	19971218	19971128	BOE-A-1997-25336	
a20	Artículo 20	2	20161002	20151002	BOE-A-2015-10566	
tiv	TÍTULO IV	1	19971218	19971128	BOE-A-1997-25336	
a21	Artículo 21	1	19971218	19971128	BOE-A-1997-25336	
tv	TÍTULO V	2	20161002	20151002	BOE-A-2015-10566	
a22	Artículo 22	3	20161002	20151002	BOE-A-2015-10566	
a23	Artículo 23	2	20161002	20151002	BOE-A-2015-10566	
a24	Artículo 24	3	20161002	20151002	BOE-A-2015-10566	
a25	Artículo 25	2	20161002	20151002	BOE-A-2015-10566	
a26	Artículo 26	5	20250403	20250103	BOE-A-2025-76	
a27	Artículo 27	1	20161002	20151002	BOE-A-2015-10566	
a28	Artículo 28	1	20161002	20151002	BOE-A-2015-10566	
tvi	TITULO VI	1	20161002	20151002	BOE-A-2015-10566	
a29	Artículo 29	1	20161002	20151002	BOE-A-2015-10566	
daprimera	Disposición adicional primera	1	19971218	19971128	BOE-A-1997-25336	
dasegunda	Disposición adicional segunda	1	19971218	19971128	BOE-A-1997-25336	
da	Disposición adicional tercera	2	20230630	20230629	BOE-A-2023-15135	
dt	Disposición transitoria única	1	20250403	20250103	BOE-A-2025-76	
ddunica	Disposición derogatoria única	1	19971218	19971128	BOE-A-1997-25336	
firma		1	19971218	19971128	BOE-A-1997-25336	
