bloque	titulo	redacciones	vigencia	publicacion	norma	aviso
preambulo		1	19820610	19820521	BOE-A-1982-11584	
tprimero	TÍTULO PRIMERO	1	19820610	19820521	BOE-A-1982-11584	
cprimero	CAPÍTULO PRIMERO	1	19820610	19820521	BOE-A-1982-11584	
aprimero	Artículo primero	2	20150401	20150331	BOE-A-2015-3441	
asegundo	Artículo segundo	1	19820610	19820521	BOE-A-1982-11584	
atercero	Artículo tercero	2	20150101	20150331	BOE-A-2015-3441	
acuarto	Artículo cuarto	2	20150401	20150331	BOE-A-2015-3441	
aquinto	Artículo quinto	1	19820610	19820521	BOE-A-1982-11584	
asexto	Artículo sexto	1	19820610	19820521	BOE-A-1982-11584	
aseptimo	Artículo séptimo	2	20150401	20150331	BOE-A-2015-3441	
aoctavo	Artículo octavo	1	19820610	19820521	BOE-A-1982-11584	
cii	CAPÍTULO II	1	19820610	19820521	BOE-A-1982-11584	
anoveno	Artículo noveno	2	20150401	20150331	BOE-A-2015-3441	
adiez	Artículo diez	1	19820610	19820521	BOE-A-1982-11584	
aonce	Artículo once	1	19820610	19820521	BOE-A-1982-11584	
adoce	Artículo doce	1	19820610	19820521	BOE-A-1982-11584	
atrece	Artículo trece	1	19820610	19820521	BOE-A-1982-11584	
acatorce	Artículo catorce	1	19820610	19820521	BOE-A-1982-11584	
ciii	CAPÍTULO III	1	19820610	19820521	BOE-A-1982-11584	
aquince	Artículo quince	1	19820610	19820521	BOE-A-1982-11584	
adieciseis	Artículo dieciséis	1	19820610	19820521	BOE-A-1982-11584	
adiecisiete	Artículo diecisiete	1	19820610	19820521	BOE-A-1982-11584	
adieciocho	Artículo dieciocho	1	19820610	19820521	BOE-A-1982-11584	
tii	TÍTULO II	1	19820610	19820521	BOE-A-1982-11584	
cprimero-2	CAPÍTULO PRIMERO	1	19820610	19820521	BOE-A-1982-11584	
adiecinueve	Artículo diecinueve	1	19820610	19820521	BOE-A-1982-11584	
cii-2	CAPÍTULO II	1	19820610	19820521	BOE-A-1982-11584	
aveinte	Artículo veinte	1	19820610	19820521	BOE-A-1982-11584	
aveintiuno	Artículo veintiuno	2	20150401	20150331	BOE-A-2015-3441	
aveintidos	Artículo veintidós	1	19820610	19820521	BOE-A-1982-11584	
ciii-2	CAPÍTULO III	1	19820610	19820521	BOE-A-1982-11584	
aveintitres	Artículo veintitrés	1	19820610	19820521	BOE-A-1982-11584	
civ	CAPÍTULO IV	1	19820610	19820521	BOE-A-1982-11584	
aveinticuatro	Artículo veinticuatro	1	19820610	19820521	BOE-A-1982-11584	
aveinticinco	Artículo veinticinco	1	19820610	19820521	BOE-A-1982-11584	
aveintiseis	Artículo veintiséis	1	19820610	19820521	BOE-A-1982-11584	
cv	CAPÍTULO V	1	19820610	19820521	BOE-A-1982-11584	
aveintisiete	Artículo veintisiete	1	19820610	19820521	BOE-A-1982-11584	
cvi	CAPÍTULO VI	1	19820610	19820521	BOE-A-1982-11584	
aveintiocho	Artículo veintiocho	1	19820610	19820521	BOE-A-1982-11584	
tiii	TÍTULO III	1	19820610	19820521	BOE-A-1982-11584	
cprimero-3	CAPÍTULO PRIMERO	1	19820610	19820521	BOE-A-1982-11584	
aveintinueve	Artículo veintinueve	1	19820610	19820521	BOE-A-1982-11584	
atreinta	Artículo treinta	2	20240822	20240802	BOE-A-2024-15936	
atreintayuno	Artículo treinta y uno	1	19820610	19820521	BOE-A-1982-11584	
atreintaydos	Artículo treinta y dos	1	19820610	19820521	BOE-A-1982-11584	
atreintaytres	Artículo treinta y tres	1	19820610	19820521	BOE-A-1982-11584	
atreintaycuatro	Artículo treinta y cuatro	1	19820610	19820521	BOE-A-1982-11584	
atreintaycinco	Artículo treinta y cinco	1	19820610	19820521	BOE-A-1982-11584	
atreintayseis	Artículo treinta y seis	1	19820610	19820521	BOE-A-1982-11584	
cii-3	CAPÍTULO II	1	19820610	19820521	BOE-A-1982-11584	
atreintaysiete	Artículo treinta y siete	1	19820610	19820521	BOE-A-1982-11584	
tiv	TÍTULO IV	1	19820610	19820521	BOE-A-1982-11584	
cprimero-4	CAPÍTULO PRIMERO	1	19820610	19820521	BOE-A-1982-11584	
atreintayocho	Artículo treinta y ocho	1	19820610	19820521	BOE-A-1982-11584	
atreintaynueve	Artículo treinta y nueve	2	20240611	20240611	BOE-A-2024-11776	
acuarenta	Artículo cuarenta	1	19820610	19820521	BOE-A-1982-11584	
acuarentayuno	Artículo cuarenta y uno	1	19820610	19820521	BOE-A-1982-11584	
cii-4	CAPÍTULO II	1	19820610	19820521	BOE-A-1982-11584	
acuarentaydos	Artículo cuarenta y dos	1	19820610	19820521	BOE-A-1982-11584	
ciii-3	CAPÍTULO III	1	19820610	19820521	BOE-A-1982-11584	
acuarentaytres	Artículo cuarenta y tres	1	19820610	19820521	BOE-A-1982-11584	
tv	TÍTULO V	1	19820610	19820521	BOE-A-1982-11584	
cprimero-5	CAPÍTULO PRIMERO	1	19820610	19820521	BOE-A-1982-11584	
acuarentaycuatro	Artículo cuarenta y cuatro	1	19820610	19820521	BOE-A-1982-11584	
cii-5	CAPÍTULO II	1	19820610	19820521	BOE-A-1982-11584	
acuarentaycinco	Artículo cuarenta y cinco	1	19820610	19820521	BOE-A-1982-11584	
ciii-4	CAPÍTULO III	1	19820610	19820521	BOE-A-1982-11584	
acuarentayseis	Artículo cuarenta y seis	1	19820610	19820521	BOE-A-1982-11584	
acuarentaysiete	Artículo cuarenta y siete	1	19820610	19820521	BOE-A-1982-11584	
acuarentayocho	Artículo cuarenta y ocho	1	19820610	19820521	BOE-A-1982-11584	
acuarentaynueve	Artículo cuarenta y nueve	1	19820610	19820521	BOE-A-1982-11584	
primera	Disposición final primera	1	19820610	19820521	BOE-A-1982-11584	
segunda	Disposición final segunda	1	19820610	19820521	BOE-A-1982-11584	
tercera	Disposición final tercera	1	19820610	19820521	BOE-A-1982-11584	
primera-2	Disposición transitoria primera	1	19820610	19820521	BOE-A-1982-11584	
segunda-2	Disposición transitoria segunda	1	19820610	19820521	BOE-A-1982-11584	
tercera-2	Disposición transitoria tercera	1	19820610	19820521	BOE-A-1982-11584	
cuarta	Disposición transitoria cuarta	1	19820610	19820521	BOE-A-1982-11584	
quinta	Disposición transitoria quinta	1	19820610	19820521	BOE-A-1982-11584	
sexta	Disposición transitoria sexta	1	19820610	19820521	BOE-A-1982-11584	
firma		1	19820610	19820521	BOE-A-1982-11584	
