bloque	titulo	redacciones	vigencia	publicacion	norma	aviso
co		1	19850423	19850403	BOE-A-1985-5392	
preambulo		1	19850423	19850403	BOE-A-1985-5392	
ti	TÍTULO I	1	19850423	19850403	BOE-A-1985-5392	
a1	Artículo 1	1	19850423	19850403	BOE-A-1985-5392	
a2	Artículo 2	3	20131231	20131230	BOE-A-2013-13756	
a3	Artículo 3	2	20131231	20131230	BOE-A-2013-13756	
a4	Artículo 4	3	20040101	20031217	BOE-A-2003-23103	
a5	Artículo 5	3	19990512	19990422	BOE-A-1999-8932	
a6	Artículo 6	1	19850423	19850403	BOE-A-1985-5392	
a7	Artículo 7	2	20131231	20131230	BOE-A-2013-13756	
a8	Artículo 8	1	19850423	19850403	BOE-A-1985-5392	
a9	Artículo 9	1	19850423	19850403	BOE-A-1985-5392	
a10	Artículo 10	2	20131231	20131230	BOE-A-2013-13756	
tii	TÍTULO II	1	19850423	19850403	BOE-A-1985-5392	
a11	Artículo 11	1	19850423	19850403	BOE-A-1985-5392	
ci-2	CAPÍTULO I	1	19850423	19850403	BOE-A-1985-5392	
a12	Artículo 12	3	20040101	20031217	BOE-A-2003-23103	
a13	Artículo 13	4	20231221	20231220	BOE-A-2023-25758	
a14	Artículo 14	1	19850423	19850403	BOE-A-1985-5392	
a15	Artículo 15	2	19960113	19960112	BOE-A-1996-753	
a16	Artículo 16	5	20231221	20231220	BOE-A-2023-25758	
a17	Artículo 17	4	20231221	20231220	BOE-A-2023-25758	
a18	Artículo 18	3	20040101	20031217	BOE-A-2003-23103	
cii	CAPÍTULO II	1	19850423	19850403	BOE-A-1985-5392	
a19	Artículo 19	2	20040101	20031217	BOE-A-2003-23103	
a20	Artículo 20	4	20040101	20031217	BOE-A-2003-23103	
a21	Artículo 21	7	20080430	20071031	BOE-A-2007-18874	
a22	Artículo 22	9	20151031	20151031	BOE-A-2015-11723	
a23	Artículo 23	3	20040101	20031217	BOE-A-2003-23103	
a24	Artículo 24	2	20040101	20031217	BOE-A-2003-23103	
a24bis	Artículo 24 bis	1	20131231	20131230	BOE-A-2013-13756	
ciii	CAPÍTULO III	1	19850423	19850403	BOE-A-1985-5392	
a25	Artículo 25	6	20260322	20260321	BOE-A-2026-6544	
a26	Artículo 26	5	20160715	20160715	BOE-A-2016-6839	
a27	Artículo 27	2	20131231	20131230	BOE-A-2013-13756	
a28	Artículo 28	3	20231221	20231220	BOE-A-2023-25758	
civ	CAPÍTULO IV	1	19850423	19850403	BOE-A-1985-5392	
a29	Artículo 29	2	20110130	20110129	BOE-A-2011-1639	
a30	Artículo 30	1	19850423	19850403	BOE-A-1985-5392	
tiii	TÍTULO III	1	19850423	19850403	BOE-A-1985-5392	
a31	Artículo 31	1	19850423	19850403	BOE-A-1985-5392	
ci-3	CAPÍTULO I	1	19850423	19850403	BOE-A-1985-5392	
a32	Artículo 32	4	20040101	20031217	BOE-A-2003-23103	
a32bis	Artículo 32 bis	1	20131231	20131230	BOE-A-2013-13756	
a33	Artículo 33	5	20080430	20071031	BOE-A-2007-18874	
a34	Artículo 34	5	20080430	20071031	BOE-A-2007-18874	
a35	Artículo 35	3	20040101	20031217	BOE-A-2003-23103	
cii-2	CAPÍTULO II	1	19850423	19850403	BOE-A-1985-5392	
a36	Artículo 36	4	20160715	20160715	BOE-A-2016-6839	
a37	Artículo 37	1	19850423	19850403	BOE-A-1985-5392	
a38	Artículo 38	1	19850423	19850403	BOE-A-1985-5392	
ciii-2	CAPÍTULO III	1	19850423	19850403	BOE-A-1985-5392	
a39	Artículo 39	1	19850423	19850403	BOE-A-1985-5392	
a40	Artículo 40	1	19850423	19850403	BOE-A-1985-5392	
a41	Artículo 41	2	20040101	20031217	BOE-A-2003-23103	
tiv	TÍTULO IV	1	19850423	19850403	BOE-A-1985-5392	
a42	Artículo 42	1	19850423	19850403	BOE-A-1985-5392	
a43	Artículo 43	1	19850423	19850403	BOE-A-1985-5392	
a44	Artículo 44	2	20040101	20031217	BOE-A-2003-23103	
a45	Artículo 45	3	20131231	20131230	BOE-A-2013-13756	
tv	TÍTULO V	1	19850423	19850403	BOE-A-1985-5392	
ci-4	CAPÍTULO I	1	19850423	19850403	BOE-A-1985-5392	
a46	Artículo 46	4	20200402	20200401	BOE-A-2020-4208	
