bloque	titulo	redacciones	vigencia	publicacion	norma	aviso
preambulo		1	19960423	19960422	BOE-A-1996-8930	
aunico	Artículo único	1	19960423	19960422	BOE-A-1996-8930	
ddunica	Disposición derogatoria única	1	19960423	19960422	BOE-A-1996-8930	
dfunica	Disposición final única	1	19960423	19960422	BOE-A-1996-8930	
firma		1	19960423	19960422	BOE-A-1996-8930	
texto	TEXTO	1	19960423	19960422	BOE-A-1996-8930	
li	LIBRO I	1	19960423	19960422	BOE-A-1996-8930	
ti	TÍTULO I	1	19960423	19960422	BOE-A-1996-8930	
a1	Artículo 1	1	19960423	19960422	BOE-A-1996-8930	
a2	Artículo 2	1	19960423	19960422	BOE-A-1996-8930	
a3	Artículo 3	1	19960423	19960422	BOE-A-1996-8930	
a4	Artículo 4	1	19960423	19960422	BOE-A-1996-8930	
tii	TÍTULO II	1	19960423	19960422	BOE-A-1996-8930	
ci	CAPÍTULO I	1	19960423	19960422	BOE-A-1996-8930	
a5	Artículo 5	1	19960423	19960422	BOE-A-1996-8930	
a6	Artículo 6	1	19960423	19960422	BOE-A-1996-8930	
a7	Artículo 7	1	19960423	19960422	BOE-A-1996-8930	
a8	Artículo 8	1	19960423	19960422	BOE-A-1996-8930	
a9	Artículo 9	1	19960423	19960422	BOE-A-1996-8930	
cii	CAPÍTULO II	1	19960423	19960422	BOE-A-1996-8930	
a10	Artículo 10	1	19960423	19960422	BOE-A-1996-8930	
a11	Artículo 11	1	19960423	19960422	BOE-A-1996-8930	
a12	Artículo 12	2	19980401	19980307	BOE-A-1998-5568	
a13	Artículo 13	1	19960423	19960422	BOE-A-1996-8930	
ciii	CAPÍTULO III	1	19960423	19960422	BOE-A-1996-8930	
s1	SECCIÓN 1	1	19960423	19960422	BOE-A-1996-8930	
a14	Artículo 14	1	19960423	19960422	BOE-A-1996-8930	
a15	Artículo 15	1	19960423	19960422	BOE-A-1996-8930	
a16	Artículo 16	1	19960423	19960422	BOE-A-1996-8930	
s2	SECCIÓN 2	1	19960423	19960422	BOE-A-1996-8930	
a17	Artículo 17	1	19960423	19960422	BOE-A-1996-8930	
a18	Artículo 18	2	20060728	20060708	BOE-A-2006-12308	
a19	Artículo 19	4	20150101	20141105	BOE-A-2014-11404	
a20	Artículo 20	6	20211104	20211103	BOE-A-2021-17910	
a21	Artículo 21	2	19980401	19980307	BOE-A-1998-5568	
a22	Artículo 22	1	19960423	19960422	BOE-A-1996-8930	
a23	Artículo 23	1	19960423	19960422	BOE-A-1996-8930	
s3	SECCIÓN 3	1	19960423	19960422	BOE-A-1996-8930	
a24	Artículo 24	5	20211013	20211012	BOE-A-2021-16477	
a25	Artículo 25	10	20190303	20190302	BOE-A-2019-2974	
tiii	TÍTULO III	2	19980401	19980307	BOE-A-1998-5568	
