bloque	titulo	redacciones	vigencia	publicacion	norma	aviso
preambulo		1	20061127	20061107	BOE-A-2006-20848	
tpreliminar	TÍTULO PRELIMINAR	1	20061127	20061107	BOE-A-2006-20848	
a1	Artículo 1	1	20061127	20061107	BOE-A-2006-20848	
a2	Artículo 2	1	20061127	20061107	BOE-A-2006-20848	
a3	Artículo 3	1	20061127	20061107	BOE-A-2006-20848	
ti	TÍTULO I	1	20061127	20061107	BOE-A-2006-20848	
ci	CAPÍTULO I	1	20061127	20061107	BOE-A-2006-20848	
a4	Artículo 4	1	20061127	20061107	BOE-A-2006-20848	
a5	Artículo 5	1	20061127	20061107	BOE-A-2006-20848	
a6	Artículo 6	1	20061127	20061107	BOE-A-2006-20848	
cii	CAPÍTULO II	1	20061127	20061107	BOE-A-2006-20848	
a7	Artículo 7	1	20061127	20061107	BOE-A-2006-20848	
a8	Artículo 8	1	20061127	20061107	BOE-A-2006-20848	
a9	Artículo 9	1	20061127	20061107	BOE-A-2006-20848	
a10	Artículo 10	1	20061127	20061107	BOE-A-2006-20848	
a11	Artículo 11	1	20061127	20061107	BOE-A-2006-20848	
ciii	CAPÍTULO III	1	20061127	20061107	BOE-A-2006-20848	
a12	Artículo 12	2	20210702	20210701	BOE-A-2021-11380	
a13	Artículo 13	2	20210702	20210701	BOE-A-2021-11380	
a14	Artículo 14	1	20061127	20061107	BOE-A-2006-20848	
civ	CAPÍTULO IV	1	20061127	20061107	BOE-A-2006-20848	
a15	Artículo 15	2	20231227	20231227	BOE-A-2023-90345	
a16	Artículo 16	1	20061127	20061107	BOE-A-2006-20848	
a17	Artículo 17	1	20061127	20061107	BOE-A-2006-20848	
tii	TÍTULO II	1	20061127	20061107	BOE-A-2006-20848	
ci-2	CAPÍTULO I	1	20061127	20061107	BOE-A-2006-20848	
a18	Artículo 18	1	20061127	20061107	BOE-A-2006-20848	
a19	Artículo 19	1	20061127	20061107	BOE-A-2006-20848	
a20	Artículo 20	1	20061127	20061107	BOE-A-2006-20848	
a21	Artículo 21	2	20211218	20211217	BOE-A-2021-90434	
cii-2	CAPÍTULO II	1	20061127	20061107	BOE-A-2006-20848	
a22	Artículo 22	1	20061127	20061107	BOE-A-2006-20848	
a23	Artículo 23	1	20061127	20061107	BOE-A-2006-20848	
a24	Artículo 24	2	20210702	20210701	BOE-A-2021-11380	
a25	Artículo 25	1	20061127	20061107	BOE-A-2006-20848	
a26	Artículo 26	1	20061127	20061107	BOE-A-2006-20848	
ciii-2	CAPÍTULO III	1	20061127	20061107	BOE-A-2006-20848	
a27	Artículo 27	3	20211218	20211217	BOE-A-2021-90434	
tiii	TÍTULO III	1	20061127	20061107	BOE-A-2006-20848	
ci-3	CAPÍTULO I	1	20061127	20061107	BOE-A-2006-20848	
a28	Artículo 28	1	20061127	20061107	BOE-A-2006-20848	
a29	Artículo 29	1	20061127	20061107	BOE-A-2006-20848	
a30	Artículo 30	1	20061127	20061107	BOE-A-2006-20848	
a31	Artículo 31	2	20150630	20140630	BOE-A-2014-7534	
a32	Artículo 32	1	20061127	20061107	BOE-A-2006-20848	
a33	Artículo 33	1	20061127	20061107	BOE-A-2006-20848	
a34	Artículo 34	1	20061127	20061107	BOE-A-2006-20848	
cii-3	CAPÍTULO II	1	20061127	20061107	BOE-A-2006-20848	
a35	Artículo 35	1	20061127	20061107	BOE-A-2006-20848	
a36	Artículo 36	1	20061127	20061107	BOE-A-2006-20848	
tiv	TÍTULO IV	1	20061127	20061107	BOE-A-2006-20848	
a37	Artículo 37	1	20061127	20061107	BOE-A-2006-20848	
tv	TÍTULO V	1	20061127	20061107	BOE-A-2006-20848	
ci-4	CAPÍTULO I	1	20061127	20061107	BOE-A-2006-20848	
a38	Artículo 38	1	20061127	20061107	BOE-A-2006-20848	
cii-4	CAPÍTULO II	1	20061127	20061107	BOE-A-2006-20848	
a39	Artículo 39	1	20061127	20061107	BOE-A-2006-20848	
a40	Artículo 40	1	20061127	20061107	BOE-A-2006-20848	
ciii-3	CAPÍTULO III	1	20061127	20061107	BOE-A-2006-20848	
a41	Artículo 41	1	20061127	20061107	BOE-A-2006-20848	
a42	Artículo 42	1	20061127	20061107	BOE-A-2006-20848	
tvi	TÍTULO VI	1	20061127	20061107	BOE-A-2006-20848	
ci-5	CAPÍTULO I	1	20061127	20061107	BOE-A-2006-20848	
a43	Artículo 43	4	20240217	20240216	BOE-A-2024-90030	
a44	Artículo 44	1	20061127	20061107	BOE-A-2006-20848	
a45	Artículo 45	4	20240217	20240216	BOE-A-2024-90030	
a4-2	Artículo 45 bis	1	20211218	20211217	BOE-A-2021-90434	
cii-5	CAPÍTULO II	1	20061127	20061107	BOE-A-2006-20848	
a46	Artículo 46	1	20061127	20061107	BOE-A-2006-20848	
da	Disposición adicional primera	1	20240217	20240216	BOE-A-2024-90030	
da-2	Disposición adicional segunda	1	20240217	20240216	BOE-A-2024-90030	
ddunica	Disposición derogatoria única	1	20061127	20061107	BOE-A-2006-20848	
dfunica	Disposición final única	1	20061127	20061107	BOE-A-2006-20848	
firma		1	20061127	20061107	BOE-A-2006-20848	
