bloque	titulo	redacciones	vigencia	publicacion	norma	aviso
preambulo		1	19860115	19860114	BOE-A-1986-2788	
pr		2	20120104	20111215	BOE-A-2011-20373	
tpreliminar	TÍTULO PRELIMINAR	1	19860115	19860114	BOE-A-1986-2788	
a1	Artículo 1	1	19860115	19860114	BOE-A-1986-2788	
tprimero	TÍTULO I	1	19860115	19860114	BOE-A-1986-2788	
cprimero	CAPÍTULO I	1	19860115	19860114	BOE-A-1986-2788	
a2	Artículo 2	2	20120104	20111215	BOE-A-2011-20373	
a3	Artículo 3	1	19860115	19860114	BOE-A-1986-2788	
cii	CAPÍTULO II	1	19860115	19860114	BOE-A-1986-2788	
a4	Artículo 4	2	20050508	20050418	BOE-A-2005-7989	
a5	Artículo 5	1	19860115	19860114	BOE-A-1986-2788	
ciii	CAPÍTULO III	1	19860115	19860114	BOE-A-1986-2788	
a6	Artículo 6	5	20141028	20141028	BOE-A-2014-11024	
tii	TÍTULO II	1	19860115	19860114	BOE-A-1986-2788	
a7	Artículo 7	1	19860115	19860114	BOE-A-1986-2788	
a8	Artículo 8	1	19860115	19860114	BOE-A-1986-2788	
a9	Artículo 9	1	19860115	19860114	BOE-A-1986-2788	
a10	Artículo 10	1	19860115	19860114	BOE-A-1986-2788	
a11	Artículo 11	1	19860115	19860114	BOE-A-1986-2788	
a12	Artículo 12	1	19860115	19860114	BOE-A-1986-2788	
a13	Artículo 13	1	19860115	19860114	BOE-A-1986-2788	
tiii	TÍTULO III	1	19860115	19860114	BOE-A-1986-2788	
a14	Artículo 14	2	19940601	19940525	BOE-A-1994-14602	
a15	Artículo 15	1	19860115	19860114	BOE-A-1986-2788	
tiv	TÍTULO IV	1	19860115	19860114	BOE-A-1986-2788	
a16	Artículo 16	2	20120104	20111215	BOE-A-2011-20373	
a17	Artículo 17	1	19860115	19860114	BOE-A-1986-2788	
a18	Artículo 18	1	19860115	19860114	BOE-A-1986-2788	
a19	Artículo 19	1	19860115	19860114	BOE-A-1986-2788	
tv	TÍTULO V	1	19860115	19860114	BOE-A-1986-2788	
cprimero-2	CAPÍTULO I	1	19860115	19860114	BOE-A-1986-2788	
a20	Artículo 20	1	19860115	19860114	BOE-A-1986-2788	
a21	Artículo 21	1	19860115	19860114	BOE-A-1986-2788	
cii-2	CAPÍTULO II	1	19860115	19860114	BOE-A-1986-2788	
a22	Artículo 22	1	19860115	19860114	BOE-A-1986-2788	
a23	Artículo 23	2	20050508	20050418	BOE-A-2005-7989	
a24	Artículo 24	2	20050508	20050418	BOE-A-2005-7989	
a25	Artículo 25	1	19860115	19860114	BOE-A-1986-2788	
ciii-2	CAPÍTULO III	1	19860115	19860114	BOE-A-1986-2788	
a26	Artículo 26	1	19860115	19860114	BOE-A-1986-2788	
a27	Artículo 27	1	19860115	19860114	BOE-A-1986-2788	
civ	CAPÍTULO IV	1	19860115	19860114	BOE-A-1986-2788	
a28	Artículo 28	1	19860115	19860114	BOE-A-1986-2788	
a29	Artículo 29	1	19860115	19860114	BOE-A-1986-2788	
a30	Artículo 30	1	19860115	19860114	BOE-A-1986-2788	
cv	CAPÍTULO V	1	19860115	19860114	BOE-A-1986-2788	
a31	Artículo 31	1	19860115	19860114	BOE-A-1986-2788	
a32	Artículo 32	1	19860115	19860114	BOE-A-1986-2788	
a33	Artículo 33	1	19860115	19860114	BOE-A-1986-2788	
cvi	CAPÍTULO VI	1	19860115	19860114	BOE-A-1986-2788	
a34	Artículo 34	1	19860115	19860114	BOE-A-1986-2788	
cvii	CAPÍTULO VII	1	19860115	19860114	BOE-A-1986-2788	
a35	Artículo 35	1	19860115	19860114	BOE-A-1986-2788	
a36	Artículo 36	1	19860115	19860114	BOE-A-1986-2788	
a37	Artículo 37	1	19860115	19860114	BOE-A-1986-2788	
a38	Artículo 38	1	19860115	19860114	BOE-A-1986-2788	
cviii	CAPÍTULO VIII	1	19860115	19860114	BOE-A-1986-2788	
a39	Artículo 39	1	19860115	19860114	BOE-A-1986-2788	
tvi	TÍTULO VI	1	19860115	19860114	BOE-A-1986-2788	
cprimero-3	CAPÍTULO I	1	19860115	19860114	BOE-A-1986-2788	
a40	Artículo 40	1	19860115	19860114	BOE-A-1986-2788	
a41	Artículo 41	1	19860115	19860114	BOE-A-1986-2788	
a42	Artículo 42	1	19860115	19860114	BOE-A-1986-2788	
a43	Artículo 43	1	19860115	19860114	BOE-A-1986-2788	
a44	Artículo 44	1	19860115	19860114	BOE-A-1986-2788	
cii-3	CAPÍTULO II	1	19860115	19860114	BOE-A-1986-2788	
a45	Artículo 45	2	19940606	19940517	BOE-A-1994-12978	
a46	Artículo 46	2	19940606	19940517	BOE-A-1994-12978	
a46bis	Artículo 46 bis	1	19940606	19940517	BOE-A-1994-12978	
ciii-3	CAPÍTULO III	1	19860115	19860114	BOE-A-1986-2788	
a47	Artículo 47	2	19940606	19940517	BOE-A-1994-12978	
ciii-4	CAPÍTULO III	1	19940606	19940517	BOE-A-1994-12978	
a48	Artículo 48	3	20040101	20031231	BOE-A-2004-1739	
a49	Artículo 49	3	20200101	20191224	BOE-A-2020-1068	
primera	Disposición adicional primera	1	19860115	19860114	BOE-A-1986-2788	
segunda	Disposición adicional segunda	1	19860115	19860114	BOE-A-1986-2788	
primera-2	Disposición transitoria primera	1	19860115	19860114	BOE-A-1986-2788	
segunda-2	Disposición transitoria segunda	1	19860115	19860114	BOE-A-1986-2788	
tercera	Disposición transitoria tercera	1	19860115	19860114	BOE-A-1986-2788	
primera-3	Disposición final primera	1	19860115	19860114	BOE-A-1986-2788	
segunda-3	Disposición final segunda	1	19860115	19860114	BOE-A-1986-2788	
firma		1	19860115	19860114	BOE-A-1986-2788	
