bloque	titulo	redacciones	vigencia	publicacion	norma	aviso
co		1	19840416	19840327	BOE-A-1984-7248	
preambulo		1	19840416	19840327	BOE-A-1984-7248	
aprimero	Artículo primero	1	19840416	19840327	BOE-A-1984-7248	
asegundo	Artículo segundo	1	19840416	19840327	BOE-A-1984-7248	
atercero	Artículo tercero	1	19840416	19840327	BOE-A-1984-7248	
acuao	Artículo cuarto	1	19840416	19840327	BOE-A-1984-7248	
aquinto	Artículo quinto	1	19840416	19840327	BOE-A-1984-7248	
asexto	Artículo sexto	1	19840416	19840327	BOE-A-1984-7248	
aseptimo	Artículo séptimo	1	19840416	19840327	BOE-A-1984-7248	
aoctavo	Artículo octavo	1	19840416	19840327	BOE-A-1984-7248	
dd	Disposición derogatoria	1	19840416	19840327	BOE-A-1984-7248	
firma		1	19840416	19840327	BOE-A-1984-7248	
