bloque	titulo	redacciones	vigencia	publicacion	norma	aviso
no		1	20050128	20041229	BOE-A-2004-21760	
preambulo		1	20050128	20041229	BOE-A-2004-21760	
tpreliminar	TÍTULO PRELIMINAR	1	20050128	20041229	BOE-A-2004-21760	
a1	Artículo 1	3	20210625	20210605	BOE-A-2021-9347	
a2	Artículo 2	1	20050128	20041229	BOE-A-2004-21760	
ti	TÍTULO I	1	20050128	20041229	BOE-A-2004-21760	
a3	Artículo 3	2	20221007	20220907	BOE-A-2022-14630	
ci	CAPÍTULO I	1	20050128	20041229	BOE-A-2004-21760	
a4	Artículo 4	1	20050128	20041229	BOE-A-2004-21760	
a5	Artículo 5	1	20050128	20041229	BOE-A-2004-21760	
a6	Artículo 6	1	20050128	20041229	BOE-A-2004-21760	
a7	Artículo 7	1	20050128	20041229	BOE-A-2004-21760	
a8	Artículo 8	1	20050128	20041229	BOE-A-2004-21760	
a9	Artículo 9	1	20050128	20041229	BOE-A-2004-21760	
cii	CAPÍTULO II	1	20050128	20041229	BOE-A-2004-21760	
a10	Artículo 10	1	20050128	20041229	BOE-A-2004-21760	
a11	Artículo 11	1	20050128	20041229	BOE-A-2004-21760	
a12	Artículo 12	1	20050128	20041229	BOE-A-2004-21760	
a13	Artículo 13	1	20050128	20041229	BOE-A-2004-21760	
a14	Artículo 14	1	20050128	20041229	BOE-A-2004-21760	
ciii	CAPÍTULO III	1	20050128	20041229	BOE-A-2004-21760	
a15	Artículo 15	1	20050128	20041229	BOE-A-2004-21760	
a16	Artículo 16	1	20050128	20041229	BOE-A-2004-21760	
tii	TÍTULO II	1	20050128	20041229	BOE-A-2004-21760	
ci-2	CAPÍTULO I	1	20050128	20041229	BOE-A-2004-21760	
a17	Artículo 17	2	20221007	20220907	BOE-A-2022-14630	
a18	Artículo 18	2	20221007	20220907	BOE-A-2022-14630	
a19	Artículo 19	2	20221007	20220907	BOE-A-2022-14630	
a1-2	Artículo 19 bis	1	20221007	20220907	BOE-A-2022-14630	
a20	Artículo 20	3	20180805	20180804	BOE-A-2018-11135	
cii-2	CAPÍTULO II	1	20050128	20041229	BOE-A-2004-21760	
a21	Artículo 21	2	20221007	20220907	BOE-A-2022-14630	
a22	Artículo 22	2	20221007	20220907	BOE-A-2022-14630	
a23	Artículo 23	3	20221007	20220907	BOE-A-2022-14630	
ciii-2	CAPÍTULO III	1	20050128	20041229	BOE-A-2004-21760	
a24	Artículo 24	1	20050128	20041229	BOE-A-2004-21760	
a25	Artículo 25	1	20050128	20041229	BOE-A-2004-21760	
a26	Artículo 26	1	20050128	20041229	BOE-A-2004-21760	
civ	CAPÍTULO IV	1	20050128	20041229	BOE-A-2004-21760	
a27	Artículo 27	2	20180805	20180804	BOE-A-2018-11135	
a28	Artículo 28	1	20050128	20041229	BOE-A-2004-21760	
cv-2	CAPÍTULO V	1	20221007	20220907	BOE-A-2022-14630	
a2-2	Artículo 28 bis	1	20221007	20220907	BOE-A-2022-14630	
