bloque	titulo	redacciones	vigencia	publicacion	norma	aviso
no		1	20171024	20171004	BOE-A-2017-11910	
pr	[preambulo]	1	20171024	20171004	BOE-A-2017-11910	
tp	TÍTULO PRELIMINAR	1	20171024	20171004	BOE-A-2017-11910	
a1	Artículo 1	1	20171024	20171004	BOE-A-2017-11910	
a2	Artículo 2	1	20171024	20171004	BOE-A-2017-11910	
a3	Artículo 3	1	20171024	20171004	BOE-A-2017-11910	
a4	Artículo 4	1	20171024	20171004	BOE-A-2017-11910	
a5	Artículo 5	1	20171024	20171004	BOE-A-2017-11910	
a6	Artículo 6	1	20171024	20171004	BOE-A-2017-11910	
a7	Artículo 7	1	20171024	20171004	BOE-A-2017-11910	
ti	TÍTULO I	1	20171024	20171004	BOE-A-2017-11910	
a8	Artículo 8	1	20171024	20171004	BOE-A-2017-11910	
a9	Artículo 9	1	20171024	20171004	BOE-A-2017-11910	
a1-2	Artículo 10	1	20171024	20171004	BOE-A-2017-11910	
a1-3	Artículo 11	1	20171024	20171004	BOE-A-2017-11910	
a1-4	Artículo 12	1	20171024	20171004	BOE-A-2017-11910	
a1-5	Artículo 13	1	20171024	20171004	BOE-A-2017-11910	
ti-2	TÍTULO II	1	20171024	20171004	BOE-A-2017-11910	
a1-6	Artículo 14	1	20171024	20171004	BOE-A-2017-11910	
ti-3	TÍTULO III	1	20171024	20171004	BOE-A-2017-11910	
a1-7	Artículo 15	1	20171024	20171004	BOE-A-2017-11910	
a1-8	Artículo 16	1	20171024	20171004	BOE-A-2017-11910	
a1-9	Artículo 17	1	20171024	20171004	BOE-A-2017-11910	
ti-4	TÍTULO IV	1	20171024	20171004	BOE-A-2017-11910	
a1-10	Artículo 18	1	20171024	20171004	BOE-A-2017-11910	
a1-11	Artículo 19	1	20171024	20171004	BOE-A-2017-11910	
a2-2	Artículo 20	1	20171024	20171004	BOE-A-2017-11910	
a2-3	Artículo 21	1	20171024	20171004	BOE-A-2017-11910	
a2-4	Artículo 22	1	20171024	20171004	BOE-A-2017-11910	
a2-5	Artículo 23	1	20171024	20171004	BOE-A-2017-11910	
tv	TÍTULO V	1	20171024	20171004	BOE-A-2017-11910	
a2-6	Artículo 24	1	20171024	20171004	BOE-A-2017-11910	
a2-7	Artículo 25	1	20171024	20171004	BOE-A-2017-11910	
a2-8	Artículo 26	1	20171024	20171004	BOE-A-2017-11910	
a2-9	Artículo 27	1	20171024	20171004	BOE-A-2017-11910	
a2-10	Artículo 28	2	20231214	20230614	BOE-A-2023-16066	
a2-11	Artículo 29	1	20171024	20171004	BOE-A-2017-11910	
a3-2	Artículo 30	1	20171024	20171004	BOE-A-2017-11910	
a3-3	Artículo 31	1	20171024	20171004	BOE-A-2017-11910	
tv-2	TÍTULO VI	1	20171024	20171004	BOE-A-2017-11910	
a3-4	Artículo 32	1	20171024	20171004	BOE-A-2017-11910	
a3-5	Artículo 33	1	20171024	20171004	BOE-A-2017-11910	
a3-6	Artículo 34	1	20171024	20171004	BOE-A-2017-11910	
a3-7	Artículo 35	1	20171024	20171004	BOE-A-2017-11910	
a3-8	Artículo 36	1	20171024	20171004	BOE-A-2017-11910	
a3-9	Artículo 37	1	20171024	20171004	BOE-A-2017-11910	
a3-10	Artículo 38	1	20171024	20171004	BOE-A-2017-11910	
a3-11	Artículo 39	1	20171024	20171004	BOE-A-2017-11910	
a4-2	Artículo 40	1	20171024	20171004	BOE-A-2017-11910	
tv-3	TÍTULO VII	1	20171024	20171004	BOE-A-2017-11910	
a4-3	Artículo 41	1	20171024	20171004	BOE-A-2017-11910	
a4-4	Artículo 42	1	20171024	20171004	BOE-A-2017-11910	
a4-5	Artículo 43	1	20171024	20171004	BOE-A-2017-11910	
tv-4	TÍTULO VIII	1	20171024	20171004	BOE-A-2017-11910	
a4-6	Artículo 44	1	20171024	20171004	BOE-A-2017-11910	
ci	CAPÍTULO I	1	20171024	20171004	BOE-A-2017-11910	
a4-7	Artículo 45	1	20171024	20171004	BOE-A-2017-11910	
a4-8	Artículo 46	1	20171024	20171004	BOE-A-2017-11910	
a4-9	Artículo 47	1	20171024	20171004	BOE-A-2017-11910	
a4-10	Artículo 48	1	20171024	20171004	BOE-A-2017-11910	
a4-11	Artículo 49	1	20171024	20171004	BOE-A-2017-11910	
a5-2	Artículo 50	2	20230823	20230803	BOE-A-2023-18412	
a5-3	Artículo 51	1	20171024	20171004	BOE-A-2017-11910	
a5-4	Artículo 52	1	20171024	20171004	BOE-A-2017-11910	
a5-5	Artículo 53	1	20171024	20171004	BOE-A-2017-11910	
ci-2	CAPÍTULO II	1	20171024	20171004	BOE-A-2017-11910	
a5-6	Artículo 54	1	20171024	20171004	BOE-A-2017-11910	
a5-7	Artículo 55	1	20171024	20171004	BOE-A-2017-11910	
a5-8	Artículo 56	1	20171024	20171004	BOE-A-2017-11910	
a5-9	Artículo 57	1	20171024	20171004	BOE-A-2017-11910	
a5-10	Artículo 58	1	20171024	20171004	BOE-A-2017-11910	
