bloque	titulo	redacciones	vigencia	publicacion	norma	aviso
preambulo		1	20151028	20150428	BOE-A-2015-4606	
tpreliminar	TÍTULO PRELIMINAR	1	20151028	20150428	BOE-A-2015-4606	
a1	Artículo 1	1	20151028	20150428	BOE-A-2015-4606	
a2	Artículo 2	1	20151028	20150428	BOE-A-2015-4606	
a3	Artículo 3	2	20221007	20220907	BOE-A-2022-14630	
ti	TÍTULO I	1	20151028	20150428	BOE-A-2015-4606	
a4	Artículo 4	1	20151028	20150428	BOE-A-2015-4606	
a5	Artículo 5	2	20221007	20220907	BOE-A-2022-14630	
a6	Artículo 6	1	20151028	20150428	BOE-A-2015-4606	
a7	Artículo 7	2	20221007	20220907	BOE-A-2022-14630	
a8	Artículo 8	1	20151028	20150428	BOE-A-2015-4606	
a9	Artículo 9	1	20151028	20150428	BOE-A-2015-4606	
a10	Artículo 10	2	20221007	20220907	BOE-A-2022-14630	
tii	TÍTULO II	1	20151028	20150428	BOE-A-2015-4606	
a11	Artículo 11	1	20151028	20150428	BOE-A-2015-4606	
a12	Artículo 12	1	20151028	20150428	BOE-A-2015-4606	
a13	Artículo 13	1	20151028	20150428	BOE-A-2015-4606	
a14	Artículo 14	1	20151028	20150428	BOE-A-2015-4606	
a15	Artículo 15	1	20151028	20150428	BOE-A-2015-4606	
a16	Artículo 16	1	20151028	20150428	BOE-A-2015-4606	
a17	Artículo 17	1	20151028	20150428	BOE-A-2015-4606	
a18	Artículo 18	1	20151028	20150428	BOE-A-2015-4606	
tiii	TÍTULO III	1	20151028	20150428	BOE-A-2015-4606	
a19	Artículo 19	1	20151028	20150428	BOE-A-2015-4606	
a20	Artículo 20	1	20151028	20150428	BOE-A-2015-4606	
a21	Artículo 21	1	20151028	20150428	BOE-A-2015-4606	
a22	Artículo 22	1	20151028	20150428	BOE-A-2015-4606	
a23	Artículo 23	2	20221007	20220907	BOE-A-2022-14630	
a24	Artículo 24	1	20151028	20150428	BOE-A-2015-4606	
a25	Artículo 25	2	20221007	20220907	BOE-A-2022-14630	
a26	Artículo 26	2	20221007	20220907	BOE-A-2022-14630	
tiv	TÍTULO IV	1	20151028	20150428	BOE-A-2015-4606	
ci	CAPÍTULO I	1	20151028	20150428	BOE-A-2015-4606	
a27	Artículo 27	1	20151028	20150428	BOE-A-2015-4606	
a28	Artículo 28	1	20151028	20150428	BOE-A-2015-4606	
a29	Artículo 29	1	20151028	20150428	BOE-A-2015-4606	
cii	CAPÍTULO II	1	20151028	20150428	BOE-A-2015-4606	
a30	Artículo 30	1	20151028	20150428	BOE-A-2015-4606	
a31	Artículo 31	1	20151028	20150428	BOE-A-2015-4606	
ciii	CAPÍTULO III	1	20151028	20150428	BOE-A-2015-4606	
a32	Artículo 32	1	20151028	20150428	BOE-A-2015-4606	
a33	Artículo 33	1	20151028	20150428	BOE-A-2015-4606	
a34	Artículo 34	2	20221007	20220907	BOE-A-2022-14630	
civ	CAPÍTULO IV	1	20151028	20150428	BOE-A-2015-4606	
a35	Artículo 35	1	20151028	20150428	BOE-A-2015-4606	
daprimera	Disposición adicional primera	1	20151028	20150428	BOE-A-2015-4606	
dasegunda	Disposición adicional segunda	1	20151028	20150428	BOE-A-2015-4606	
dtunica	Disposición transitoria única	1	20151028	20150428	BOE-A-2015-4606	
ddunica	Disposición derogatoria única	1	20151028	20150428	BOE-A-2015-4606	
dfprimera	Disposición final primera	1	20151028	20150428	BOE-A-2015-4606	
dfsegunda	Disposición final segunda	1	20151028	20150428	BOE-A-2015-4606	
dftercera	Disposición final tercera	1	20151028	20150428	BOE-A-2015-4606	
dfcuaa	Disposición final cuarta	1	20151028	20150428	BOE-A-2015-4606	
dfquinta	Disposición final quinta	1	20151028	20150428	BOE-A-2015-4606	
dfsexta	Disposición final sexta	1	20151028	20150428	BOE-A-2015-4606	
firma		1	20151028	20150428	BOE-A-2015-4606	
