bloque	titulo	redacciones	vigencia	publicacion	norma	aviso
preambulo		1	20100319	20100318	BOE-A-2010-5303	
aunico	Artículo único	1	20100319	20100318	BOE-A-2010-5303	
daprimera	Disposición adicional única	1	20100319	20100318	BOE-A-2010-5303	
dtunica	Disposición transitoria única	1	20100319	20100318	BOE-A-2010-5303	
ddunica	Disposición derogatoria única	1	20100319	20100318	BOE-A-2010-5303	
dfunica	Disposición final única	1	20100319	20100318	BOE-A-2010-5303	
firma		1	20100319	20100318	BOE-A-2010-5303	
textorefundido	Texto refundido	1	20100319	20100318	BOE-A-2010-5303	
tpreliminar	TÍTULO PRELIMINAR	1	20100319	20100318	BOE-A-2010-5303	
ci	CAPÍTULO I	1	20100319	20100318	BOE-A-2010-5303	
a1	Artículo 1	1	20100319	20100318	BOE-A-2010-5303	
a2	Artículo 2	3	20200101	20191224	BOE-A-2020-1068	
a3	Artículo 3	1	20100319	20100318	BOE-A-2010-5303	
a4	Artículo 4	3	20210101	20201231	BOE-A-2021-797	
a5	Artículo 5	4	20260120	20251231	BOE-A-2026-944	
a6	Artículo 6	3	20200101	20191224	BOE-A-2020-1068	
a7	Artículo 7	1	20100319	20100318	BOE-A-2010-5303	
a8	Artículo 8	3	20200101	20191224	BOE-A-2020-1068	
a9	Artículo 9	1	20100319	20100318	BOE-A-2010-5303	
a10	Artículo 10	1	20100319	20100318	BOE-A-2010-5303	
cii	CAPÍTULO II	1	20100319	20100318	BOE-A-2010-5303	
a11	Artículo 11	1	20100319	20100318	BOE-A-2010-5303	
a12	Artículo 12	2	20240217	20240216	BOE-A-2024-90030	
a13	Artículo 13	5	20200101	20191224	BOE-A-2020-1068	
a14	Artículo 14	2	20240217	20240216	BOE-A-2024-90030	
a15	Artículo 15	4	20240217	20240216	BOE-A-2024-90030	
ti	TÍTULO I	1	20100319	20100318	BOE-A-2010-5303	
ci-2	CAPÍTULO I	1	20100319	20100318	BOE-A-2010-5303	
a16	Artículo 16	1	20100319	20100318	BOE-A-2010-5303	
a17	Artículo 17	2	20200101	20191224	BOE-A-2020-1068	
a18	Artículo 18	1	20100319	20100318	BOE-A-2010-5303	
a19	Artículo 19	1	20100319	20100318	BOE-A-2010-5303	
a1-3	Artículo 19 bis	1	20200101	20191224	BOE-A-2020-1068	
a20	Artículo 20	1	20100319	20100318	BOE-A-2010-5303	
a21	Artículo 21	2	20190725	20190724	BOE-A-2019-12122	
a22	Artículo 22	2	20260101	20251231	BOE-A-2026-945	
a2-2	Artículo 22 bis	1	20190725	20190724	BOE-A-2019-12122	
a23	Artículo 23	3	20250101	20241230	BOE-A-2025-413	
a24	Artículo 24	3	20230101	20221230	BOE-A-2023-1604	
a2-3	Artículo 24 bis	2	20260101	20251231	BOE-A-2026-945	
a25	Artículo 25	1	20100319	20100318	BOE-A-2010-5303	
cii-2	CAPÍTULO II	1	20100319	20100318	BOE-A-2010-5303	
a26	Artículo 26	5	20210101	20201231	BOE-A-2021-797	
a27	Artículo 27	2	20200101	20191224	BOE-A-2020-1068	
a28	Artículo 28	3	20200101	20191224	BOE-A-2020-1068	
a29	Artículo 29	1	20100319	20100318	BOE-A-2010-5303	
a2-4	Artículo 29 bis	1	20240101	20231229	BOE-A-2024-447	
a30	Artículo 30	3	20111109	20111108	BOE-A-2011-18162	
tii	TÍTULO II	1	20100319	20100318	BOE-A-2010-5303	
ci-3	CAPÍTULO I	1	20100319	20100318	BOE-A-2010-5303	
a31	Artículo 31	3	20200101	20190724	BOE-A-2019-12122	
a32	Artículo 32	1	20100319	20100318	BOE-A-2010-5303	
a33	Artículo 33	6	20210101	20201231	BOE-A-2021-797	
a34	Artículo 34	4	20210101	20201231	BOE-A-2021-797	
a35	Artículo 35	9	20240217	20240216	BOE-A-2024-90030	
a36	Artículo 36	3	20240217	20240216	BOE-A-2024-90030	
a37	Artículo 37	1	20100319	20100318	BOE-A-2010-5303	
a38	Artículo 38	1	20100319	20100318	BOE-A-2010-5303	
cii-3	CAPÍTULO II	1	20100319	20100318	BOE-A-2010-5303	
a39	Artículo 39	9	20260101	20251231	BOE-A-2026-945	
