bloque	titulo	redacciones	vigencia	publicacion	norma	aviso
preambulo		1	19850621	19850620	BOE-A-1986-1478	
pr		1	19850621	19850620	BOE-A-1985-11672	
tpreliminar	TÍTULO PRELIMINAR	1	19850621	19850620	BOE-A-1985-11672	
aprimero	Artículo primero	2	19870404	19870403	BOE-A-1987-8193	
tprimero	TÍTULO PRIMERO	1	19850621	19850620	BOE-A-1985-11672	
cprimero	CAPÍTULO PRIMERO	1	19850621	19850620	BOE-A-1985-11672	
asegundo	Artículo segundo	2	20110130	20110129	BOE-A-2011-1639	
atercero	Artículo tercero	2	20181207	20181206	BOE-A-2018-16672	
acuarto	Artículo cuarto	1	19850621	19850620	BOE-A-1985-11672	
aquinto	Artículo quinto	1	19850621	19850620	BOE-A-1985-11672	
cii	CAPÍTULO II	1	19850621	19850620	BOE-A-1985-11672	
asexto	Artículo sexto	3	20110130	20110129	BOE-A-2011-1639	
aseptimo	Artículo séptimo	1	19850621	19850620	BOE-A-1985-11672	
ciii	CAPÍTULO III	1	19850621	19850620	BOE-A-1985-11672	
si	SECCIÓN I	1	19850621	19850620	BOE-A-1985-11672	
aoctavo	Artículo octavo	1	19850621	19850620	BOE-A-1985-11672	
anoveno	Artículo noveno	2	19910315	19910314	BOE-A-1991-6824	
adiez	Artículo diez	3	20250123	20250103	BOE-A-2025-76	
aonce	Artículo once	3	20250123	20250103	BOE-A-2025-76	
adoce	Artículo doce	1	19850621	19850620	BOE-A-1985-11672	
atrece	Artículo trece	1	19850621	19850620	BOE-A-1985-11672	
acatorce	Artículo catorce	1	19850621	19850620	BOE-A-1985-11672	
aquince	Artículo quince	1	19850621	19850620	BOE-A-1985-11672	
adieciseis	Artículo dieciséis	1	19850621	19850620	BOE-A-1985-11672	
adiecisiete	Artículo diecisiete	1	19850621	19850620	BOE-A-1985-11672	
adieciocho	Artículo dieciocho	1	19850621	19850620	BOE-A-1985-11672	
adiecinueve	Artículo diecinueve	5	20110130	20110129	BOE-A-2011-1639	
aveinte	Artículo veinte	1	19850621	19850620	BOE-A-1985-11672	
aveintiuno	Artículo veintiuno	4	20110130	20110129	BOE-A-2011-1639	
aveintidos	Artículo veintidós	1	19850621	19850620	BOE-A-1985-11672	
sii	SECCIÓN II	1	19850621	19850620	BOE-A-1985-11672	
aveintitres	Artículo veintitrés	1	19850621	19850620	BOE-A-1985-11672	
aveinticuatro	Artículo veinticuatro	3	20071010	20071009	BOE-A-2007-17633	
aveinticinco	Artículo veinticinco	1	19850621	19850620	BOE-A-1985-11672	
aveintiseis	Artículo veintiséis	2	20110130	20110129	BOE-A-2011-1639	
aveintisiete	Artículo veintisiete	4	20110501	20110430	BOE-A-2011-7705	
aveintiocho	Artículo veintiocho	1	19850621	19850620	BOE-A-1985-11672	
siii	SECCIÓN III	1	19850621	19850620	BOE-A-1985-11672	
aveintinueve	Artículo veintinueve	1	19850621	19850620	BOE-A-1985-11672	
atreinta	Artículo treinta	2	20110130	20110129	BOE-A-2011-1639	
civ	CAPÍTULO IV	1	19850621	19850620	BOE-A-1985-11672	
si-2	SECCIÓN I	1	19850621	19850620	BOE-A-1985-11672	
atreintayuno	Artículo treinta y uno	3	20110130	20110129	BOE-A-2011-1639	
atreintaydos	Artículo treinta y dos	2	19950324	19950324	BOE-A-1995-7239	
atreintaytres	Artículo treinta y tres	2	19950324	19950324	BOE-A-1995-7239	
sii-2	SECCIÓN II	1	19850621	19850620	BOE-A-1985-11672	
atreintaycuatro	Artículo treinta y cuatro	3	20110130	20110129	BOE-A-2011-1639	
atreintaycinco	Artículo treinta y cinco	3	20110130	20110129	BOE-A-2011-1639	
atreintayseis	Artículo treinta y seis	3	20110130	20110129	BOE-A-2011-1639	
atreintaysiete	Artículo treinta y siete	3	20110130	20110129	BOE-A-2011-1639	
atreintayocho	Artículo treinta y ocho	4	20110130	20110129	BOE-A-2011-1639	
siii-2	SECCIÓN III	1	19850621	19850620	BOE-A-1985-11672	
atreintaynueve	Artículo treinta y nueve	5	20181207	20181206	BOE-A-2018-16673	
acuarenta	Artículo cuarenta	2	20110130	20110129	BOE-A-2011-1639	
siv	SECCIÓN IV	1	19850621	19850620	BOE-A-1985-11672	
acuarentayuno	Artículo cuarenta y uno	5	20110130	20110129	BOE-A-2011-1640	
cv	CAPÍTULO V	1	19850621	19850620	BOE-A-1985-11672	
acuarentaydos	Artículo cuarenta y dos	3	19940331	19940331	BOE-A-1994-7420	
cvi	CAPÍTULO VI	1	19850621	19850620	BOE-A-1985-11672	
si-3	SECCIÓN I	1	19850621	19850620	BOE-A-1985-11672	
acuarentaytres	Artículo cuarenta y tres	1	19850621	19850620	BOE-A-1985-11672	
sii-3	SECCIÓN II	1	19850621	19850620	BOE-A-1985-11672	
acuarentaycuatro	Artículo cuarenta y cuatro	4	20110130	20110129	BOE-A-2011-1640	
acuarentaycuatrobis	Artículo cuarenta y cuatro bis	3	20240822	20240802	BOE-A-2024-15936	
acuarentaycinco	Artículo cuarenta y cinco	1	19850621	19850620	BOE-A-1985-11672	
acuarentayseis	Artículo cuarenta y seis	3	20030312	20030311	BOE-A-2003-4923	
acuarentaysiete	Artículo cuarenta y siete	1	19850621	19850620	BOE-A-1985-11672	
acuarentayocho	Artículo cuarenta y ocho	2	20070420	20070420	BOE-A-2007-8277	
siii-3	SECCIÓN III	1	19850621	19850620	BOE-A-1985-11672	
acuarentaynueve	Artículo cuarenta y nueve	3	20110130	20110129	BOE-A-2011-1640	
siv-2	SECCIÓN IV	1	19850621	19850620	BOE-A-1985-11672	
