# Respuestas leídas celda a celda de 26_plantilla_de_respuestas_iluminacion.pdf
# El PDF no lleva tabla de caracteres: la geometría sale de los
# bordes de la tabla y las cuatro letras se nombran por OCR de la
# celda, por mayoría. Reparto de códigos: p1:'\x01'=c, p1:'\x04'=a, p1:'$'=b, p1:','=d, p2:'\x02'=b, p2:'\x06'=d, p2:'\t'=a, p2:'\x0c'=c, p3:'\x02'=d, p3:'\x04'=c, p3:'\x06'=a, p3:'\t'=b, p4:'\x02'=c, p4:'\x05'=a, p4:'\x07'=b, p4:'\r'=d
1	c
2	a
3	b
4	a
5	a
6	b
7	b
8	c
9	c
10	d
11	d
12	a
13	b
14	b
15	d
16	b
17	d
18	a
19	b
20	b
21	b
22	b
23	b
24	b
25	b
26	d
27	d
28	a
29	a
30	c
31	d
32	a
33	b
34	c
35	a
36	b
37	d
38	b
39	d
40	a
41	c
42	a
43	b
44	b
45	a
46	d
47	a
48	b
49	c
50	a
51	d
52	c
53	a
54	d
55	d
56	b
57	c
58	b
59	c
60	c
61	d
62	b
63	c
64	d
65	b
66	c
67	a
68	a
69	c
70	c
71	d
72	b
73	a
74	b
75	d
76	c
77	a
78	b
79	c
80	a
81	b
82	c
83	a
84	b
85	a
86	a
87	c
88	b
89	b
90	d
91	b
92	c
93	c
94	a
95	b
96	b
