bloque	titulo	redacciones	vigencia	publicacion	norma	aviso
preambulo		1	20151025	20150725	BOE-A-2015-8338	
ci	CAPÍTULO I	1	20151025	20150725	BOE-A-2015-8338	
a1	Artículo 1	1	20151025	20150725	BOE-A-2015-8338	
a2	Artículo 2	1	20151025	20150725	BOE-A-2015-8338	
cii	CAPÍTULO II	1	20151025	20150725	BOE-A-2015-8338	
a3	Artículo 3	1	20151025	20150725	BOE-A-2015-8338	
a4	Artículo 4	1	20151025	20150725	BOE-A-2015-8338	
a5	Artículo 5	1	20151025	20150725	BOE-A-2015-8338	
ciii	CAPÍTULO III	1	20151025	20150725	BOE-A-2015-8338	
a6	Artículo 6	1	20151025	20150725	BOE-A-2015-8338	
a7	Artículo 7	1	20151025	20150725	BOE-A-2015-8338	
a8	Artículo 8	1	20151025	20150725	BOE-A-2015-8338	
a9	Artículo 9	1	20151025	20150725	BOE-A-2015-8338	
a10	Artículo 10	1	20151025	20150725	BOE-A-2015-8338	
a11	Artículo 11	1	20151025	20150725	BOE-A-2015-8338	
daprimera	Disposición adicional primera	1	20151025	20150725	BOE-A-2015-8338	
dasegunda	Disposición adicional segunda	1	20151025	20150725	BOE-A-2015-8338	
dfprimera	Disposición final primera	1	20151025	20150725	BOE-A-2015-8338	
dfsegunda	Disposición final segunda	1	20151025	20150725	BOE-A-2015-8338	
dftercera	Disposición final tercera	1	20151025	20150725	BOE-A-2015-8338	
firma		1	20151025	20150725	BOE-A-2015-8338	
