bloque	titulo	redacciones	vigencia	publicacion	norma	aviso
no		2	20171230	20171229	BOE-A-2017-15721	
pr	[preambulo]	1	20171230	20171229	BOE-A-2017-15721	
ci	CAPÍTULO I	1	20171230	20171229	BOE-A-2017-15721	
a1	Artículo 1	1	20171230	20171229	BOE-A-2017-15721	
a2	Artículo 2	1	20171230	20171229	BOE-A-2017-15721	
a3	Artículo 3	1	20171230	20171229	BOE-A-2017-15721	
a4	Artículo 4	1	20171230	20171229	BOE-A-2017-15721	
a5	Artículo 5	1	20171230	20171229	BOE-A-2017-15721	
a6	Artículo 6	1	20171230	20171229	BOE-A-2017-15721	
a7	Artículo 7	1	20171230	20171229	BOE-A-2017-15721	
ci-2	CAPÍTULO II	1	20171230	20171229	BOE-A-2017-15721	
s1	Sección 1	1	20171230	20171229	BOE-A-2017-15721	
a8	Artículo 8	1	20171230	20171229	BOE-A-2017-15721	
a9	Artículo 9	1	20171230	20171229	BOE-A-2017-15721	
a1-2	Artículo 10	1	20171230	20171229	BOE-A-2017-15721	
a1-3	Artículo 11	1	20171230	20171229	BOE-A-2017-15721	
a1-4	Artículo 12	1	20171230	20171229	BOE-A-2017-15721	
a1-5	Artículo 13	1	20171230	20171229	BOE-A-2017-15721	
s2	Sección 2	1	20171230	20171229	BOE-A-2017-15721	
a1-6	Artículo 14	1	20171230	20171229	BOE-A-2017-15721	
a1-7	Artículo 15	1	20171230	20171229	BOE-A-2017-15721	
s3	Sección 3	1	20171230	20171229	BOE-A-2017-15721	
a1-8	Artículo 16	1	20171230	20171229	BOE-A-2017-15721	
a1-9	Artículo 17	1	20171230	20171229	BOE-A-2017-15721	
a1-10	Artículo 18	1	20171230	20171229	BOE-A-2017-15721	
a1-11	Artículo 19	1	20171230	20171229	BOE-A-2017-15721	
ci-3	CAPÍTULO III	1	20171230	20171229	BOE-A-2017-15721	
a2-2	Artículo 20	2	20181111	20181110	BOE-A-2018-15406	
a2-3	Artículo 21	2	20181111	20181110	BOE-A-2018-15406	
a2-4	Artículo 22	1	20171230	20171229	BOE-A-2017-15721	
a2-5	Artículo 23	1	20171230	20171229	BOE-A-2017-15721	
a2-6	Artículo 24	2	20181111	20181110	BOE-A-2018-15406	
a2-7	Artículo 25	2	20181111	20181110	BOE-A-2018-15406	
ci-4	CAPÍTULO IV	1	20171230	20171229	BOE-A-2017-15721	
s1-2	Sección 1	1	20171230	20171229	BOE-A-2017-15721	
a2-8	Artículo 26	2	20201211	20201210	BOE-A-2020-15874	
a2-9	Artículo 27	2	20181111	20181110	BOE-A-2018-15406	
a2-10	Artículo 28	1	20171230	20171229	BOE-A-2017-15721	
s2-2	Sección 2	1	20171230	20171229	BOE-A-2017-15721	
a2-11	Artículo 29	1	20171230	20171229	BOE-A-2017-15721	
a3-2	Artículo 30	1	20171230	20171229	BOE-A-2017-15721	
a3-3	Artículo 31	1	20171230	20171229	BOE-A-2017-15721	
a3-4	Artículo 32	1	20171230	20171229	BOE-A-2017-15721	
cv	CAPÍTULO V	1	20171230	20171229	BOE-A-2017-15721	
a3-5	Artículo 33	1	20171230	20171229	BOE-A-2017-15721	
a3-6	Artículo 34	1	20171230	20171229	BOE-A-2017-15721	
a3-7	Artículo 35	1	20171230	20171229	BOE-A-2017-15721	
a3-8	Artículo 36	1	20171230	20171229	BOE-A-2017-15721	
a3-9	Artículo 37	1	20171230	20171229	BOE-A-2017-15721	
a3-10	Artículo 38	1	20171230	20171229	BOE-A-2017-15721	
cv-2	CAPÍTULO VI	1	20171230	20171229	BOE-A-2017-15721	
a3-11	Artículo 39	1	20171230	20171229	BOE-A-2017-15721	
a4-2	Artículo 40	1	20171230	20171229	BOE-A-2017-15721	
a4-3	Artículo 41	1	20171230	20171229	BOE-A-2017-15721	
a4-4	Artículo 42	1	20171230	20171229	BOE-A-2017-15721	
a4-5	Artículo 43	2	20181111	20181110	BOE-A-2018-15406	
a4-6	Artículo 44	2	20181111	20181110	BOE-A-2018-15406	
da	Disposición adicional primera	1	20171230	20171229	BOE-A-2017-15721	
da-2	Disposición adicional segunda	2	20181111	20181110	BOE-A-2018-15406	
da-3	Disposición adicional tercera	1	20171230	20171229	BOE-A-2017-15721	
da-4	Disposición adicional cuarta	1	20171230	20171229	BOE-A-2017-15721	
da-5	Disposición adicional quinta	1	20171230	20171229	BOE-A-2017-15721	
da-6	Disposición adicional sexta	1	20171230	20171229	BOE-A-2017-15721	
dt	Disposición transitoria única	1	20171230	20171229	BOE-A-2017-15721	
dd	Disposición derogatoria única	1	20171230	20171229	BOE-A-2017-15721	
df	Disposición final primera	2	20181111	20181110	BOE-A-2018-15406	
df-2	Disposición final segunda	1	20171230	20171229	BOE-A-2017-15721	
df-3	Disposición final tercera	1	20171230	20171229	BOE-A-2017-15721	
df-4	Disposición final cuarta	1	20171230	20171229	BOE-A-2017-15721	
df-5	Disposición final quinta	1	20171230	20171229	BOE-A-2017-15721	
df-6	Disposición final sexta	1	20171230	20171229	BOE-A-2017-15721	
df-7	Disposición final séptima	1	20171230	20171229	BOE-A-2017-15721	
fi	[firma]	1	20171230	20171229	BOE-A-2017-15721	
ai	ANEXO I	1	20171230	20171229	BOE-A-2017-15721	
