bloque	titulo	redacciones	vigencia	publicacion	norma	aviso
pr	[preambulo]	1	20220102	20211011	BOE-A-2021-16407	
au	Artículo único	1	20220102	20211011	BOE-A-2021-16407	
da	Disposición adicional primera	1	20220102	20211011	BOE-A-2021-16407	
da-2	Disposición adicional segunda	1	20220102	20211011	BOE-A-2021-16407	
da-3	Disposición adicional tercera	1	20220102	20211011	BOE-A-2021-16407	
da-4	Disposición adicional cuarta	1	20220102	20211011	BOE-A-2021-16407	
da-5	Disposición adicional quinta	1	20220102	20211011	BOE-A-2021-16407	
da-6	Disposición adicional sexta	1	20220102	20211011	BOE-A-2021-16407	
da-7	Disposición adicional séptima	1	20220102	20211011	BOE-A-2021-16407	
da-8	Disposición adicional octava	1	20220102	20211011	BOE-A-2021-16407	
da-9	Disposición adicional novena	1	20220102	20211011	BOE-A-2021-16407	
dt	Disposición transitoria primera	1	20220102	20211011	BOE-A-2021-16407	
dt-2	Disposición transitoria segunda	1	20220102	20211011	BOE-A-2021-16407	
dt-3	Disposición transitoria tercera	1	20220102	20211011	BOE-A-2021-16407	
dt-4	Disposición transitoria cuarta	1	20220102	20211011	BOE-A-2021-16407	
dt-5	Disposición transitoria quinta	1	20220102	20211011	BOE-A-2021-16407	
dt-6	Disposición transitoria sexta	1	20220102	20211011	BOE-A-2021-16407	
dt-7	Disposición transitoria séptima	1	20220102	20211011	BOE-A-2021-16407	
dt-8	Disposición transitoria octava	1	20220102	20211011	BOE-A-2021-16407	
dt-9	Disposición transitoria novena	1	20220102	20211011	BOE-A-2021-16407	
dt-10	Disposición transitoria décima	1	20220102	20211011	BOE-A-2021-16407	
dt-11	Disposición transitoria undécima	1	20220102	20211011	BOE-A-2021-16407	
dd	Disposición derogatoria única	1	20220102	20211011	BOE-A-2021-16407	
df	Disposición final primera	1	20220102	20211011	BOE-A-2021-16407	
df-2	Disposición final segunda	1	20220102	20211011	BOE-A-2021-16407	
df-3	Disposición final tercera	1	20211012	20211011	BOE-A-2021-16407	
df-4	Disposición final cuarta	1	20220102	20211011	BOE-A-2021-16407	
df-5	Disposición final quinta	1	20220102	20211011	BOE-A-2021-16407	
df-6	Disposición final sexta	1	20220102	20211011	BOE-A-2021-16407	
df-7	Disposición final séptima	1	20220102	20211011	BOE-A-2021-16407	
fi	[firma]	1	20220102	20211011	BOE-A-2021-16407	
re	REGLAMENTO	1	20220102	20211011	BOE-A-2021-16407	
ci	CAPÍTULO I	1	20220102	20211011	BOE-A-2021-16407	
a1	Artículo 1	1	20220102	20211011	BOE-A-2021-16407	
a2	Artículo 2	1	20220102	20211011	BOE-A-2021-16407	
ci-2	CAPÍTULO II	1	20220102	20211011	BOE-A-2021-16407	
a3	Artículo 3	1	20220102	20211011	BOE-A-2021-16407	
a4	Artículo 4	1	20220102	20211011	BOE-A-2021-16407	
a5	Artículo 5	1	20220102	20211011	BOE-A-2021-16407	
ci-3	CAPÍTULO III	1	20220102	20211011	BOE-A-2021-16407	
a6	Artículo 6	1	20220102	20211011	BOE-A-2021-16407	
a7	Artículo 7	1	20220102	20211011	BOE-A-2021-16407	
a8	Artículo 8	2	20220102	20211011	BOE-A-2021-16407	
ci-4	CAPÍTULO IV	1	20220102	20211011	BOE-A-2021-16407	
a9	Artículo 9	1	20220102	20211011	BOE-A-2021-16407	
a1-2	Artículo 10	1	20220102	20211011	BOE-A-2021-16407	
a1-3	Artículo 11	1	20220102	20211011	BOE-A-2021-16407	
a1-4	Artículo 12	1	20220102	20211011	BOE-A-2021-16407	
a1-5	Artículo 13	1	20220102	20211011	BOE-A-2021-16407	
a1-6	Artículo 14	1	20220102	20211011	BOE-A-2021-16407	
a1-7	Artículo 15	1	20220102	20211011	BOE-A-2021-16407	
ai	ANEXO I	3	20220102	20211011	BOE-A-2021-16407	
ai-2	ANEXO II	1	20220102	20211011	BOE-A-2021-16407	
ai-3	ANEXO III	2	20220102	20211011	BOE-A-2021-16407	
ai-4	ANEXO IV	1	20220102	20211011	BOE-A-2021-16407	
av	ANEXO V	3	20220726	20220725	BOE-A-2022-12362	
in	INSTRUCCIÓN EP-1	1	20220102	20211011	BOE-A-2021-16407	
ci-5	CAPÍTULO I	1	20220102	20211011	BOE-A-2021-16407	
a1-8	Artículo 1	1	20220102	20211011	BOE-A-2021-16407	
a2-2	Artículo 2	1	20220102	20211011	BOE-A-2021-16407	
ci-6	CAPÍTULO II	1	20220102	20211011	BOE-A-2021-16407	
a3-2	Artículo 3	1	20220102	20211011	BOE-A-2021-16407	
a4-2	Artículo 4	1	20220102	20211011	BOE-A-2021-16407	
a5-2	Artículo 5	1	20220102	20211011	BOE-A-2021-16407	
a6-2	Artículo 6	1	20220102	20211011	BOE-A-2021-16407	
a7-2	Artículo 7	1	20220102	20211011	BOE-A-2021-16407	
a8-2	Artículo 8	1	20220102	20211011	BOE-A-2021-16407	
ci-7	CAPÍTULO III	1	20220102	20211011	BOE-A-2021-16407	
a9-2	Artículo 9	1	20220102	20211011	BOE-A-2021-16407	
a1-9	Artículo 10	1	20220102	20211011	BOE-A-2021-16407	
a1-10	Artículo 11	1	20220102	20211011	BOE-A-2021-16407	
ci-8	CAPÍTULO IV	1	20220102	20211011	BOE-A-2021-16407	
a1-11	Artículo 12	1	20220102	20211011	BOE-A-2021-16407	
a1-12	Artículo 13	1	20220102	20211011	BOE-A-2021-16407	
cv	CAPÍTULO V	1	20220102	20211011	BOE-A-2021-16407	
a1-13	Artículo 14	1	20220102	20211011	BOE-A-2021-16407	
cv-2	CAPÍTULO VI	1	20220102	20211011	BOE-A-2021-16407	
a1-14	Artículo 15	1	20220102	20211011	BOE-A-2021-16407	
ai-5	ANEXO I	1	20220102	20211011	BOE-A-2021-16407	
ai-6	ANEXO II	1	20220102	20211011	BOE-A-2021-16407	
ai-7	ANEXO III	1	20220102	20211011	BOE-A-2021-16407	
ai-8	ANEXO IV	1	20220102	20211011	BOE-A-2021-16407	
in-2	INSTRUCCIÓN EP-2	1	20220102	20211011	BOE-A-2021-16407	
ci-9	CAPÍTULO I	1	20220102	20211011	BOE-A-2021-16407	
