bloque	titulo	redacciones	vigencia	publicacion	norma	aviso
no		1	20070101	20061129	BOE-A-2006-20764	
preambulo		1	20070101	20061129	BOE-A-2006-20764	
tpreliminar	TÍTULO PRELIMINAR	1	20070101	20061129	BOE-A-2006-20764	
a1	Artículo 1	1	20070101	20061129	BOE-A-2006-20764	
a2	Artículo 2	1	20070101	20061129	BOE-A-2006-20764	
a3	Artículo 3	2	20100101	20091219	BOE-A-2009-20375	
a4	Artículo 4	1	20070101	20061129	BOE-A-2006-20764	
a5	Artículo 5	1	20070101	20061129	BOE-A-2006-20764	
ti	TÍTULO I	1	20070101	20061129	BOE-A-2006-20764	
ci	CAPÍTULO I	1	20070101	20061129	BOE-A-2006-20764	
a6	Artículo 6	1	20070101	20061129	BOE-A-2006-20764	
a7	Artículo 7	16	20220225	20220225	BOE-A-2022-2977	
cii	CAPÍTULO II	1	20070101	20061129	BOE-A-2006-20764	
a8	Artículo 8	2	20160101	20141128	BOE-A-2014-12327	
a9	Artículo 9	1	20070101	20061129	BOE-A-2006-20764	
a10	Artículo 10	1	20070101	20061129	BOE-A-2006-20764	
a11	Artículo 11	2	20150101	20141128	BOE-A-2014-12327	
ciii	CAPÍTULO III	1	20070101	20061129	BOE-A-2006-20764	
a12	Artículo 12	1	20070101	20061129	BOE-A-2006-20764	
a13	Artículo 13	1	20070101	20061129	BOE-A-2006-20764	
a14	Artículo 14	9	20210711	20210710	BOE-A-2021-11473	
tii	TÍTULO II	1	20070101	20061129	BOE-A-2006-20764	
a15	Artículo 15	2	20100101	20091219	BOE-A-2009-20375	
tiii	TÍTULO III	1	20070101	20061129	BOE-A-2006-20764	
ci-2	CAPÍTULO I	1	20070101	20061129	BOE-A-2006-20764	
a16	Artículo 16	1	20070101	20061129	BOE-A-2006-20764	
cii-2	CAPÍTULO II	1	20070101	20061129	BOE-A-2006-20764	
s1	Sección 1	1	20070101	20061129	BOE-A-2006-20764	
a17	Artículo 17	4	20200206	20200205	BOE-A-2020-1651	
a18	Artículo 18	4	20150101	20141128	BOE-A-2014-12327	
a19	Artículo 19	2	20150101	20141128	BOE-A-2014-12327	
a20	Artículo 20	9	20180705	20180704	BOE-A-2018-9268	
s2	Sección 2	1	20070101	20061129	BOE-A-2006-20764	
a21	Artículo 21	1	20070101	20061129	BOE-A-2006-20764	
