bloque	titulo	redacciones	vigencia	publicacion	norma	aviso
preambulo		1	20030516	20021115	BOE-A-2002-22188	
ci	CAPÍTULO I	1	20030516	20021115	BOE-A-2002-22188	
a1	Artículo 1	1	20030516	20021115	BOE-A-2002-22188	
a2	Artículo 2	1	20030516	20021115	BOE-A-2002-22188	
a3	Artículo 3	1	20030516	20021115	BOE-A-2002-22188	
cii	CAPÍTULO II	1	20030516	20021115	BOE-A-2002-22188	
a4	Artículo 4	1	20030516	20021115	BOE-A-2002-22188	
a5	Artículo 5	1	20030516	20021115	BOE-A-2002-22188	
a6	Artículo 6	1	20030516	20021115	BOE-A-2002-22188	
ciii	CAPÍTULO III	1	20030516	20021115	BOE-A-2002-22188	
a7	Artículo 7	1	20030516	20021115	BOE-A-2002-22188	
civ	CAPÍTULO IV	1	20030516	20021115	BOE-A-2002-22188	
a8	Artículo 8	1	20030516	20021115	BOE-A-2002-22188	
a9	Artículo 9	6	20150923	20150922	BOE-A-2015-10141	
a10	Artículo 10	1	20030516	20021115	BOE-A-2002-22188	
a11	Artículo 11	1	20030516	20021115	BOE-A-2002-22188	
a12	Artículo 12	1	20030516	20021115	BOE-A-2002-22188	
a13	Artículo 13	1	20030516	20021115	BOE-A-2002-22188	
cv	CAPÍTULO V	1	20030516	20021115	BOE-A-2002-22188	
a14	Artículo 14	1	20030516	20021115	BOE-A-2002-22188	
a15	Artículo 15	3	20210625	20210605	BOE-A-2021-9347	
a16	Artículo 16	3	20181207	20181206	BOE-A-2018-16673	
a17	Artículo 17	2	20151015	20150714	BOE-A-2015-7851	
a18	Artículo 18	1	20030516	20021115	BOE-A-2002-22188	
a19	Artículo 19	1	20030516	20021115	BOE-A-2002-22188	
cvi	CAPÍTULO VI	1	20030516	20021115	BOE-A-2002-22188	
a20	Artículo 20	1	20030516	20021115	BOE-A-2002-22188	
a21	Artículo 21	1	20030516	20021115	BOE-A-2002-22188	
a22	Artículo 22	1	20030516	20021115	BOE-A-2002-22188	
a23	Artículo 23	1	20030516	20021115	BOE-A-2002-22188	
daprimera	Disposición adicional primera	1	20030516	20021115	BOE-A-2002-22188	
dasegunda	Disposición adicional segunda	1	20030516	20021115	BOE-A-2002-22188	
datercera	Disposición adicional tercera	1	20030516	20021115	BOE-A-2002-22188	
dacuarta	Disposición adicional cuarta	1	20030516	20021115	BOE-A-2002-22188	
daquinta	Disposición adicional quinta	1	20030516	20021115	BOE-A-2002-22188	
dasexta	Disposición adicional sexta	1	20030516	20021115	BOE-A-2002-22188	
dtunica	Disposición transitoria única	1	20030516	20021115	BOE-A-2002-22188	
ddunica	Disposición derogatoria única	1	20030516	20021115	BOE-A-2002-22188	
dfunica	Disposición final única	1	20030516	20021115	BOE-A-2002-22188	
firma		1	20030516	20021115	BOE-A-2002-22188	
