bloque	titulo	redacciones	vigencia	publicacion	norma	aviso
preambulo		1	20060607	20060606	BOE-A-2006-9958	
ti	TÍTULO I	1	20060607	20060606	BOE-A-2006-9958	
a1	Artículo 1	1	20060607	20060606	BOE-A-2006-9958	
a2	Artículo 2	1	20060607	20060606	BOE-A-2006-9958	
a3	Artículo 3	2	20100501	20100401	BOE-A-2010-5292	
a4	Artículo 4	3	20220709	20220708	BOE-A-2022-11311	
tii	TÍTULO II	1	20060607	20060606	BOE-A-2006-9958	
ci	CAPÍTULO I	1	20060607	20060606	BOE-A-2006-9958	
a5	Artículo 5	1	20060607	20060606	BOE-A-2006-9958	
a6	Artículo 6	1	20060607	20060606	BOE-A-2006-9958	
a7	Artículo 7	3	20100501	20100401	BOE-A-2010-5292	
a8	Artículo 8	1	20060607	20060606	BOE-A-2006-9958	
cii	CAPÍTULO II	1	20060607	20060606	BOE-A-2006-9958	
a9	Artículo 9	1	20060607	20060606	BOE-A-2006-9958	
si	Sección I	1	20060607	20060606	BOE-A-2006-9958	
a10	Artículo 10	4	20171001	20170930	BOE-A-2017-11091	
a11	Artículo 11	5	20171001	20170930	BOE-A-2017-11091	
a12	Artículo 12	4	20171001	20170930	BOE-A-2017-11091	
a13	Artículo 13	1	20060607	20060606	BOE-A-2006-9958	
a14	Artículo 14	1	20060607	20060606	BOE-A-2006-9958	
a15	Artículo 15	3	20120421	20120421	BOE-A-2012-5338	
a16	Artículo 16	4	20100501	20100401	BOE-A-2010-5292	
a17	Artículo 17	1	20060607	20060606	BOE-A-2006-9958	
a18	Artículo 18	1	20060607	20060606	BOE-A-2006-9958	
sii	Sección II	1	20060607	20060606	BOE-A-2006-9958	
a19	Artículo 19	1	20060607	20060606	BOE-A-2006-9958	
a20	Artículo 20	3	20090901	20090831	BOE-A-2009-13988	
a21	Artículo 21	1	20060607	20060606	BOE-A-2006-9958	
a22	Artículo 22	1	20060607	20060606	BOE-A-2006-9958	
siii	Sección III	1	20060607	20060606	BOE-A-2006-9958	
a23	Artículo 23	3	20120421	20120421	BOE-A-2012-5338	
a24	Artículo 24	3	20100501	20100401	BOE-A-2010-5292	
ciii	CAPÍTULO III	1	20060607	20060606	BOE-A-2006-9958	
a25	Artículo 25	2	20100501	20100401	BOE-A-2010-5292	
a26	Artículo 26	1	20060607	20060606	BOE-A-2006-9958	
a27	Artículo 27	1	20060607	20060606	BOE-A-2006-9958	
a28	Artículo 28	2	20100501	20100401	BOE-A-2010-5292	
civ	CAPÍTULO IV	1	20060607	20060606	BOE-A-2006-9958	
a29	Artículo 29	2	20100501	20100401	BOE-A-2010-5292	
a30	Artículo 30	2	20100501	20100401	BOE-A-2010-5292	
a31	Artículo 31	3	20220101	20211229	BOE-A-2021-21653	
a32	Artículo 32	2	20220709	20220708	BOE-A-2022-11311	
a33	Artículo 33	3	20100501	20100401	BOE-A-2010-5292	
a3-2	Artículo 33 bis	2				NINGUNA EN VIGOR AL CORTE
a34	Artículo 34	1	20060607	20060606	BOE-A-2006-9958	
a35	Artículo 35	2	20100501	20100401	BOE-A-2010-5292	
a36	Artículo 36	1	20060607	20060606	BOE-A-2006-9958	
a37	Artículo 37	2	20100501	20100401	BOE-A-2010-5292	
cv	CAPÍTULO V	1	20060607	20060606	BOE-A-2006-9958	
a38	Artículo 38	2	20100501	20100401	BOE-A-2010-5292	
cvi	CAPÍTULO VI	1	20060607	20060606	BOE-A-2006-9958	
a39	Artículo 39	1	20060607	20060606	BOE-A-2006-9958	
a40	Artículo 40	1	20060607	20060606	BOE-A-2006-9958	
a41	Artículo 41	1	20060607	20060606	BOE-A-2006-9958	
cvii	CAPÍTULO VII	1	20060607	20060606	BOE-A-2006-9958	
a42	Artículo 42	2	20100501	20100401	BOE-A-2010-5292	
a4-2	Artículo 43	1	20171001	20170930	BOE-A-2017-11091	
daprimera	Disposición adicional primera	1	20060607	20060606	BOE-A-2006-9958	
dasegunda	Disposición adicional segunda	1	20060607	20060606	BOE-A-2006-9958	
datercera	Disposición adicional tercera	1	20060607	20060606	BOE-A-2006-9958	
dacuarta	Disposición adicional cuarta	1	20060607	20060606	BOE-A-2006-9958	
daquinta	Disposición adicional quinta	1	20060607	20060606	BOE-A-2006-9958	
dtprimera	Disposición transitoria primera	2	20060607	20060606	BOE-A-2006-9958	
dtsegunda	Disposición transitoria segunda	1	20060607	20060606	BOE-A-2006-9958	
dttercera	Disposición transitoria tercera	2	20060607	20060606	BOE-A-2006-9958	
dtcuarta	Disposición transitoria cuarta	2	20060607	20060606	BOE-A-2006-9958	
dtquinta	Disposición transitoria quinta	1	20060607	20060606	BOE-A-2006-9958	
dtsexta	Disposición transitoria sexta	1	20060607	20060606	BOE-A-2006-9958	
ddunica	Disposición derogatoria única	1	20060607	20060606	BOE-A-2006-9958	
dfprimera	Disposición final primera	1	20060607	20060606	BOE-A-2006-9958	
dfsegunda	Disposición final segunda	1	20060607	20060606	BOE-A-2006-9958	
firma		1	20060607	20060606	BOE-A-2006-9958	
