bloque	titulo	redacciones	vigencia	publicacion	norma	aviso
no		1	19960524	19951124	BOE-A-1996-4943	
preambulo		1	19960524	19951124	BOE-A-1996-4943	
tpreliminar	TÍTULO PRELIMINAR	1	19960524	19951124	BOE-A-1995-25444	
a1	Artículo 1	2	20150701	20150331	BOE-A-2015-3439	
a2	Artículo 2	2	20150701	20150331	BOE-A-2015-3439	
a3	Artículo 3	1	19960524	19951124	BOE-A-1995-25444	
a4	Artículo 4	1	19960524	19951124	BOE-A-1995-25444	
a5	Artículo 5	1	19960524	19951124	BOE-A-1995-25444	
a6	Artículo 6	1	19960524	19951124	BOE-A-1995-25444	
a7	Artículo 7	2	20150701	20150331	BOE-A-2015-3439	
a8	Artículo 8	1	19960524	19951124	BOE-A-1995-25444	
a9	Artículo 9	2	20150701	20150331	BOE-A-2015-3439	
li	LIBRO I	2	20150701	20150331	BOE-A-2015-3439	
ti	TÍTULO I	1	19960524	19951124	BOE-A-1995-25444	
ci	CAPÍTULO I	2	20150701	20150331	BOE-A-2015-3439	
a10	Artículo 10	2	20150701	20150331	BOE-A-2015-3439	
a11	Artículo 11	2	20150701	20150331	BOE-A-2015-3439	
a12	Artículo 12	1	19960524	19951124	BOE-A-1995-25444	
a13	Artículo 13	2	20150701	20150331	BOE-A-2015-3439	
a14	Artículo 14	1	19960524	19951124	BOE-A-1995-25444	
a15	Artículo 15	2	20150701	20150331	BOE-A-2015-3439	
a16	Artículo 16	2	20150701	20150331	BOE-A-2015-3439	
a17	Artículo 17	2	20150701	20150331	BOE-A-2015-3439	
a18	Artículo 18	1	19960524	19951124	BOE-A-1995-25444	
cii	CAPÍTULO II	1	19960524	19951124	BOE-A-1995-25444	
a19	Artículo 19	1	20010113	19951124	BOE-A-1995-25444	
a20	Artículo 20	2	20150701	20150331	BOE-A-2015-3439	
ciii	CAPÍTULO III	1	19960524	19951124	BOE-A-1995-25444	
a21	Artículo 21	2	20101223	20100623	BOE-A-2010-9953	
civ	CAPÍTULO IV	1	19960524	19951124	BOE-A-1995-25444	
a22	Artículo 22	6	20220714	20220713	BOE-A-2022-11588	
cv	CAPÍTULO V	1	19960524	19951124	BOE-A-1995-25444	
a23	Artículo 23	2	20031001	20030930	BOE-A-2003-18088	
cvi	CAPÍTULO VI	1	19960524	19951124	BOE-A-1995-25444	
