bloque	titulo	redacciones	vigencia	publicacion	norma	aviso
no		2	20050116	20041217	BOE-A-2004-21216	
preambulo		1	20050116	20041217	BOE-A-2004-21216	
aunico	Artículo único	1	20050116	20041217	BOE-A-2004-21216	
daprimera	Disposición adicional primera	1	20050116	20041217	BOE-A-2004-21216	
dasegunda	Disposición adicional segunda	1	20050116	20041217	BOE-A-2004-21216	
dtunica	Disposición transitoria única	1	20050116	20041217	BOE-A-2004-21216	
dfprimera	Disposición final primera	1	20050116	20041217	BOE-A-2004-21216	
dfsegunda	Disposición final segunda	1	20050116	20041217	BOE-A-2004-21216	
dftercera	Disposición final tercera	1	20050116	20041217	BOE-A-2004-21216	
firma		1	20050116	20041217	BOE-A-2004-21216	
reglamento	REGLAMENTO	1	20050116	20041217	BOE-A-2004-21216	
ci	CAPÍTULO I	1	20050116	20041217	BOE-A-2004-21216	
a1	Artículo 1	1	20050116	20041217	BOE-A-2004-21216	
a2	Artículo 2	1	20050116	20041217	BOE-A-2004-21216	
a3	Artículo 3	1	20050116	20041217	BOE-A-2004-21216	
cii	CAPÍTULO II	1	20050116	20041217	BOE-A-2004-21216	
a4	Artículo 4	2	20100523	20100522	BOE-A-2010-8190	
a5	Artículo 5	2	20100523	20100522	BOE-A-2010-8190	
ciii	CAPÍTULO III	1	20050116	20041217	BOE-A-2004-21216	
a6	Artículo 6	1	20050116	20041217	BOE-A-2004-21216	
a7	Artículo 7	1	20050116	20041217	BOE-A-2004-21216	
a8	Artículo 8	1	20050116	20041217	BOE-A-2004-21216	
a9	Artículo 9	1	20050116	20041217	BOE-A-2004-21216	
civ	CAPÍTULO IV	1	20050116	20041217	BOE-A-2004-21216	
a10	Artículo 10	1	20050116	20041217	BOE-A-2004-21216	
a11	Artículo 11	1	20050116	20041217	BOE-A-2004-21216	
cv	CAPÍTULO V	1	20050116	20041217	BOE-A-2004-21216	
a12	Artículo 12	1	20050116	20041217	BOE-A-2004-21216	
a13	Artículo 13	1	20050116	20041217	BOE-A-2004-21216	
a14	Artículo 14	1	20050116	20041217	BOE-A-2004-21216	
a15	Artículo 15	2	20050116	20041217	BOE-A-2004-21216	
a16	Artículo 16	1	20050116	20041217	BOE-A-2004-21216	
cvi	CAPÍTULO VI	1	20050116	20041217	BOE-A-2004-21216	
a17	Artículo 17	1	20050116	20041217	BOE-A-2004-21216	
ani	ANEXO I	1	20050116	20041217	BOE-A-2004-21216	
anii	ANEXO II	1	20050116	20041217	BOE-A-2004-21216	
aniii	ANEXO III	1	20050116	20041217	BOE-A-2004-21216	
aniv	ANEXO IV	1	20050116	20041217	BOE-A-2004-21216	
