bloque	titulo	redacciones	vigencia	publicacion	norma	aviso
preambulo		2	20100523	20100522	BOE-A-2010-8190	
pr		1	20080919	20080319	BOE-A-2008-5269	
aunico	Artículo único	1	20080919	20080319	BOE-A-2008-5269	
daprimera	Disposición adicional primera	1	20100523	20100522	BOE-A-2010-8190	
dasegunda	Disposición adicional segunda	1	20100523	20100522	BOE-A-2010-8190	
datercera	Disposición adicional tercera	1	20100523	20100522	BOE-A-2010-8190	
dacuaa	Disposición adicional cuarta	1	20100523	20100522	BOE-A-2010-8190	
dtprimera	Disposición transitoria primera	1	20080919	20080319	BOE-A-2008-5269	
dtsegunda	Disposición transitoria segunda	1	20080919	20080319	BOE-A-2008-5269	
dttercera	Disposición transitoria tercera	2	20100523	20100522	BOE-A-2010-8190	
dtcuaa	Disposición transitoria cuarta	2	20100523	20100522	BOE-A-2010-8190	
ddunica	Disposición derogatoria única	1	20080919	20080319	BOE-A-2008-5269	
dfprimera	Disposición final primera	1	20080919	20080319	BOE-A-2008-5269	
dfsegunda	Disposición final segunda	1	20080919	20080319	BOE-A-2008-5269	
dftercera	Disposición final tercera	1	20080919	20080319	BOE-A-2008-5269	
firma		1	20080919	20080319	BOE-A-2008-5269	
reglamento	REGLAMENTO	1	20080919	20080319	BOE-A-2008-5269	
ci	CAPÍTULO I	1	20080919	20080319	BOE-A-2008-5269	
a1	Artículo 1	1	20080919	20080319	BOE-A-2008-5269	
a2	Artículo 2	1	20080919	20080319	BOE-A-2008-5269	
a3	Artículo 3	1	20080919	20080319	BOE-A-2008-5269	
a4	Artículo 4	1	20080919	20080319	BOE-A-2008-5269	
a5	Artículo 5	1	20080919	20080319	BOE-A-2008-5269	
a6	Artículo 6	1	20080919	20080319	BOE-A-2008-5269	
a7	Artículo 7	2	20080919	20080319	BOE-A-2008-5269	
a8	Artículo 8	1	20080919	20080319	BOE-A-2008-5269	
a9	Artículo 9	2	20200701	20200620	BOE-A-2020-6472	
a10	Artículo 10	2	20200701	20200620	BOE-A-2020-6472	
a11	Artículo 11	1	20080919	20080319	BOE-A-2008-5269	
a12	Artículo 12	1	20080919	20080319	BOE-A-2008-5269	
a13	Artículo 13	3	20200701	20200620	BOE-A-2020-6472	
a14	Artículo 14	1	20080919	20080319	BOE-A-2008-5269	
cii	CAPÍTULO II	1	20080919	20080319	BOE-A-2008-5269	
a15	Artículo 15	2	20200701	20200620	BOE-A-2020-6472	
a16	Artículo 16	2	20100523	20100522	BOE-A-2010-8190	
a17	Artículo 17	1	20080919	20080319	BOE-A-2008-5269	
a18	Artículo 18	2	20100523	20100522	BOE-A-2010-8190	
ciii	CAPÍTULO III	1	20080919	20080319	BOE-A-2008-5269	
a19	Artículo 19	2	20100523	20100522	BOE-A-2010-8190	
a20	Artículo 20	2	20100523	20100522	BOE-A-2010-8190	
a21	Artículo 21	1	20080919	20080319	BOE-A-2008-5269	
itclat01	ITC-LAT 01	1	20080919	20080319	BOE-A-2008-5269	
itclat02	ITC-LAT 02	2	20210430	20210429	BOE-A-2021-7034	
itclat03	ITC-LAT 03	5	20210701	20210428	BOE-A-2021-6879	
itclat04	ITC-LAT 04	3	20200701	20200620	BOE-A-2020-6472	
itclat05	ITC-LAT 05	3	20200701	20200620	BOE-A-2020-6472	
itclat06	ITC-LAT 06	1	20080919	20080319	BOE-A-2008-5269	
itclat07	ITC-LAT 07	1	20080919	20080319	BOE-A-2008-5269	
itclat08	ITC-LAT 08	1	20080919	20080319	BOE-A-2008-5269	
itclat09	ITC-LAT 09	2	20220102	20211011	BOE-A-2021-16407	
ir	[Información relacionada]	1	20080919	20080319	BOE-A-2008-5269	
