bloque	titulo	redacciones	vigencia	publicacion	norma	aviso
preambulo		1	19851231	19851211	BOE-A-1985-25787	
art.1	Artículo 1	1	19851231	19851211	BOE-A-1985-25787	
art2	Artículo 2	1	19851231	19851211	BOE-A-1985-25787	
daprimera	Disposición adicional primera	1	20100523	20100522	BOE-A-2010-8190	
dasegunda	Disposición adicional segunda	1	20100523	20100522	BOE-A-2010-8190	
datercera	Disposición adicional tercera	1	20100523	20100522	BOE-A-2010-8190	
dacuarta	Disposición adicional cuarta	1	20100523	20100522	BOE-A-2010-8190	
dt	Disposición transitoria	1	19851231	19851211	BOE-A-1985-25787	
primera	Disposición final primera	1	19851231	19851211	BOE-A-1985-25787	
segunda	Disposición final segunda	1	19851231	19851211	BOE-A-1985-25787	
tercera	Disposición final tercera	1	19851231	19851211	BOE-A-1985-25787	
firma		1	19851231	19851211	BOE-A-1985-25787	
an	ANEXO	1	19851231	19851211	BOE-A-1985-25787	
cprimero	CAPÍTULO PRIMERO	1	19851231	19851211	BOE-A-1985-25787	
art1	Artículo 1	2	19990630	19970930	BOE-A-1997-20731	
art2-2	Artículo 2	2	19990630	19970930	BOE-A-1997-20731	
art3	Artículo 3	2	19990630	19970930	BOE-A-1997-20731	
cii	CAPÍTULO II	1	19851231	19851211	BOE-A-1985-25787	
art4	Artículo 4	2	19990630	19970930	BOE-A-1997-20731	
art5	Artículo 5	2	19990630	19970930	BOE-A-1997-20731	
art6	Artículo 6	2	19990630	19970930	BOE-A-1997-20731	
ciii	CAPÍTULO III	1	19851231	19851211	BOE-A-1985-25787	
art7	Artículo 7	2	19990630	19970930	BOE-A-1997-20731	
art8	Artículo 8	3	20100523	20100522	BOE-A-2010-8190	
art9	Artículo 9	2	19990630	19970930	BOE-A-1997-20731	
art10	Artículo 10	3	20130223	20130222	BOE-A-2013-1969	
art11	Artículo 11	1	19851231	19851211	BOE-A-1985-25787	
art12	Artículo 12	2	20100523	20100522	BOE-A-2010-8190	
art13	Artículo 13	2	20100523	20100522	BOE-A-2010-8190	
art14	Artículo 14	1	19851231	19851211	BOE-A-1985-25787	
art15	Artículo 15	1	19851231	19851211	BOE-A-1985-25787	
civ	CAPÍTULO IV	1	19851231	19851211	BOE-A-1985-25787	
art16	Artículo 16	3	20100523	20100522	BOE-A-2010-8190	
art17	Artículo 17	3	20100523	20100522	BOE-A-2010-8190	
art18	Artículo 18	2	19990630	19970930	BOE-A-1997-20731	
art19	Artículo 19	1	19851231	19851211	BOE-A-1985-25787	
cv	CAPÍTULO V	1	19851231	19851211	BOE-A-1985-25787	
art20	Artículo 20	3	20100523	20100522	BOE-A-2010-8190	
art21	Artículo 21	3	20100523	20100522	BOE-A-2010-8190	
art22	Artículo 22	3	20100523	20100522	BOE-A-2010-8190	
cvi	CAPÍTULO VI	1	19851231	19851211	BOE-A-1985-25787	
art23	Artículo 23	1	19851231	19851211	BOE-A-1985-25787	
ir	[Información relacionada]	1	19851231	19851211	BOE-A-1985-25787	
