bloque	titulo	redacciones	vigencia	publicacion	norma	aviso
preambulo		1	20070401	20070331	BOE-A-2007-6820	
aunico	Artículo único	1	20070401	20070331	BOE-A-2007-6820	
daunica	Disposición adicional única	1	20070401	20070331	BOE-A-2007-6820	
dtprimera	Disposición transitoria primera	1	20070401	20070331	BOE-A-2007-6820	
dtsegunda	Disposición transitoria segunda	1	20070401	20070331	BOE-A-2007-6820	
dttercera	Disposición transitoria tercera	1	20070401	20070331	BOE-A-2007-6820	
ddunica	Disposición derogatoria única	1	20070401	20070331	BOE-A-2007-6820	
dfprimera	Disposición final primera	1	20070401	20070331	BOE-A-2007-6820	
dfsegunda	Disposición final segunda	1	20070401	20070331	BOE-A-2007-6820	
firma		1	20070401	20070331	BOE-A-2007-6820	
reglamento	REGLAMENTO	1	20070401	20070331	BOE-A-2007-6820	
ti	TÍTULO I	1	20070401	20070331	BOE-A-2007-6820	
ci	CAPÍTULO I	1	20070401	20070331	BOE-A-2007-6820	
a1	Artículo 1	2	20150712	20150711	BOE-A-2015-7770	
a2	Artículo 2	3	20180101	20171230	BOE-A-2017-15842	
a3	Artículo 3	1	20070401	20070331	BOE-A-2007-6820	
a4	Artículo 4	1	20070401	20070331	BOE-A-2007-6820	
a5	Artículo 5	1	20070401	20070331	BOE-A-2007-6820	
a6	Artículo 6	1	20070401	20070331	BOE-A-2007-6820	
cii	CAPÍTULO II	1	20070401	20070331	BOE-A-2007-6820	
a7	Artículo 7	1	20070401	20070331	BOE-A-2007-6820	
tii	TÍTULO II	1	20070401	20070331	BOE-A-2007-6820	
ci-2	CAPÍTULO I	1	20070401	20070331	BOE-A-2007-6820	
a8	Artículo 8	1	20070401	20070331	BOE-A-2007-6820	
cii-2	CAPÍTULO II	1	20070401	20070331	BOE-A-2007-6820	
s1	Sección 1	1	20070401	20070331	BOE-A-2007-6820	
a9	Artículo 9	3	20081119	20081118	BOE-A-2008-18548	
a10	Artículo 10	1	20070401	20070331	BOE-A-2007-6820	
a11	Artículo 11	5	20150712	20150711	BOE-A-2015-7770	
a12	Artículo 12	2	20150712	20150711	BOE-A-2015-7770	
s2	Sección 2	1	20070401	20070331	BOE-A-2007-6820	
ss1	Subsección 1	1	20070401	20070331	BOE-A-2007-6820	
a13	Artículo 13	2	20201224	20201223	BOE-A-2020-16823	
a14	Artículo 14	1	20070401	20070331	BOE-A-2007-6820	
a15	Artículo 15	2	20150712	20150711	BOE-A-2015-7770	
a16	Artículo 16	2	20150712	20150711	BOE-A-2015-7770	
ss2	Subsección 2	1	20070401	20070331	BOE-A-2007-6820	
a17	Artículo 17	1	20070401	20070331	BOE-A-2007-6820	
