bloque	titulo	redacciones	vigencia	publicacion	norma	aviso
pr	[preambulo]	1	20160730	20160729	BOE-A-2016-7303	
ar	Artículo 1	1	20160730	20160729	BOE-A-2016-7303	
ar-2	Artículo 2	1	20160730	20160729	BOE-A-2016-7303	
ar-3	Artículo 3	1	20160730	20160729	BOE-A-2016-7303	
ar-4	Artículo 4	1	20160730	20160729	BOE-A-2016-7303	
ar-5	Artículo 5	1	20160730	20160729	BOE-A-2016-7303	
ar-6	Artículo 6	1	20160730	20160729	BOE-A-2016-7303	
ar-7	Artículo 7	1	20160730	20160729	BOE-A-2016-7303	
ar-8	Artículo 8	1	20160730	20160729	BOE-A-2016-7303	
ar-9	Artículo 9	1	20160730	20160729	BOE-A-2016-7303	
ar-10	Artículo 10	1	20160730	20160729	BOE-A-2016-7303	
ar-11	Artículo 11	1	20160730	20160729	BOE-A-2016-7303	
ar-12	Artículo 12	1	20160730	20160729	BOE-A-2016-7303	
da	Disposición adicional única	1	20160730	20160729	BOE-A-2016-7303	
df	Disposición final primera	1	20160730	20160729	BOE-A-2016-7303	
df-2	Disposición final segunda	1	20160730	20160729	BOE-A-2016-7303	
df-3	Disposición final tercera	1	20160730	20160729	BOE-A-2016-7303	
df-4	Disposición final cuarta	1	20160730	20160729	BOE-A-2016-7303	
fi	[firma]	1	20160730	20160729	BOE-A-2016-7303	
ai	ANEXO I	1	20160730	20160729	BOE-A-2016-7303	
ai-2	ANEXO II	1	20160730	20160729	BOE-A-2016-7303	
ai-3	ANEXO III	1	20160730	20160729	BOE-A-2016-7303	
