bloque	titulo	redacciones	vigencia	publicacion	norma	aviso
preambulo		1	19820603	19820514	BOE-A-1982-11196	
ci	CAPITULO I	1	19820603	19820514	BOE-A-1982-11196	
aprimero	Artículo primero	2	19960524	19951124	BOE-A-1995-25444	
asegundo	Artículo segundo	3	19900215	19900215	BOE-A-1990-3964	
atercero	Artículo tercero	1	19820603	19820514	BOE-A-1982-11196	
acuarto	Artículo cuarto	2	20101223	20100623	BOE-A-2010-9953	
aquinto	Artículo quinto	1	19820603	19820514	BOE-A-1982-11196	
asexto	Artículo sexto	1	19820603	19820514	BOE-A-1982-11196	
cii	CAPITULO II	1	19820603	19820514	BOE-A-1982-11196	
aseptimo	Artículo séptimo	3	20101223	20100623	BOE-A-2010-9953	
aoctavo	Artículo octavo	1	19820603	19820514	BOE-A-1982-11196	
anoveno	Artículo noveno	2	20101223	20100623	BOE-A-2010-9953	
dd	DISPOSICIÓN DEROGATORIA	1	19820603	19820514	BOE-A-1982-11196	
dt	DISPOSICIONES TRANSITORIAS	1	19820603	19820514	BOE-A-1982-11196	
primera	Primera	2	19930131	19921031	BOE-A-1992-24189	
segunda	Segunda	1	19820603	19820514	BOE-A-1982-11196	
firma		1	19820603	19820514	BOE-A-1982-11196	
