bloque	titulo	redacciones	vigencia	publicacion	norma	aviso
pr	[preambulo]	1	20210711	20210710	BOE-A-2021-11472	
ci	CAPÍTULO I	1	20210711	20210710	BOE-A-2021-11472	
a1	Artículo 1	1	20210711	20210710	BOE-A-2021-11472	
a2	Artículo 2	1	20210711	20210710	BOE-A-2021-11472	
a3	Artículo 3	1	20210711	20210710	BOE-A-2021-11472	
a4	Artículo 4	1	20210711	20210710	BOE-A-2021-11472	
ci-2	CAPÍTULO II	1	20210711	20210710	BOE-A-2021-11472	
s1	Sección 1	1	20210711	20210710	BOE-A-2021-11472	
a5	Artículo 5	1	20210711	20210710	BOE-A-2021-11472	
s2	Sección 2	1	20210711	20210710	BOE-A-2021-11472	
a6	Artículo 6	1	20210711	20210710	BOE-A-2021-11472	
a7	Artículo 7	1	20210711	20210710	BOE-A-2021-11472	
a8	Artículo 8	1	20210711	20210710	BOE-A-2021-11472	
ci-3	CAPÍTULO III	1	20210711	20210710	BOE-A-2021-11472	
s1-2	Sección 1	1	20210711	20210710	BOE-A-2021-11472	
a9	Artículo 9	1	20210711	20210710	BOE-A-2021-11472	
a1-2	Artículo 10	1	20210711	20210710	BOE-A-2021-11472	
s2-2	Sección 2	1	20210711	20210710	BOE-A-2021-11472	
a1-3	Artículo 11	1	20210711	20210710	BOE-A-2021-11472	
a1-4	Artículo 12	1	20210711	20210710	BOE-A-2021-11472	
s3	Sección 3	1	20210711	20210710	BOE-A-2021-11472	
a1-5	Artículo 13	1	20210711	20210710	BOE-A-2021-11472	
a1-6	Artículo 14	1	20210711	20210710	BOE-A-2021-11472	
s4	Sección 4	1	20210711	20210710	BOE-A-2021-11472	
a1-7	Artículo 15	1	20210711	20210710	BOE-A-2021-11472	
a1-8	Artículo 16	1	20210711	20210710	BOE-A-2021-11472	
s5	Sección 5	1	20210711	20210710	BOE-A-2021-11472	
a1-9	Artículo 17	1	20210711	20210710	BOE-A-2021-11472	
a1-10	Artículo 18	1	20210711	20210710	BOE-A-2021-11472	
s6	Sección 6	1	20210711	20210710	BOE-A-2021-11472	
a1-11	Artículo 19	1	20210711	20210710	BOE-A-2021-11472	
ci-4	CAPÍTULO IV	1	20210711	20210710	BOE-A-2021-11472	
a2-2	Artículo 20	1	20210711	20210710	BOE-A-2021-11472	
a2-3	Artículo 21	1	20210711	20210710	BOE-A-2021-11472	
a2-4	Artículo 22	1	20210711	20210710	BOE-A-2021-11472	
da	Disposición adicional primera	1	20210711	20210710	BOE-A-2021-11472	
da-2	Disposición adicional segunda	1	20210711	20210710	BOE-A-2021-11472	
da-3	Disposición adicional tercera	1	20210711	20210710	BOE-A-2021-11472	
da-4	Disposición adicional cuarta	1	20210711	20210710	BOE-A-2021-11472	
da-5	Disposición adicional quinta	1	20210711	20210710	BOE-A-2021-11472	
da-6	Disposición adicional sexta	1	20210711	20210710	BOE-A-2021-11472	
da-7	Disposición adicional séptima	1	20210711	20210710	BOE-A-2021-11472	
da-8	Disposición adicional octava	1	20210711	20210710	BOE-A-2021-11472	
dt	Disposición transitoria primera	1	20210711	20210710	BOE-A-2021-11472	
dt-2	Disposición transitoria segunda	1	20210711	20210710	BOE-A-2021-11472	
dt-3	Disposición transitoria tercera	1	20210711	20210710	BOE-A-2021-11472	
dt-4	Disposición transitoria cuarta	1	20210711	20210710	BOE-A-2021-11472	
df	Disposición final primera	1	20210711	20210710	BOE-A-2021-11472	
df-2	Disposición final segunda	1	20210711	20210710	BOE-A-2021-11472	
df-3	Disposición final tercera	1	20210711	20210710	BOE-A-2021-11472	
df-4	Disposición final cuarta	1	20210711	20210710	BOE-A-2021-11472	
df-5	Disposición final quinta	1	20210711	20210710	BOE-A-2021-11472	
df-6	Disposición final sexta	1	20210711	20210710	BOE-A-2021-11472	
df-7	Disposición final séptima	1	20210711	20210710	BOE-A-2021-11472	
df-8	Disposición final octava	1	20210711	20210710	BOE-A-2021-11472	
df-9	Disposición final novena	1	20210711	20210710	BOE-A-2021-11472	
df-10	Disposición final décima	1	20210711	20210710	BOE-A-2021-11472	
df-11	Disposición final undécima	1	20210711	20210710	BOE-A-2021-11472	
df-12	Disposición final duodécima	1	20210711	20210710	BOE-A-2021-11472	
df-13	Disposición final decimotercera	1	20210711	20210710	BOE-A-2021-11472	
df-14	Disposición final decimocuarta	1	20210711	20210710	BOE-A-2021-11472	
fi	[firma]	1	20210711	20210710	BOE-A-2021-11472	
an	ANEXO	1	20210711	20210710	BOE-A-2021-11472	
ir	[Información relacionada]	1	20210711	20210710	BOE-A-2021-11472	
