bloque	titulo	redacciones	vigencia	publicacion	norma	aviso
pr	[preambulo]	1	20220505	20220504	BOE-A-2022-7191	
ci	CAPÍTULO I	1	20220505	20220504	BOE-A-2022-7191	
a1	Artículo 1	1	20220505	20220504	BOE-A-2022-7191	
a2	Artículo 2	1	20220505	20220504	BOE-A-2022-7191	
a3	Artículo 3	1	20220505	20220504	BOE-A-2022-7191	
a4	Artículo 4	1	20220505	20220504	BOE-A-2022-7191	
ci-2	CAPÍTULO II	1	20220505	20220504	BOE-A-2022-7191	
a5	Artículo 5	1	20220505	20220504	BOE-A-2022-7191	
a6	Artículo 6	1	20220505	20220504	BOE-A-2022-7191	
a7	Artículo 7	1	20220505	20220504	BOE-A-2022-7191	
a8	Artículo 8	1	20220505	20220504	BOE-A-2022-7191	
a9	Artículo 9	1	20220505	20220504	BOE-A-2022-7191	
a1-2	Artículo 10	1	20220505	20220504	BOE-A-2022-7191	
a1-3	Artículo 11	1	20220505	20220504	BOE-A-2022-7191	
ci-3	CAPÍTULO III	1	20220505	20220504	BOE-A-2022-7191	
a1-4	Artículo 12	1	20220505	20220504	BOE-A-2022-7191	
a1-5	Artículo 13	1	20220505	20220504	BOE-A-2022-7191	
a1-6	Artículo 14	1	20220505	20220504	BOE-A-2022-7191	
a1-7	Artículo 15	1	20220505	20220504	BOE-A-2022-7191	
a1-8	Artículo 16	1	20220505	20220504	BOE-A-2022-7191	
a1-9	Artículo 17	1	20220505	20220504	BOE-A-2022-7191	
a1-10	Artículo 18	1	20220505	20220504	BOE-A-2022-7191	
a1-11	Artículo 19	1	20220505	20220504	BOE-A-2022-7191	
a2-2	Artículo 20	1	20220505	20220504	BOE-A-2022-7191	
a2-3	Artículo 21	1	20220505	20220504	BOE-A-2022-7191	
a2-4	Artículo 22	1	20220505	20220504	BOE-A-2022-7191	
a2-5	Artículo 23	1	20220505	20220504	BOE-A-2022-7191	
a2-6	Artículo 24	1	20220505	20220504	BOE-A-2022-7191	
a2-7	Artículo 25	1	20220505	20220504	BOE-A-2022-7191	
a2-8	Artículo 26	1	20220505	20220504	BOE-A-2022-7191	
a2-9	Artículo 27	1	20220505	20220504	BOE-A-2022-7191	
a2-10	Artículo 28	1	20220505	20220504	BOE-A-2022-7191	
a2-11	Artículo 29	1	20220505	20220504	BOE-A-2022-7191	
a3-2	Artículo 30	1	20220505	20220504	BOE-A-2022-7191	
ci-4	CAPÍTULO IV	1	20220505	20220504	BOE-A-2022-7191	
a3-3	Artículo 31	1	20220505	20220504	BOE-A-2022-7191	
a3-4	Artículo 32	1	20220505	20220504	BOE-A-2022-7191	
a3-5	Artículo 33	1	20220505	20220504	BOE-A-2022-7191	
a3-6	Artículo 34	1	20220505	20220504	BOE-A-2022-7191	
cv	CAPÍTULO V	1	20220505	20220504	BOE-A-2022-7191	
a3-7	Artículo 35	1	20220505	20220504	BOE-A-2022-7191	
a3-8	Artículo 36	1	20220505	20220504	BOE-A-2022-7191	
a3-9	Artículo 37	1	20220505	20220504	BOE-A-2022-7191	
a3-10	Artículo 38	1	20220505	20220504	BOE-A-2022-7191	
cv-2	CAPÍTULO VI	1	20220505	20220504	BOE-A-2022-7191	
a3-11	Artículo 39	1	20220505	20220504	BOE-A-2022-7191	
cv-3	CAPÍTULO VII	1	20220505	20220504	BOE-A-2022-7191	
a4-2	Artículo 40	1	20220505	20220504	BOE-A-2022-7191	
a4-3	Artículo 41	1	20220505	20220504	BOE-A-2022-7191	
da	Disposición adicional primera	1	20220505	20220504	BOE-A-2022-7191	
da-2	Disposición adicional segunda	2	20220505	20220504	BOE-A-2022-7191	
da-3	Disposición adicional tercera	1	20220505	20220504	BOE-A-2022-7191	
dt	Disposición transitoria única	1	20220505	20220504	BOE-A-2022-7191	
dd	Disposición derogatoria única	1	20220505	20220504	BOE-A-2022-7191	
df	Disposición final primera	1	20220505	20220504	BOE-A-2022-7191	
df-2	Disposición final segunda	1	20220505	20220504	BOE-A-2022-7191	
df-3	Disposición final tercera	1	20220505	20220504	BOE-A-2022-7191	
fi	[firma]	1	20220505	20220504	BOE-A-2022-7191	
ai	ANEXO I	1	20220505	20220504	BOE-A-2022-7191	
ai-2	ANEXO II	1	20220505	20220504	BOE-A-2022-7191	
ai-3	ANEXO III	1	20220505	20220504	BOE-A-2022-7191	
ai-4	ANEXO IV	1	20220505	20220504	BOE-A-2022-7191	
