bloque	titulo	redacciones	vigencia	publicacion	norma	aviso
preambulo		1	19970723	19970423	BOE-A-1997-8669	
ci	CAPÍTULO I	1	19970723	19970423	BOE-A-1997-8669	
a1	Artículo 1	1	19970723	19970423	BOE-A-1997-8669	
a2	Artículo 2	1	19970723	19970423	BOE-A-1997-8669	
cii	CAPÍTULO II	1	19970723	19970423	BOE-A-1997-8669	
a3	Artículo 3	1	19970723	19970423	BOE-A-1997-8669	
a4	Artículo 4	1	19970723	19970423	BOE-A-1997-8669	
a5	Artículo 5	1	19970723	19970423	BOE-A-1997-8669	
a6	Artículo 6	1	19970723	19970423	BOE-A-1997-8669	
a7	Artículo 7	1	19970723	19970423	BOE-A-1997-8669	
a8	Artículo 8	1	19970723	19970423	BOE-A-1997-8669	
a9	Artículo 9	1	19970723	19970423	BOE-A-1997-8669	
a10	Artículo 10	1	19970723	19970423	BOE-A-1997-8669	
a11	Artículo 11	1	19970723	19970423	BOE-A-1997-8669	
a12	Artículo 12	1	19970723	19970423	BOE-A-1997-8669	
da	Disposición adicional única	1				NINGUNA EN VIGOR AL CORTE
ddunica	Disposición derogatoria única	1	19970723	19970423	BOE-A-1997-8669	
dfprimera	Disposición final primera	1	19970723	19970423	BOE-A-1997-8669	
dfsegunda	Disposición final segunda	1	19970723	19970423	BOE-A-1997-8669	
dftercera	Disposición final tercera	1	19970723	19970423	BOE-A-1997-8669	
firma		1	19970723	19970423	BOE-A-1997-8669	
ans	ANEXOS	1	19970723	19970423	BOE-A-1997-8669	
ani	ANEXO I	2	20041203	20041113	BOE-A-2004-19311	
anii	ANEXO II	1	19970723	19970423	BOE-A-1997-8669	
aniii	ANEXO III	2	19970723	19970423	BOE-A-1997-8669	
aniv	ANEXO IV	1	19970723	19970423	BOE-A-1997-8669	
anv	ANEXO V	1	19970723	19970423	BOE-A-1997-8669	
anvi	ANEXO VI	1	19970723	19970423	BOE-A-1997-8669	
