bloque	titulo	redacciones	vigencia	publicacion	norma	aviso
co		1	20111209	20111208	BOE-A-2011-19242	
preambulo		1	20111209	20111208	BOE-A-2011-19242	
ci	CAPÍTULO I	1	20111209	20111208	BOE-A-2011-19242	
a1	Artículo 1	1	20111209	20111208	BOE-A-2011-19242	
a2	Artículo 2	2	20221020	20221019	BOE-A-2022-17040	
a3	Artículo 3	1	20111209	20111208	BOE-A-2011-19242	
cii	CAPÍTULO II	1	20111209	20111208	BOE-A-2011-19242	
a4	Artículo 4	3	20201231	20201230	BOE-A-2020-17278	
a5	Artículo 5	2	20201231	20201230	BOE-A-2020-17278	
a6	Artículo 6	1	20111209	20111208	BOE-A-2011-19242	
a7	Artículo 7	1	20111209	20111208	BOE-A-2011-19242	
a8	Artículo 8	2	20151011	20151010	BOE-A-2015-10927	
a9	Artículo 9	1	20111209	20111208	BOE-A-2011-19242	
ciii	CAPÍTULO III	1	20111209	20111208	BOE-A-2011-19242	
a10	Artículo 10	1	20111209	20111208	BOE-A-2011-19242	
a11	Artículo 11	2	20151011	20151010	BOE-A-2015-10927	
a12	Artículo 12	3	20200709	20200708	BOE-A-2020-7439	
a13	Artículo 13	3	20190407	20190406	BOE-A-2019-5089	
a14	Artículo 14	3	20200709	20200708	BOE-A-2020-7439	
a15	Artículo 15	1	20111209	20111208	BOE-A-2011-19242	
a16	Artículo 16	1	20111209	20111208	BOE-A-2011-19242	
a17	Artículo 17	1	20111209	20111208	BOE-A-2011-19242	
civ	CAPÍTULO IV	1	20111209	20111208	BOE-A-2011-19242	
a18	Artículo 18	2	20151011	20151010	BOE-A-2015-10927	
daprimera	Disposición adicional primera	1	20111209	20111208	BOE-A-2011-19242	
dasegunda	Disposición adicional segunda	1	20111209	20111208	BOE-A-2011-19242	
dtprimera	Disposición transitoria primera	1	20111209	20111208	BOE-A-2011-19242	
dtsegunda	Disposición transitoria segunda	1	20111209	20111208	BOE-A-2011-19242	
dttercera	Disposición transitoria tercera	1	20111209	20111208	BOE-A-2011-19242	
ddunica	Disposición derogatoria única	1	20111209	20111208	BOE-A-2011-19242	
dfprimera	Disposición final primera	1	20111209	20111208	BOE-A-2011-19242	
dfsegunda	Disposición final segunda	1	20111209	20111208	BOE-A-2011-19242	
dftercera	Disposición final tercera	1	20111209	20111208	BOE-A-2011-19242	
dfcuarta	Disposición final cuarta	1	20111209	20111208	BOE-A-2011-19242	
dfquinta	Disposición final quinta	1	20111209	20111208	BOE-A-2011-19242	
dfsexta	Disposición final sexta	1	20111209	20111208	BOE-A-2011-19242	
dfseptima	Disposición final séptima	1	20111209	20111208	BOE-A-2011-19242	
dfoctava	Disposición final octava	1	20111209	20111208	BOE-A-2011-19242	
firma		1	20111209	20111208	BOE-A-2011-19242	
ani	ANEXO I	2	20151011	20151010	BOE-A-2015-10927	
anii	ANEXO II	1	20111209	20111208	BOE-A-2011-19242	
aniii	ANEXO III	1	20111209	20111208	BOE-A-2011-19242	
