bloque	titulo	redacciones	vigencia	publicacion	norma	aviso
pr	[preambulo]	1	20030918	20020918	BOE-A-2002-18099	
au	Artículo único	2	20150630	20141231	BOE-A-2014-13681	
da	Disposición adicional primera	1	20100523	20100522	BOE-A-2010-8190	
da-2	Disposición adicional segunda	1	20100523	20100522	BOE-A-2010-8190	
da-3	Disposición adicional tercera	1	20100523	20100522	BOE-A-2010-8190	
da-4	Disposición adicional cuarta	1	20100523	20100522	BOE-A-2010-8190	
dt	Disposición transitoria primera	1	20030918	20020918	BOE-A-2002-18099	
dt-2	Disposición transitoria segunda	1	20030918	20020918	BOE-A-2002-18099	
dt-3	Disposición transitoria tercera	1	20030918	20020918	BOE-A-2002-18099	
dd	Disposición derogatoria única	1	20030918	20020918	BOE-A-2002-18099	
df	Disposición final primera	1	20030918	20020918	BOE-A-2002-18099	
df-2	Disposición final segunda	1	20030918	20020918	BOE-A-2002-18099	
df-3	Disposición final tercera	1	20030918	20020918	BOE-A-2002-18099	
fi	[firma]	1	20030918	20020918	BOE-A-2002-18099	
re	REGLAMENTO	1	20030918	20020918	BOE-A-2002-18099	
a1	Artículo 1	1	20030918	20020918	BOE-A-2002-18099	
a2	Artículo 2	2	20210701	20210428	BOE-A-2021-6879	
a3	Artículo 3	1	20030918	20020918	BOE-A-2002-18099	
a4	Artículo 4	1	20030918	20020918	BOE-A-2002-18099	
a5	Artículo 5	1	20030918	20020918	BOE-A-2002-18099	
a6	Artículo 6	1	20030918	20020918	BOE-A-2002-18099	
a7	Artículo 7	1	20030918	20020918	BOE-A-2002-18099	
a8	Artículo 8	1	20030918	20020918	BOE-A-2002-18099	
a9	Artículo 9	1	20030918	20020918	BOE-A-2002-18099	
a1-2	Artículo 10	1	20030918	20020918	BOE-A-2002-18099	
a1-3	Artículo 11	1	20030918	20020918	BOE-A-2002-18099	
a1-4	Artículo 12	1	20030918	20020918	BOE-A-2002-18099	
a1-5	Artículo 13	1	20030918	20020918	BOE-A-2002-18099	
a1-6	Artículo 14	2	20200701	20200620	BOE-A-2020-6472	
a1-7	Artículo 15	1	20030918	20020918	BOE-A-2002-18099	
a1-8	Artículo 16	1	20030918	20020918	BOE-A-2002-18099	
a1-9	Artículo 17	1	20030918	20020918	BOE-A-2002-18099	
a1-10	Artículo 18	2	20100523	20100522	BOE-A-2010-8190	
a1-11	Artículo 19	1	20030918	20020918	BOE-A-2002-18099	
a2-2	Artículo 20	2	20100523	20100522	BOE-A-2010-8190	
a2-3	Artículo 21	1	20030918	20020918	BOE-A-2002-18099	
a2-4	Artículo 22	2	20100523	20100522	BOE-A-2010-8190	
a2-5	Artículo 23	1	20030918	20020918	BOE-A-2002-18099	
a2-6	Artículo 24	1	20030918	20020918	BOE-A-2002-18099	
a2-7	Artículo 25	2	20030918	20020918	BOE-A-2002-18099	
a2-8	Artículo 26	1	20030918	20020918	BOE-A-2002-18099	
a2-9	Artículo 27	1	20030918	20020918	BOE-A-2002-18099	
a2-10	Artículo 28	1	20030918	20020918	BOE-A-2002-18099	
a2-11	Artículo 29	1	20030918	20020918	BOE-A-2002-18099	
id	INSTRUCCIONES TÉCNICAS COMPLEMENTARIAS	1	20030918	20020918	BOE-A-2002-18099	
ib	ITC-BT-01	1	20030918	20020918	BOE-A-2002-18099	
ib-2	ITC-BT-02	4	20200117	20200116	BOE-A-2020-612	
ib-3	ITC-BT-03	5	20210701	20210428	BOE-A-2021-6879	
ib-4	ITC-BT-04	4	20200701	20200620	BOE-A-2020-6472	
ib-5	ITC-BT-05	2	20150630	20141231	BOE-A-2014-13681	
ib-6	ITC-BT-06	1	20030918	20020918	BOE-A-2002-18099	
ib-7	ITC-BT-07	1	20030918	20020918	BOE-A-2002-18099	
ib-8	ITC-BT-08	1	20030918	20020918	BOE-A-2002-18099	
