bloque	titulo	redacciones	vigencia	publicacion	norma	aviso
no		1				NINGUNA EN VIGOR AL CORTE
pr	[preambulo]	1				NINGUNA EN VIGOR AL CORTE
ci	CAPÍTULO I	1				NINGUNA EN VIGOR AL CORTE
a1	Artículo 1	1				NINGUNA EN VIGOR AL CORTE
a2	Artículo 2	2				NINGUNA EN VIGOR AL CORTE
a3	Artículo 3	1				NINGUNA EN VIGOR AL CORTE
a4	Artículo 4	1				NINGUNA EN VIGOR AL CORTE
a5	Artículo 5	2				NINGUNA EN VIGOR AL CORTE
ci-2	CAPÍTULO II	1				NINGUNA EN VIGOR AL CORTE
a6	Artículo 6	1				NINGUNA EN VIGOR AL CORTE
ci-3	CAPÍTULO III	1				NINGUNA EN VIGOR AL CORTE
a7	Artículo 7	1				NINGUNA EN VIGOR AL CORTE
a8	Artículo 8	1				NINGUNA EN VIGOR AL CORTE
a9	Artículo 9	1				NINGUNA EN VIGOR AL CORTE
a1-2	Artículo 10	1				NINGUNA EN VIGOR AL CORTE
ci-4	CAPÍTULO IV	1				NINGUNA EN VIGOR AL CORTE
a1-3	Artículo 11	3				NINGUNA EN VIGOR AL CORTE
a1-4	Artículo 12	1				NINGUNA EN VIGOR AL CORTE
a1-5	Artículo 13	1				NINGUNA EN VIGOR AL CORTE
a1-6	Artículo 14	1				NINGUNA EN VIGOR AL CORTE
cv	CAPÍTULO V	1				NINGUNA EN VIGOR AL CORTE
a1-7	Artículo 15	1				NINGUNA EN VIGOR AL CORTE
a1-8	Artículo 16	1				NINGUNA EN VIGOR AL CORTE
a1-9	Artículo 17	2				NINGUNA EN VIGOR AL CORTE
cv-2	CAPÍTULO VI	1				NINGUNA EN VIGOR AL CORTE
a1-10	Artículo 18	1				NINGUNA EN VIGOR AL CORTE
cv-3	CAPÍTULO VII	1				NINGUNA EN VIGOR AL CORTE
a1-11	Artículo 19	1				NINGUNA EN VIGOR AL CORTE
a2-2	Artículo 20	1				NINGUNA EN VIGOR AL CORTE
da	Disposición adicional primera	1				NINGUNA EN VIGOR AL CORTE
da-2	Disposición adicional segunda	1				NINGUNA EN VIGOR AL CORTE
da-3	Disposición adicional tercera	1				NINGUNA EN VIGOR AL CORTE
da-4	Disposición adicional cuarta	1				NINGUNA EN VIGOR AL CORTE
dt	Disposición transitoria primera	1				NINGUNA EN VIGOR AL CORTE
dt-2	Disposición transitoria segunda	1				NINGUNA EN VIGOR AL CORTE
dt-3	Disposición transitoria tercera	1				NINGUNA EN VIGOR AL CORTE
dt-4	Disposición transitoria cuarta	1				NINGUNA EN VIGOR AL CORTE
dt-5	Disposición transitoria quinta	1				NINGUNA EN VIGOR AL CORTE
dt-6	Disposición transitoria sexta	1				NINGUNA EN VIGOR AL CORTE
dd	Disposición derogatoria única	1				NINGUNA EN VIGOR AL CORTE
df	Disposición final primera	1				NINGUNA EN VIGOR AL CORTE
df-2	Disposición final segunda	1				NINGUNA EN VIGOR AL CORTE
df-3	Disposición final tercera	1				NINGUNA EN VIGOR AL CORTE
fi	[firma]	1				NINGUNA EN VIGOR AL CORTE
ai	ANEXO I	1				NINGUNA EN VIGOR AL CORTE
ai-2	ANEXO II	1				NINGUNA EN VIGOR AL CORTE
ai-3	ANEXO III	2				NINGUNA EN VIGOR AL CORTE
ai-4	ANEXO IV	2				NINGUNA EN VIGOR AL CORTE
av	ANEXO V	2				NINGUNA EN VIGOR AL CORTE
av-2	ANEXO VI	2				NINGUNA EN VIGOR AL CORTE
av-3	ANEXO VII	1				NINGUNA EN VIGOR AL CORTE
av-4	ANEXO VIII	2				NINGUNA EN VIGOR AL CORTE
ai-5	ANEXO IX	2				NINGUNA EN VIGOR AL CORTE
ax	ANEXO X	2				NINGUNA EN VIGOR AL CORTE
